key,x,y
"SUCESORES DE CERAMICA DE PAPIOL, SA SUCESORES DE CERAMICA DE PAPIOL, SA (SORTIDA DEPURADORA)",416302.91,4588164.77
"TEXPACK ENGINEERING, SA TEXPACK ENGINEERING, SA (SORTIDA DEPURADORA)",407620.0,4637370.0
"GIFRA SERAROLS, JOSEP  -GRANJA MAS GUILANA- GIFRA SERAROLS, JOSEP (SORTIDA DEPURADORA)",486229.0,4661450.0
"JUNGHEINRICH DE ESPAÑA, SAU EDAR ABRERA (ENTRADA EDAR)",409698.0,4595607.83
"GEOGRAF, SA - CH EL COLLET ABOCAMENT GEOGRAF, SA - RIERA DE SALDES",406472.55,4674512.98
JUNTA DE COMPENSACIÓ PLAN PARCIAL MASIA BACH Afluent de Can Sitges CLUB DE GOLF MASIA BACH 022000000281,404680.94,4594281.87
"L'ANEC 5 AGLANS, SCP ÀNEC 5 AGLANS SCP (SORTIDA DEPURADORA COMPACTA)",418336.2,4625495.81
"SANS BRANDED APPAREL, SL ABOC.SANS BRANDED APPAREL, SL: 021996000180",471020.25,4621465.41
"RECUPERACIO DE CROM INDUSTRIAL,S.A. RECUPERACIÓ DE CROM INDUSTRIAL, S.A (SORTIDA SANITÀRIES I PROCÉS)",385610.98,4603294.03
INSTITUT CULTURAL CIC - ESCOLA THAU SANT CUGAT INSTITUCIÓ CULTURAL DEL CIC -ESCOLA THAU (SORTIDA DEPURADORA),422395.96,4593620.73
"MONTAÑA DOU, LLUÍS MONTAÑA DOU, LLUÍS (MAS LA TRIA): TORRENT E LA TRIA",427006.43,4654803.79
LAFARGEHOLCIM ESPAÑA SAU LAFARGE CEMENTOS SA (SORTIDA SANITÀRIES_3),431715.0,4592085.0
"SCHÜTZ IBÉRICA, SL (SERVIDRUM) SERVIDRUM IBERICA, SA_Abocament llera",339898.51,4550840.29
"CESPA, GESTION DE RESIDUOS, SA CESPA GR (BOCA DE REG)",455906.18,4615795.51
"CEMENTOS MOLINS INDUSTRIAL, SA CEMEX SANT FELIU DE LLOBREGAT, ABOCAMENT SANITÀRIES A BARRANC CAN MARCH",420980.88,4583429.73
"CEMENTOS MOLINS INDUSTRIAL, SA CEMEX SANT FELIU DE LLOBREGAT, ABOCAMENT SANITÀRIES A BARRANC SARDANET",420919.88,4583748.73
"CEMENTOS MOLINS INDUSTRIAL, SA CEMEX SANT FELIU DE LLOBREGAT ABOCAMENT A BARRANC DEL SARDANET 2",420497.89,4584058.73
"CEMENTOS MOLINS INDUSTRIAL, SA CEMEX SANT FELIU DE LLOBREGAT ABOCAMENT PLUVIALS RIERA SALUT",421246.88,4583486.72
LAFARGEHOLCIM ESPAÑA SAU LAFARGE CEMENTOS SA (SORTIDA SANITÀRIES_2),431595.96,4591715.66
LAFARGEHOLCIM ESPAÑA SAU LAFARGE CEMENTOS SA (SORTIDA SANITÀRIES_1),432000.96,4591880.66
EDAR MONTCADA EDAR MONTCADA (SORTIDA),432408.0,4591879.0
"MARIA NUTO, SA Abocament MARIA NUTO SA - Torrent Sant Francesc",398325.88,4588135.91
"IBERMETALL (IBÈRICA DE METALLS I RECERCA, SA) IBÈRICA DE METALLS I RECERCA, SA ( SORTIDA SANITÀRIES)",333030.52,4554303.35
CONSORCI DE GESTIÓ DE RESIDUS MUNICIPALS DEL BAIX CAMP RIERA DE RIUDECOLS (CONS. PER LA GESTIO RES. MUNIC. DEL B. CAMP),332121.55,4557481.36
"CENTRE VINICOLA DEL PENEDES, SCCL CELLERS DE L'ARBOÇ I SECCIÓ DE CRÈDIT S.C.CL. (SORTIDA SANITÀRIES I NETEJA)",382260.72,4569811.0
"RECANVIS XASARO HIJOS, SL RECANVIS XASARO HIJOS, SL  (EDAR)",401914.94,4594674.89
"DECOLETAJE Y TORNILLERIA, SA  -DYTSA- DECOLETAJE Y TORNILLERIA, SA  (SORTIDA DEPURADORA+SANITÀRIES)",480804.6,4665583.4
"GARVE , SA ARAGONES NOGUERA, SL. ABOCAMENT A EDAR DE VALLBONA D'ANOIA",387592.95,4599372.0
EDAR BELLVEI EDAR BELLVEI (SORTIDA EFLUENT),380011.69,4566552.01
"TALLERS JOSEP TORRELL, SL TALLERS JOSEP TORRELL, SL. PUNT 1",353207.0,4552147.0
"MUGADAS, SLU MUGADAS ABOCAMENT PLUVIALS",502850.0,4627371.0
"PJM PUJADAS, SA PJM PUJADAS, SA (PLUVIALS POTENCIALMENT CONTAMINADES+SANITÀRIES)",419694.97,4595204.75
AEC GRIS FUNDACIO PRIVADA GRANJA ESCOLA CASTELLÓN AEC-GRIS (SORTIDA DEPURADORA),343969.59,4560877.28
"FICO TRANSPAR, SA FICOTRANSPAR, SA BL20050584 (SORTIDA RESIDUALS)",417865.95,4593565.77
"IBERPOTASH, SA - MINAS POTASA DE SURIA COL·LECTOR DE SALMORRES (IBERPOTASH, SA - MINA DE SÚRIA)",397266.21,4631087.98
"LUOK, SL -CASA FONTANA- LUOK, SL  (SORTIDA FOSSA SÈPTICA + FILTRE)",511243.53,4650794.15
"PORDAMSA, SL PORCELANAS DEL AMPURDAN, SL (SORTIDA TRACTAMENT)",507315.48,4644281.17
"EXPLOTACIONS TURÍSTIQUES CYPSELA, SA  -CÀMPING CYPSELA- CÀMPING CYPSELA  (SORTIDA DEPURADORA EMPRESA)",514972.52,4648484.11
"PORDAMSA, SL PORCELANAS DEL AMPURDAN (SORTIDA FOSSA)",507322.48,4644312.17
"PORDAMSA, SL PORCELANAS DEL AMPURDAN, SL (SORTIDA FOSSA)",507149.48,4644321.17
"ASTINGTON, SA ABOCAMENT SANITÀRIES ASTINGTON (PEDRERA RACÓ D'EN MARFULL)",321057.38,4537984.41
"STEPLAX Y CIA, SA STEPLAX Y CIA., SA (SORTIDA SANITÀRIES)",384155.73,4571045.99
"AGRICOLA MAS CASADELLA SCP -GRANJA MAS CASADELLÀ- AGRICOLA MAS CASADELLÀ, SCP - MASIA (SORTIDA DEPURADORA)",481054.0,4645293.0
CONSORCI DE SERVEIS SOCIALS DE BARCELONA - MAS PINS CONSORCI DE SERVEIS SOCIALS DE BARCELONA - MAS PINS (SORTIDA DEPURADORA),422648.0,4585491.0
"AGRICOLA MAS CASADELLA SCP -GRANJA MAS CASADELLÀ- AGRÍCOLA MAS CASADELLÀ, SCP (CASA FAMILIAR) (SORTIDA DEPURADORA)",480973.0,4645359.0
"VIVERS TER, SA VIVERS TER, SA  (SORTIDA DEPURADORA EDIFICI ADMINISTRATIU/SHOWROOM, ABOCAMENT 1)",476007.0,4647411.0
EDAR CARME EDAR CARME (SORTIDA EDAR),385339.94,4598692.02
EDAR SANTA MARIA DE BESORA EDAR SANTA MARIA DE BESORA (SORTIDA AIGUA TRACTADA),438490.52,4663785.72
"INDUSTRIAL JORDI GISPERT, SA INDUSTRIAL JORDI GISPERT SA (EDAR RUBÍ)",417285.94,4591204.77
"NUEVA TRITURADORA, SL NUEVA TRITURADORA, SL(SORTIDA DEPURADORES AIGUES RESIDUALS SANITÀRIES)",361155.61,4559617.14
"NUEVA TRITURADORA, SL NUEVA TRITURADORA, SL (SORTIDA PLUVIALS POTENCIALMENT CONTAMINADES)",361153.61,4559619.14
"ELS ESTANYS DE LA BOMBA S.L.U. -FÀBRICA D'OLI- REGUILME, SL (SORTIDA DEPURADORA)",502114.0,4673063.0
"POLYCASA SPAIN, SAU EDAR MONTCADA",432443.96,4591681.65
SA ROBAMA EDAR PINEDA DE MAR,473445.16,4609486.37
"TAMUZ, SA  -PEDRERA EL CASTELL- TAMUZ, SL ( INFILTRACIÓ TERRENY)",494327.73,4680324.32
"TECNICARTON, SL TECNICARTON, SL (SORTIDA SANITÀRIES I AIGÜES DE PROCÉS DEPURADES)",393921.81,4578863.92
"GERSA 2010, SA RECUPERACIÓN DE PAPELES HERMANOS FERNANDEZ, S.A. (SORTIDA SANITÀRIES)",393356.81,4579092.93
"LABORATORIOS SALVAT, SA LABORATORIOS SALVAT, SA (SORTIDA RESIDUALS)",423056.86,4580527.71
"HISPANO ALEMANA DE ZINCADOS, SA  -HAZISA- HISPANO ALEMANA DE ZINCADOS, SA (SORTIDA AIGÜES RESIDUALS)",441187.43,4651105.68
"RUFFINI, SA EDAR RUBI",416668.93,4590130.77
"PALAFUMS SL PALAFUMS, SL",477682.0,4613319.0
AJUNTAMENT DE FOIXÀ AJUNTAMENT DE FOIXÀ (SORTIDA DEPURADORA),498181.56,4657554.26
AJUNTAMENT DE PUIG-REIG (POL. IND.CAN VIDAL II) EDAR POL.INDL.CAL VIDAL II (SORTIDA DEPURADORA),407008.32,4643497.93
"MASIA CAN FERMI, CB MASIA CAN FERMI, CB: RIERA DE MARGANELL",400178.06,4610987.93
EDAR SANTA EULÀLIA DE RONÇANA EDAR SANTA EULÀLIA DE RONÇANA (SORTIDA),436913.1,4608926.65
"COMPAÑIA ARRENDATARIA DE INDUSTRIAL IGUALADINA,SA ENTRADA AIGUA INDUSTRIAL A IGUALADINA DE DEPURACIÓ I RECUPERACIÓ.",385423.59,4683411.15
"AUTOREC, SL - RECUP. VEHICLES INDUSTRIALS AUTOREC (SORTIDA PLUVIALS SORTIDA DECANTADOR)",397856.96,4598034.92
"AUTOREC, SL - RECUP. VEHICLES INDUSTRIALS AUTOREC (SORTIDA SANITÀRIES I PLUVIALS)",397929.96,4598148.92
"CAMPI Y JOVE, S.A. CAMPI Y JOVE, SA (SORTIDA SANITÀRIES I PLUVIALS CARRERS)",409819.08,4612421.86
"CHATARRAS DEL DUERO, SLU CHATARRAS DEL DUERO, SLU (SORTIDA SANITÀRIES)",420713.88,4582722.73
"ALTA CRUZ, SA ALTA CRUZ (SORTIDA RESIDUALS)",408285.84,4580895.82
EDAR MONTAGUT EDAR MONTAGUT  (SORTIDA AIGUA TRACTADA),466578.65,4675215.52
EDAR PERAFORT (PUIGDELFÍ) EDAR PERAFORT (PUIGDELFÍ) (SORTIDA EFLUENT),352755.61,4561629.21
"COMERCIAL CATALANA DE MAQUINARIA TEXTIL, S.A. COMERCIAL CATALANA DE MAQUINARIA TEXTIL SA",405815.99,4600307.87
"TRANSPARK, SL DE TRANSPORTES TRANSPARK",419507.0,4599163.76
"ICART, SA UNIPERSONAL ICART, SA UNIPERSONAL (RESIDUALS)",423681.84,4577890.7
EDAR CAN FORNACA EDAR CAN FORNACA (SORTIDA),470193.29,4627810.42
"FAMAX, SA FAMAX SA (sortida sanitàries)",441333.5,4661086.69
AJUNTAMENT DE SANT PERE DE VILAMAJOR P.I. LA PLANA,448100.0,4614205.0
REAL CLUB DE GOLF - EL PRAT REAL CLUB DE GOLF EL PRAT (MAR MEDITERRANI),419249.98,4596067.76
"EXCAVACIONS I TRANSPORTS SEUBA SALVANS, SL EXCAVACIONS I TRANSPORTS SEUBA SALVANS, SL (ABOCAMENT)",401148.13,4620584.93
"FABRICACION INDUSTRIAL DE PINTURAS, SA (FIP) FABRICACION INDUSTRIAL DE PINTURAS, S.A.-FIPSA-(SORTIDA SANITÀRIES)",417172.9,4587076.76
SERVEI CATALÀ DE SALUT (CONSORCI SANITARI DEL MARESME) CONSORCI SANITARI DEL MARESME (RESIDUALS),452406.06,4600795.52
EDAR ALPENS EDAR ALPENS (SORTIDA EDAR),425432.0,4663007.0
"ESTEBAN ESPUÑA, SA  -PLANTA PERNIL CURAT- ESTEBAN ESPUÑA, SA  -PLANTA PERNIL CURAT-  (SORTIDA AIGUA REFRIGERACIÓ)",457399.59,4668697.58
"CERÁMICA SUGRAÑES, SA (ROSA GRES) ABOCAMENT CERAMICA SUGRAÑES, SA: 021998000223",426344.98,4594681.77
"ROCA SANITARIO, SA ABOCAMENT DE ROCA SANITARIO A RIERA LLOBATERA",417821.8,4573249.73
"SALINERA DE CARDONA, SLU SALINERA DE CARDONA, S.L. (SORTIDA AIGÜES SALINES DEL FONS DE LA MINA)",391461.27,4640777.04
AJUNTAMENT DE SANT CUGAT DEL VALLES AJUNTAMENT DE SANT CUGAT DEL VALLES (LLERA),422381.97,4594383.73
EDAR NAVÀS (EL MOJAL) EDAR NAVÀS (EL MOJAL) (SORTIDA EDAR),404805.27,4638233.93
EDAR MARTORELL EDAR MARTORELL (SORTIDA EDAR),410514.93,4592447.82
"PLASTIN, SAU PLASTIN SAU",441785.0,4650183.0
"PARETA PONSATI, MARTA PARETA PONSATI, MARTA  (SORTIDA DEPURADORA)",504897.53,4652153.2
"RECUBRIMIENTOS Y MOLDEADOS, SA - REMOSA RECUBRIMIENTOS Y MOLDEADOS, SA (SORTIDA SANITÀRIES 1)",396143.21,4631302.99
"DENSO BARCELONA, SA DENSO BARCELONA, S.A._Torrent Bo",405706.18,4625485.91
"RECUBRIMIENTOS Y MOLDEADOS, SA - REMOSA RECUBRIMIENTOS I MOLDEADOS, SA (SORTIDA SANITÀRIES 2)",396193.21,4631323.99
COMUNITAT PROPIETARIS VINYES DEL TURÓ COMUNITAT DE PROPIETARIS VINYES DEL TURÓ (ABOCAMENT LLERA),403277.94,4594783.88
HERMANAS DE NUESTRA SEÑORA DE LA CONSOLACIÓN CONGREGACIO NOSTRA SENYORA DE LA CONSOLACIO (SORTIDA EDAR),457284.29,4630139.52
"TERREAL ESPAÑA DE CERAMICAS, SAU TERREAL ESPAÑA DE CERAMICAS, SAU  (SORTIDA PRETRACTAMENT)",499323.52,4652047.24
MAROEM SERVEIS SL MAROEM SERVEIS SL (SORTIDA DEPURADORA),353425.0,4554465.0
"SERRA PEREZ, CONCEPCIÓN -RESTAURANT MASIA CAL SORDET- RESTAURANT MASIA CAL SORDET (SORTIDA PRETRACTAMENT)",461291.0,4673707.0
"SAICA NATUR, SL PAPELES ALLENDE (SORTIDA SANITÀRIES)",404625.99,4600605.88
"RED ELECTRICA DE ESPAÑA, SAU RED ELECTRICA DE ESPAÑA, SAU (SORTIDA SISTEMA DE DEPURACIÓ)",424634.84,4577668.69
"ECOGIRONINA DE DIPÒSITS, SL ABOCAMENT PLUVIALS A RIU GÜELL D'ECOGIRONINA DE DIPÒSITS",483826.44,4644295.34
"FUNDICION PUJOL MUNTALA, SA Abocament FUNDICION PUJOL MUNTALA, SA",406410.17,4624242.9
EDAR CADAQUÉS EDAR CADAQUÉS  (SORTIDA AIGUA TRACTADA),522365.79,4681809.11
EDAR TORROELLA DE MONTGRÍ EDAR TORROELLA DE MONTGRÍ  (SORTIDA AIGUA TRACTADA),513014.55,4653027.14
EDAR TOSSA DE MAR EDAR TOSSA DE MAR  (SORTIDA AIGUA TRACTADA),493536.27,4619999.23
"ÀRIDS CATALUNYA, SA ÀRIDS CATALUNYA, SA (SORTIDA DEPURADORA)",425076.95,4592036.71
EDAR PORTBOU EDAR PORTBOU  (SORTIDA AIGUA TRACTADA),512538.89,4696912.21
EDAR CASTELL-PLATJA D'ARO EDAR CASTELL-PLATJA D'ARO  (SORTIDA AIGUA TRACTADA),502432.35,4628535.18
"AEB IBERICA, SA AEB IBÈRICA, SA (ABOCAMENT)",415405.94,4592795.78
"MOLIENDA Y DERIVADOS, SA EDAR MONTORNÈS DEL VALLÈS",436446.03,4599298.63
GRANOLLERS QUIMICA SLU EDAR GRANOLLERS,439199.05,4601970.62
"PROTEIN, SA EDAR CELRÀ",489442.52,4654106.32
"COMERCIAL LAZARO, SA COMERCIAL LAZARO, S.A. (SORTIDA SANITÀRIES)",372796.64,4561762.06
"LA MOIANESA, SL LA MOIANESA, SL (SORTIDA DEPURADORA)",426156.24,4630045.76
"MADERAS Y ROCAS ORNAMENTALES, SL ABOCAMENT MADERAS Y ROCAS ORNAMENTALES (EL PADRÓ)",405687.07,4611634.89
"MOREL-DUX, SL MOREL DUX, SL (SORTIDA SANITÀRIES)",440080.14,4613698.63
"COLÒNIES ROSA DELS VENTS, SA (MAS BADÓ) COLONIES RV, SA: MAS BADÓ (LLERA)",429948.17,4618909.71
ÀREA D'ESPAIS NATURALS - DIPUTACIÓ DE BARCELONA DIPUTACIÓ DE BARCELONA - CASA DE COLONIES CAN GRAU (SORTIDA DEPURADORA),402880.0,4573481.0
"PAGES DE ROFES, SL PAGÈS DE ROFES (SORTIDA DEPURADORA BIOLÒGICA)",382105.9,4594316.04
INSTITUT CATALÀ D'INVESTIGACIÓ QUÍMICA EDAR TARRAGONA,350989.54,4552277.21
AJUNTAMENT DE TERRASSA - URBANITZACIÓ EL MOLINOT PEDRO SARABIA TELLO,414166.0,4602862.0
"MENA LE PAPE, ALEJANDRO (CASA RURAL CAN PUIG) ALEX MENA LEPAPE",464775.0,4617760.0
"INDUSTRIA DEL DECAPADO Y GRANALLADO, SL INDUSTRIA DEL DECAPADO Y GRANALLADO (SORTIDA RESIDUALS)",431484.07,4606173.68
"LAENT, SL LAENT, SL (SORTIDA RESIDUALS)",431591.09,4608875.69
EDAR NÚRIA EDAR NÚRIA  (SORTIDA AIGUA TRACTADA),430386.0,4694101.0
EDAR BÀSCARA EDAR BÀSCARA  (SORTIDA AIGUA TRACTADA),492972.63,4667835.31
"OLOT MEATS, SA ABOCAMENT EDAR OLOT MEATS",457908.0,4672390.0
"SARAS ENERGIA, SA  (E.S. SANT CUGAT) SARAS ENERGIA",420288.0,4592979.0
"EMBOTITS ARUMÍ CASTELLS, SL EMBOTITS ARUMÍ CASTELLS (RESIDUALS)",436506.26,4629385.68
"CAMPING CAMPALANS SL FRONTANYÀ RURAL, SL (SORTIDA DEPURADORA)",417418.5,4666210.88
"SOCIEDAD EUROPEA TEXTIL 2000, SL SOCIEDAD EUROPEA TEXTIL 2000 SL (sortida residuals)",451289.04,4597785.52
HOSPITAL UNIVERSITARI GERMANS TRIAS I PUJOL HOSPITAL GERMANS TRIAS I PUJOL DE BADALONA (AIGÜES SANITÀRIES),436405.98,4592545.62
"INSTITUTO DE HIDRODINÁMICA APLICADA, SA INSTITUTO DE HIDRODINÁMICA APLICADA, SA (SORTIDA RESIDUALS)",426968.96,4592940.7
"AGUAS DANONE, SA  -MANANTIAL SACALM- AGUAS DANONE, SA (SORTIDA DEPURADORA EMPRESA AIGÜES RESIDUALS)",458973.0,4636354.0
"FAUSTINA DE SOLA-MORALES CAPDEVILA, S.L. FAUSTINA DE SOLA-MORALES CAPDEVILA, S.L.",472111.0,4672931.0
"ASOCIACIÓN NUCLEAR ASCÓ - VANDELLÒS II, A.I.E. - C.N. VANDELLÒS II ASOCIACIÓ NUCLEAR ASCÓ-VANDELLÒS II, AIE (BARRANC DE LLÈRIA)",320705.0,4536065.0
EDAR CAN MASSUET-EL FAR EDAR CAN MASSUET-EL FAR (SORTIDA),451316.1,4605872.53
"MONOMEROS DEL VALLES, SL EDAR TERRASSA",419399.98,4596730.76
"GENERAL GALVÀNICA GIRONINA, SL GENERAL GALVÀNICA GIRONINA, SL  (SORTIDA DEPURADORA EMPRESA)",487278.51,4652632.33
"TUPINAMBA, SA TUPINAMBA, SA (AIGÜES SANITÀRIES I NETEGES)",463980.11,4605263.43
GENERAL PECUARIA S.A.U. EDAR VIC,439721.38,4644763.68
"CARTROBOX, SL EDAR D' IGUALADA (VILANOVA DEL CAMÍ)",387457.97,4602415.01
"SHELL ESPAÑA, SA SHELL ESPAÑA,SA",347658.53,4552424.23
"SAINT-GOBAIN CRISTALERIA, SL Abocament SAINT-GOBAIN CRISTALERIA, SA - torrent de la Pallisseta",381505.71,4568436.0
"MACRESAC, SA MACRESAC SA (Sortida Depuradora)",345832.62,4563906.27
"CANAL SOLANICH, DAVID  -GRANJA MAS MASSANDELL- DAVID CANAL SOLANICH  (SORTIDA DEPURADORA)",461235.59,4667830.55
"SERVIPALETS, SL (I) SERVIPALETS, S.L. (SORTIDA SANITÀRIES)",430116.03,4601189.68
"MELEGHY AUTOMOTIVE BARCELONA, SAU EDAR ABRERA",409840.0,4595603.0
"CONSTRUCCIONS CLINT, SA CASA GOMIRA. CONSTRUCCIONS CINT, SA",391752.0,4657927.0
"GERMANS CABALLOL LLADÓS, SL EDAR MONTCADA",432443.96,4591681.65
"UNION INDUSTRIAL PAPELERA, SA AB. 1 RIU ANOIA - SORTIDA DOMÈSTIQUES (UNION INDUSTRIAL PAPELERA, SA)",390172.97,4600780.99
"UNION INDUSTRIAL PAPELERA, SA AB. 2 RIU ANOIA - SORTIDA PROCÈS (UNION INDUSTRIAL PAPELERA, SA)",390288.97,4600797.99
GREIF PACKAGING SPAIN SL SOCIEDAD UNIPERSONAL EDAR MARTORELL,410693.94,4592621.82
"POLIMERS ROBERT, SA POLÍMERS ROBERT, SA  (SORTIDA RESIDUALS)",431714.1,4609302.69
"PRODUCCIONES VETERINARIAS, SA PROMOCIONES VETERINARIAS, SA (SORTIDA SANITÀRIES I PLUVIALS)",442186.43,4650915.67
"MARTOS RODRIGUEZ, PEDRO EDAR PALAMOS",512131.42,4636236.12
"REPSOL BUTANO, SA EDAR MONTORNÈS DEL VALLÈS",436446.03,4599298.63
"EMBUTIDOS MONTER, SLU  -PLANTA SERINYÀ- EMBUTIDOS MONTER, SLU - PLANTA SERINYÀ",479001.0,4668937.0
"VALLTER, SA VALLTER, SA  (SORTIDA AIGÜES RESIDUALS RESTAURANT+SERVEIS)",438725.78,4697939.77
"FORMIGONS LA VALL D'EN BAS, SLU FORMIGONS LA VALL D'EN BAS SLU (SORTIDA DEPURADORA)",440639.0,4648574.0
EDAR MASIA PERAFITA  (SEVA) EDAR MASIA PERAFITA  (SORTIDA AIGUA TRACTADA),437252.0,4627113.0
"VALLTER, SA VALLTER, SA  (FOSSA SÈPTICA AIGÜES RESIDUALS INFERMERIA)",439543.78,4697422.76
"MEROIL, SA ENERGY EXPRESS, SL (EDAR)",422367.96,4593827.73
"RECUPERADORA DE VIDRIO DE BARCELONA, S.A. RECUPERADORA DE VIDRIO DE BARCELONA, S.A. (SORTIDA SANITÀRIES)",415225.95,4592885.78
"TRANSFORMADOS DE POLIÉSTER, FIBRA DE VÍDRIO, COMPOSITES REPRECS, SL TRANSFORMADOS DE POLIÉSTER, FIBRA DE VÍDRIO, COMPOSITES REPRECS, SL (SANITÀRIES)",385911.99,4604735.03
"ESPAI NATURAL SANT DEL FAI, SL ESPAI NATURAL SANT MIQUEL DEL FAI, SL   (SORTIDA DEPURADORA)",432628.17,4618572.69
EDAR PALS EDAR PALS  (SORTIDA AIGUA TRACTADA),513482.0,4648864.0
"DEUTSCHER SHAFERHUND CENTER, SL ABOCAMENT KHAFKA, SL",482793.3,4625817.32
"TRANSPORTS I EXCAVACIONS RIBERA, SA TRANSPORTS I EXCAVACIONS RIBERA (AIGÜES PLUVIALS)",437638.04,4601168.63
"FAJULA - PEDRO, SL  (E.S. NÚM 10957) ESTACIÓ DE SERVEI VERGES:  RIERA DE LA TALLADA",503983.57,4656792.21
"CASALBA, SCP  -HOTEL LA SALA DE CAMÓS- CASALBA SCP (HOTEL SALA DE CAMÓS)- CAMBRA FILTRANT",480347.55,4659415.39
"PLAÇA GERMANS MOLINS RIBOT ÀMBIT REHABILITACIÓ, SL I JULIO FERNANDEZ CHICHARRO (SORTIDA DEPURADORA)",409287.85,4581263.81
"RESTAURANT CAP DE CREUS, SL Restaurant Cap de Caos: Infiltració",525950.82,4685225.09
"CERAMICA SAN GENIS,SA CERAMICA SAN GENÍS_Abocament (Torrent de la Marquesa)",380748.99,4606465.07
"GESTIONES E INVERSIONES COSMOLAND, SL CHATEAUFORM ESPAÑA (ABOC. PER A REG) AA2019000475",421708.03,4603126.75
"GESTIONES E INVERSIONES COSMOLAND, SL CHATEAUFORM ESPAÑA  (ABOC. A LLERA) AA2019000475",421782.03,4603104.75
EDAR MUNTANYÀ  (SEVA) EDAR MUNTANYÀ  (SORTIDA AIGUA TRACTADA),438161.45,4654804.71
"AIR LIQUIDE IBÉRICA DE GASES, SLU AIR LIQUIDE IBERICA DE GASES, SLU  (abocament purgues refrigeració)",409280.95,4594495.83
"BCNONWOVENS, SL BC NONWOVENS, SL",389955.0,4590402.0
"COMERCIAL QUIMICA MASSO, SA ABOCAMENT AIGÜES REFRIGERACIÓ COMERCIAL QUÍMICA MASSÓ",394060.81,4578895.92
"UNIÓN BERMEO, SL UNIÓN BERMEO, SL (SORTIDA RESIDUALS)",404412.18,4625542.92
"RECICLADOS COMARCALES, SL RECICLADOS COMARCALES, SL. (AIGÜES SANITÀRIES)",423667.84,4577760.7
"ANTIGUA CASA DE MANUEL ESTALELLA, SL ANTIGUA CASA MANUEL ESTALELLA",366205.71,4572016.12
"PARADORES DE TURISMO DE ESPAÑA SME, SA -PARADOR D'AIGUABLAVA- PARADOR DE TURISME D'AIGUABLAVA (SORTIDA DEPURADORA)",518196.48,4642732.08
"ALONSO AGUIRRE, LUIS LUIS ALONSO AGUIRRE (SORTIDA SANITÀRIES I NETEJA)",418640.03,4603630.78
EDAR MOIÀ EDAR MOIA,425501.23,4628058.76
JUNTA DE COMPENSACIO CAN SOLA GROS I JUNTA DE COMPENSACIÓ CAN SOLÀ GROS I,483878.36,4633964.33
EDAR RUBÍ EDAR RUBÍ (SORTIDA EDAR),416595.0,4590103.0
"INDUSTRIAS QUIMICAS OLIVE, SL INDUSTRIES QUÍMIQUES OLIVÉ, SL (PLUVIALS I SANITÀRIES)",354871.71,4573976.21
AJUNTAMENT DE SANT FELIU DE BUIXALLEU AJUNTAMENT DE SANT FELIU-NUCLI URBÀ (SORTIDA DEPURADORA),465516.28,4626477.46
"FUNDICIÓN ESTRELLA SANT FELIU, SL FUNDACIÓ ESTRELLA SANT FELIU (ABOCMANET)",420589.87,4582351.73
"DIPÒSIT DE RUNA TERRA NEGRA, SL ARIDOS HERMANOS CURANTA, SA (SORTIDA BASSA DE DECANTACIÓ)",504102.63,4664753.22
ENTITAT URBANISTICA CONSERVACIO PLA PARCIAL-8 PROJECTE URBANITZACIO PP17 I PP08 (SORTIDA DEPURADORA),358733.58,4556879.16
AJUNTAMENT DE CASSÀ DE LA SELVA AJUNTAMENT DE CASSÀ DE LA SELVA (RIERA VERNEDA),490127.38,4634892.28
"GRANJA MARTORELL, SL - SALA INCUBACIÓ MAS DE MATA ABOCAMENT PER INFILTRACIÓ DE LA INCUBADORA MAS MATA",340008.0,4554651.0
INSTITUT D'INVESTIGACIÓ BIOMÈDICA DE BELLVITGE IDIBELL (sortida residuals),425533.84,4577505.68
"FENOQUIMICA, SA FENOQUÍMICA, S.A. (SORTIDA SANITÀRIES I NETEJA)",417127.8,4573222.74
"BON SAN AM, SL BON SAN AM, SL - HOSTAL DE SANT SALVADOR DE BIANYA",450655.0,4677295.0
"BERGÉ MARÍTIMA, SL BERGÉ MARÍTIMA, SL (MOLL D'ANDALUSIA): COL·LECTOR PLUVIALS PORT DE TARRAGONA I POSTERIORMENT A MAR",349265.0,4550991.0
"CEMENTIRIS METROPOLITANS, CGC CEMENTIRIS METROPOLITANS CGC (SORTIDA SANITÀRIES)",452072.07,4601446.52
"NAVARRETE VILCHEZ, TOMÀS  -RESTAURANT CAN CABATXÓ- JOSE TOMAS TABERNER (SORTIDA DEPURADORA)",471521.37,4637705.43
"GERMANS CAÑET-XIRGU, SL GERMANS CAÑET-XIRGU, SL (SORTIDA POU DESARENADOR, AIGÜES DE PLUJA)",488744.41,4638595.3
"GERMANS CAÑET-XIRGU, SL GERMANS CAÑET-XIRGU (Sortida fossa sètpica, aigües sanitàries)",488698.4,4638481.3
"CALOPLAST 79, SLL CALOPLAST (RESIDUALS)",434983.01,4597288.64
"MIRET Y CIA, SA Abocament a IGUALADINA DE DEPURACIÓ I RECUPRACIÓ (EDAR PRIVADA)",385505.98,4603296.03
"LLUCH ESSENCE, SL LLUCH ESSENCE, SL (SORTIDA SANITÀRIES)",424994.83,4576011.68
"GRUPO CACAOLAT, SL SA DAMM (ABOCAMENT A SISTEMA)",432465.95,4589958.65
"INTERNITCO COMERÇ, SL INTERNITCO COMERÇ, SL (SORTIDA SANITÀRIES)",408097.19,4626386.89
