key,x,y
EDAR CELRÀ EDAR CELRÀ  (SORTIDA AIGUA TRACTADA),489491.53,4654146.32
"TINTORERIAS TEXTILES EUROPEAS, SA ABOCAMENT TINTORERIAS TEXTILES EUROPEAS, S.A.",407884.98,4598695.85
AJUNTAMENT DE LA VALL DE BIANYA (CASAL JOVES) AJUNTAMENT DE LA VALL DE BIANYA: RIERA DE SANTA LLÚCIA,453820.62,4674488.62
"INMOBILIARIA PLAYA POLA, SAU  (CAMPING POLA) CÀMPING POLA  (SORTIDA PRETRACTAMENT RESIDUALS)",495534.28,4620503.22
"AIGÜES VALLFLORIDA, SLU COMUNITAT DE REGANTS DE ST ESTEVE DE PALAUTORDERA (ACTUAL)",451716.2,4619242.55
"CORCHO DEL PAIS, SA Riu Esplet: 022002000054",474365.34,4633315.4
"CANNON HYGIENE, SA CANNON HYGIENE, SA",419823.97,4595428.75
"JUNGHEINRICH DE ESPAÑA, SA EDAR ABRERA",409840.0,4595603.0
AJUNTAMENT DE CORBERA DE LLOBREGAT AJUNTAMENT DE CORBERA DE LLOBREGAT (SORTIDA PLUVIALS I REG PAVIMENTS),410575.89,4586165.81
"FRAGMENTADORA, SA FRAGMENTADORA, S.A (llera)",398880.87,4585849.9
CRISTINA CASALS RIEROLA CRISTINA CASALS RIEROLA (SORTIDA DEPURADORA) - MAS LA FONT,448816.39,4644655.61
"GABINETE DE ASISTENCIA A LA CONSTRUCCION, S.L GABINETE DE ASISTENCIA A LA CONSTRUCCION, S.L  (arqueta sortida)",418146.04,4604758.78
"CHATARRAS R. GARCIA, S.A. CHATARRAS R. GARCIA, SA  (SORTIDA RESIDUALS)",424705.83,4575945.69
"GALPGEST PETROGAL ESTACIONES DE SERVICIO, SLU - ÀREA DE SERVICIO DE GIRONÉS AGIP ESPAÑA, SA (SORTIDA SEPARADOR D'HIDROCARBURS)",481169.4,4639454.36
"RAÜL GIRONA, SA SUPERMERCATS RAÜL GIRONA, SA: INFILTRACIÓ",510992.0,4652735.0
"GRANJA TELLOA, SL GRANJA TELLOA  (SORTIDA DEPURADORA)",343726.57,4557909.27
ASOCIACION RECREATIVA CULTURAL FAMILIAR TORDERA PARK RIERA MINA D'OR AA2003000801 ASSOCIACIO RECREATIVA TORDERA PARK,473576.22,4617847.38
"DESFERRES D'OSONA, SL DESFERRES D'OSONA (SORTIDA RESIDUALS)",436486.43,4652995.72
"GESTORA DE RUNES DE LA CONSTRUCCIÓ, SA GESTORA DE RUNES DE LA CONSTRUCCIÓ, SA_Abocament (Riera de Clariana)",375050.97,4604981.11
"BOTÀNICA SERVEIS D'AUTOMOCIÓ, SL BOTÀNICA SERVEIS D'AUTOMOCIÓ, SL (SORTIDA RESIDUALS)",426905.85,4577795.67
"GESTIÓ DE RUNES DEL VALLÈS ORIENTAL, SL EDAR SANT CELONI",458946.19,4615682.49
"DANONE, SA EDAR MONTORNÈS DEL VALLÈS",436446.03,4599298.63
"UNIZINC, SA EDAR MONTORNÈS DEL VALLÈS",436446.03,4599298.63
"EUROPASTRY, SA - PLANTA DE VALLMOLL EUROPASTRY, SA (SORTIDA DECANTADOR I PURGUES DE CONDENSATS)",354203.65,4566126.21
"COMERCIAL CAMIL CAMPS, SL COMERCIAL CAMÍ CAMPS",434301.05,4602577.66
"CAMPSA ESTACIONES DE SERVICIO, SA CAMPSA ESTACIONES DE SERVICIO, SA: TORRENT MAS D'EN PLA",401067.14,4621382.94
"BUGADERIA INDUSTRIAL BARBERÀ, SL EDAR MONTCADA",432443.96,4591681.65
"PRECUITS, SL PRECUITS SL_POLÍGON INDUSTRIAL LA SERRETA (SORTIDA DEPURADORA)",406655.17,4624703.9
"HARINERA VILAFRANQUINA, SA HARINERA VILAFRANQUINA, SA  (ABOCAMENT)",387876.76,4574687.96
AJUNTAMENT DE PIERA - BARRI CAN BONASTRE AJUNTAMENT DE PIERA - BARRI CAN BONASTRE: TORRENT DEL QUELÓ (DESGUASSA EN EL TT DE SANTA MAGDALENA),398111.0,4594775.0
"RAVENTOS ROSELL, SL Abocament JOAN RAVENTOS ROSELL, SL - EDAR Masquefa",399405.92,4592995.9
"ACEROS PARA LA CONSTRUCCION, SA Abocament 2 ACEROS PARA LA CONSTRUCCION, SA -",384145.74,4571605.99
"ALEACIONES Y TÉCNICAS DE METALES NO FÉRREOS, SL TECH-NOFER, S.L. (SORTIDA SANITÀRIES)",437655.96,4590295.61
"PERE RIUS, S.L. INFILTRACIÓ PERE RIUS SL",384951.76,4575231.99
"AJUNTAMENT DE VILA-RODONA Riu Gaia AA2004002650 PRONOBAC, SL",362585.71,4572067.15
"BONNEMAISON, ALEXANDRE BONNEMAISON, ALEXANDRE (SORTIDA TRACTAMENT)",467459.46,4650195.48
"ACEROS PARA LA CONSTRUCCION, SA Abocament 1 ACEROS PARA LA CONSTRUCCION, SA -",384230.74,4571695.99
"TEXTIL OLIUS, SA (T.O.S.A.) TEXTIL OLIUS_RIU NEGRE",379875.31,4648568.14
"DEFIBER, SA TORRENT DEL LLUC (DEFIBER, SA)",378405.7,4568150.03
"ROVIRA CLOTET, JESUS (CAMPING MASIA CAL PARADIS) Abocament CAMPING MASIA CAL PARADIS (JESUS ROVIRA CLOTET) - riera de Saló",386982.21,4633751.06
COM.PROP.NAUS INDUSTRIALS D'OLOT A VIC POLIGON INDUSTRIAL DE LA VALL D'EN BAS (SORTIDA DEPURADORA),454904.53,4662170.59
ASSOCIACIÓ VALL DE TOSSA DE LA MOLINA VALL DE TOSSA DE LA MOLINA (MAS DEL BOSC) (SORTIDA DEPURADORA),424505.93,4588887.71
"CAHORS ESPAÑOLA, SA CAHORS ESPAÑOLA, SA (SORTIDA DEPURADORA)",497346.69,4674591.29
"AUTOPISTAS AUMAR, S.A.C.E. AUTOPISTAS AUMAR, S.A.C.E. PEATGE SORTIDA 38: INFILTRACIÓ EN EL TERRENY",324429.41,4541274.39
"SANMY, SA SANMY, S.A. (SORTIDA DEPURADORA)",419948.04,4604630.77
"LLAR D'INFANTS GRANOTA, SL LLAR D'INFANTS LA GRANOTA (SORTIDA DEPURADORA) - Riera de Vallgorguina",459341.15,4611056.48
EDAR TARADELL EDAR TARADELL  (SORTIDA AIGUA TRACTADA),439907.32,4636865.67
"DRAGADOS, SA DRAGADOS, SA (SORTIDA DEPURADORA) - llera innominada",417386.97,4596203.77
"CASA WESTFALIA,SA Abocament 2 CASA WESTFALIA, SA - riera de Vulpellac",505449.48,4644859.18
"CEPSA, SAU EXPRESOIL, SL (CEPSA) (Sortida depuradora)",389255.8,4578695.96
"RECUPERADORA DE BARBERA, SL FERRALLES DE LLEIDA, SL  (SORTIDA RESIDUALS)",429315.99,4596450.68
"FRIGORÍFICOS COSTA BRAVA, SA  -RIUDELLOTS DE LA SELVA- FRIGORIFICOS COSTA BRAVA, SA (SORTIDA DEPURADORA A LLERA)",484600.0,4638289.0
"COSMO FRAGANCES CGE, SLU COMPAÑIA GENERAL DE ESENCIAS (SORTIDA RESIDUALS)",439141.06,4603030.62
"VERNILAQ, SL VERNILAQ (SORTIDA RESIDUALS)",439552.37,4644434.68
AJUNTAMENT DE BRUNYOLA - POLÍGON INDUSTRIAL CAN ILLUS POLÍGON INDUSTRIAL CAN ILLUS (SORTIDA PRETRACTAMENT),472045.39,4639544.43
EDAR SANT CELONI EDAR SANT CELONI (SORTIDA),458924.19,4615630.49
"BEIERSDORF MANUFACTURING ARGENTONA, SLU BEIERSDORF MANUFACTURING ARGENTONA, SLU (SORTIDA RESIDUALS)",451309.06,4600740.52
"METESVA, SL METESVA, SL (SORTIDA RESIDUALS)",428312.07,4607200.71
SA RECASENS S.A.RECASENS (edar),367060.62,4559449.1
"COTS PARROT, ESTEBAN COTS PARROT, ESTEVE (SORTIDA DEPURADORA)",399119.0,4614927.0
"REYTRAPLAST, SA EDAR MONTORNÈS DEL VALLÈS (ENTRADA)",436485.03,4599294.63
"CARERAC, SL CARERAC SL (SORTIDA DEPURADORA)",430676.11,4611034.7
AJUNTAMENT DE FOGARS DE LA SELVA POLIGON INDUSTRIAL MARGE DRET DEL RIU TORDERA I POL CAN BATALLO RIU TORDERA,471976.25,4621268.4
"SITJA PRATS, JESUS SITJÀ PRATS, JESÚS  -  MASIA CAN BRUGUERA",467830.0,4622675.0
"CUBERTA MASNOU, JOSEP CUBERTA MASNOU, JOSEP: INFILTRACIÓ EN EL TERRENY",470237.0,4624180.0
"CEPAS MUÑOZ, DOMINGO DOMINGO CEPAS MUÑOZ (SORTIDA SANITÀRIES)",435778.06,4603558.65
PRODUCTOS GANADEROS SALUDABLES SL PRODUCTOS GANADEROS SALUDABLES SL,392457.81,4579866.94
"GENEROS DE PUNTO JUPER, S.L. EDAR D' IGUALADA (VILANOVA DEL CAMÍ)",387457.97,4602415.01
EDAR REUS EDAR REUS (SORTIDA EFLUENT),342030.54,4554483.28
"ROSET BENET, JOSEP ROSET BENET, JOSEP",440678.3,4634715.66
"CHEMETALL, SA CHEMETALL HISPANIA, SL (SORTIDA RESIDUALS)",440472.1,4608066.62
"ASTINGTON, S.A ASTINGTON, SA (fossa sèptica) - INFILTRACIO",320825.38,4538156.42
"VIDAL ROQUET, JAUME -CÀMPING MOLÍ DE BOJONS- MOLÍ DE BOJONS, SCP (sortida depuradora) - riera Major",445806.35,4640295.63
CENTRE EDUCATIU L'ALZINA CENTRE EDUCATIU L'ALZINA- SORTIDA DEPURADORA,432186.06,4604244.67
"MAS-BAGÀ BLANC, MANEL MANEL MAS-BAGÀ BLANC",412989.88,4585123.79
"AUTOPISTAS AUMAR, S.A.C.E. AUTOPISTAS AUMAR, S.A.C.E. (LAVABOS US EXCLUSIU TREBALLADORS) CAMBRILS",335410.49,4549025.32
"TRANSPORTES CALSINA CARRE, SL 021999005147-la Muga",494960.0,4684676.0
"ROQUET BAUCELLS, JORDI JORDI ROQUET BAUCELLS (sortida depuradora) - Rasa del Pla",436086.27,4630894.69
AJUNTAMENT DE MALLA  -EDAR SECTOR RIERA DE MUNTER- URBANITZACIÓ  LA RIERA  (AJUNTAMENT DE MALLA)  SORTIDA DEPURADORA,436492.31,4636482.69
"ELABORACIÓN DE LATÓN PARA GRIFERÍA Y VALVURERÍA, SA ELABORACIÓN DE LATÓN PARA GRIFERÍA Y VALVULERÍA, SA (BL20020594)",420041.86,4581083.73
"LABORATORIOS HIPRA, SA (GRANJA LLORET SALVATGE) LABORATORIOS HIPRA, GRANJA LLORET SALVATGE",465107.0,4648610.0
"INDUSTRIAL ELECTROLITICA CANO SLU INDUSTRIAL ELECTROLÍTICA CANO, SL INELCA SL (SORTIDA RESIDUALS DEPURADES)",407735.95,4594867.84
"RECUPERACIONES Y SERVICIOS VIGRELA, SL EDAR DEL VENDRELL",377276.7,4568171.03
"SERVEI COMARCAL POMPES FÚNEBRES, SA SERVEI COMARCAL DE POMPES FUNEBRES, SA. (EDAR PALAMÓS)",512559.46,4640758.12
"PEDRACAMP, SL PEDRACAMP, S.L. (SORTIDA DEPURACIÓ)",397482.55,4675605.05
"PINTURES CUIXART, SL. EDAR ABRERA",409840.0,4595603.0
"SAINT-GOBAIN WEBER CEMARKSA, SA EDAR ALCOVER",346986.66,4568625.26
"CATASÚS GUILERA, JOANA CATASÚS GUILERA, JOANA  -  MASIA CAL PAUET: INFILTRACIÓ EN EL TERRENY",394225.0,4583430.0
"STOCKMEIER QUIMICA, SL ABOCAMENT INDUSTRIAS KERN ESPAÑOLA, SA (INDUKERN)",428861.05,4604064.7
"ALVAC, SA ALVAC, SA (fossa sèptica)",487976.52,4654415.33
"SANS ROCA, XAVIER -CASA DE COLÒNIES CAN SANS- XAVIER SANS ROCA (sortida depuradora) - infiltració_x000D_",492731.58,4660310.3
EDAR GIRONA EDAR GIRONA  (SORTIDA AIGUA TRACTADA),486031.51,4652717.34
"VIUDA DE LAURO CLARIANA, SL VIUDA DE LAURO CLARIANA, S.L. (SORTIDA DESARENADOR, SEPARADOR HIDROCARBURS)",421510.83,4576320.71
RESIDENCIA DE DISMINUITS PSIQUICS JOAN XXIII - INST.CATALÀ D'ASSIST. I SERV. SOCIALS RESIDENCIA DE DISMINUITS PSIQUICS JOAN XXIII ( llera),429167.95,4590583.68
COMISSIO GESTORA URBANITZACIO PICARANY Abocament URBANITZACIÓ PICARANY (Barranc de Picarany),340585.6,4562526.3
AJUNTAMENT D'OLIVELLA AJUNTAMENT D'OLIVELLA (punt de mostreig),397947.76,4572581.88
"ENDESA GENERACIÓN, SA  -C.H. ORFES- ENDESA GENERACION,S.A  C.H. ORFES   (SORT. TRACTAMENT)",490065.64,4669446.34
"FIBRAN, SA CANAL RIU TER (FIBRAN, SA)",439029.61,4675178.73
"TIERRAS Y CAMPOS DE LÉRIDA, SL TIERRAS Y CAMPOS DE LLEIDA, SL:: INFILTRACIÓ _x000D_
TIERRAS Y CAMPOS DE LÉRIDA, SL: INFILTRACIÓ",351633.0,4570341.0
"FELIPE SERRA, CARLES CARLES FELIP SERRA (SORTIDA SANITÀRIES)",440201.15,4614230.63
LA FAGEDA FUNDACIÓ LA FAGEDA SCCL (EDAR pròpia + zona de llacunatge),460477.57,4665455.55
"CERAMICA AUSIT, SA CERAMICA AUSIT, S.A (sortida filtre biològic)",430905.98,4593795.67
CASA COLÒNIES LA CARRAL CASA DE COLÒNIES LA CARRAL (SORTIDA DEPURADORA),378931.25,4639960.13
"MAS SALVADOR, SA  -CASA DE COLÒNIES L' ALDRIC- Abocament MAS SALVADOR, SA - infiltració al terreny",496681.38,4634075.23
"EDISTRIBUCION REDES DIGITALES SL -SE BELLCAIRE- ENDESA DISTRIBUCIÓN, SL - BELLCAIRE D'EMPORDA (fossa sèptica)",508136.58,4657875.18
"SAVASUN, S.A SAVASUN,SA -Barranc dels Gorgs",329577.51,4552977.37
"SAVASUN, S.A SAVASUN, SA ( COMPLEX NÚM. 1)",329113.51,4553006.38
"LABORATORIOS DE INVESTIGACIÓN Y ASESORAMIENTO LINAS, SL EDAR MAÇANET DE LA SELVA",478051.3,4626315.36
"OCERANS CIVIT, VALENTI OCERANS CIVIT, VALENTI: TORRENT DELS SAUMELLS",455553.06,4599604.49
DERMOT WILLIAM BRETT MAS CARRERES (SORTIDA DEPURADORA),492483.43,4641308.27
"FABREGA-SOBRERROCA RECUPERACIONS INDUSTRIALS, SL EDAR OLOT  (SORTIDA AIGUA TRACTADA)",458048.61,4672205.58
"TREFINOS, SL EDAR PALAMOS",512131.42,4636236.12
"EMBUTIDOS MONELLS, SA - PLANTA 1-3 EMBUTIDOS MONELLS, SA  (SORTIDA DEPURADORA)",437384.28,4632034.68
"LA FARGA VELLA,S.L. (HOSTAL LES FONTS) LA FARGA VELLA, S.L.(HOSTAL LES FONTS) 021996000195",417988.62,4681211.9
"BUSQUETS VALDEVELL, MARIA TERESA MARIA TERESA BUSQUETS VALDEVELL (sortida sistema de tractament)",450225.22,4621653.56
AIGÜES TER LLOBREGAT (PLANTA SANT JUST DESVERN) AIGUES TER LLOBREGAT - BOCA SUD TUNEL FONTSANTA-TRINITAT,421998.87,4582059.72
"ENRIC JUNCÀ, SL ENRIC JUNCÀ SL (SORTIDA DEPURADORA)",453726.62,4674491.62
"SOLER PUIGDOLLERS, FRANCISCO FRANCISCO SOLER PUIGDOLLERS (SORTIDA TRACTAMENT)",439072.34,4639441.68
"MASIA VALLFORMOSA, SL MASIA VALLFORMOSA, SLU (SORTIDA DEPURADORA)",389385.82,4582290.96
EASTMAN CHEMICAL BARCELONA SL INDUSTRIAS DEL ACETATO DE CELULOSA,462053.0,4618700.0
"COOPECARN GIRONA, SLU  -CENTRE 1- COOPECARN GIRONA, SLU  (SORTIDA PRETRACTAMENT)",487243.43,4642142.31
"EUROPEA DEL HOGAR Y LA LIMPIEZA EUROLAR, SL EUROPEA DEL HOGAR Y LA LIMPIEZA EUROLAR, SL (SORTIDA DEPURADORA EMPRESA)",485051.69,4676643.38
BASTOS & TORVAL S.L. BASTOS & TORVAL  (SORTIDA TRACTAMENT),409106.17,4624215.88
"NOVA DÀRSENA ESPORTIVA BARÀ, SA NOVA DÀRSENA ESPORTIVA BARÀ, SA",372923.0,4558700.0
AJUNTAMENT DE VILANOVA I LA GELTRÚ (TORRENT DE DANT JOAN) AJUNTAMENT DE VILANOVA I LA GELTRÚ (TORRENT DE SANT JOAN / PLATJA RIBES ROGES): AIGÜES ABATIMENT,393265.0,4563515.0
"PAYMA COTAS, SA PAYMA COTAS, SAU (SORTIDA RESIDUALS)",429244.99,4596482.68
CONSORCI DE L'ESTANY CONSORCI DE L'ESTANY  - GRANJA DE CASA NOSTRA - (SORTIDA DIPÒSIT DE DECANTACIÓ),479100.0,4662544.0
"CURTITS AQUALATA, SA Abocament a IGUALADINA DE DEPURACIÓ I RECUPRACIÓ (EDAR PRIVADA)",385505.98,4603296.03
"PUIGVILA CODINACH, RAMON (AUTOMECANICA PUIGVILA) (2) Abocament RAMON PUIGVILA CODINACH - Infiltració",458000.3,4630366.52
"HALLER, ERIKA I SCHWAB, PETER (CAN PUIG CASA DE COLONIES) Abocament: Can Puig, casa de colonies",396112.08,4614951.96
"PROY.Y MANT.MEC.ELECTR.Y DE INSTRUM. SA Abocament FOSTER WHEELER ENERGIA, S.A. - fertirrigació",349755.59,4559196.23
"CURTIDOS FONT, SA Abocament a IGUALADINA DE DEPURACIÓ I RECUPRACIÓ (EDAR PRIVADA)",385505.98,4603296.03
ESTACIO SERVEI CEDIPSA (AREA SERV. MONTSERRAT) Abocament: Estacions de servei Montserrat: Riera Sanana (Torrent del Sellerès),407656.04,4607195.86
"CERAMIQUES ESTRUCTURALS DEL PENEDES, SA RIERA SANT MARÇAL AA2003000443 CERAMIQUES ESTRUCTURALS DEL PENEDES",394355.79,4577245.92
"ROIG CLOFENT, LAURA ROIG CLOFENT, LAURA",462774.0,4604969.0
"CURTIDOS MUNTADAS, SL Abocament a IGUALADINA DE DEPURACIÓ I RECUPRACIÓ (EDAR PRIVADA)",385505.98,4603296.03
FUNDACIÓ CATALONIA (CENTRE MONTSERRAT MONTERO) FUNDACIÓ CATALONIA (CENTRE MONTSERRAT MONTERO): TORRENT DE CAN COLL,426885.95,4591423.69
"SPAN DECK CATALANA, SA SPAN DECK CATALANA SA (sortida depuradora)- Torrent del mal",397995.0,4604178.93
"CÀMPING ROCA GROSSA, SL ABOC. CAMPING ROCA GROSA, SL (021993000013)",469799.13,4605877.39
"MULTIESTACIONES 2014, SL - E. S. ALCOVER ES SIMONIL (TAMOIL)  infiltració al terrreny",346623.66,4568762.27
EDAR TONA EDAR TONA  (SORTIDA AIGUA TRACTADA),436821.3,4634734.69
"CARNES OLESA, SL EDAR ABRERA",409840.0,4595603.0
"ALBET I NOYA, SL ALBET I NOYA SL (SORTIDA TRACTAMENT)",400050.84,4582215.88
PARC DEL MONTSENY - MASIA DE VALLFORNERS DIPUTACIÓ DE BARCELONA -PARC NATURAL DEL MONTSENY- MASIA DE VALLFORNERS,444324.0,4620993.0
AJUNTAMENT DE BLANES (BLANES) AJUNTAMENT DE BLANES - ZONA SUD DE BLANES - PASSEIG S'ABANELL: MAR TERRITORIAL_x000D_,481953.0,4612221.0
"ESTEVE NADAL, JOAN JOAN ESTEVE NADAL - Bassa i rasa d'infiltració",396950.82,4580752.9
"HENKEL IBÉRICA, SA HENKEL ADHESIVOS Y TECNOLOGIAS, SL - EDAR Abrera",400905.95,4596175.9
"COOPERATIVA AGRÍCOLA DE L'ARGILAGA, SCCL EDAR SECUITA,LA",355271.62,4562239.19
"DESGUACES TRECE, SL DESGUACES TRECE, SL (SORTIDA PRETRACTAMENT2)",424168.07,4607550.74
"DESGUACES TRECE, SL DESGUACES TRECE, SL (SORTIDA PRETRACTAMENT3)",442606.1,4607495.6
"DESGUACES TRECE, SL DESGUACES TRECE, SL (SORTIDA PRETRACTAMENT)",424167.07,4607545.74
"DESGUACES TRECE, SL DESGUACES TRECE, SL (SORTIDA PRETRACTAMENT4)",442517.1,4607426.6
"CARTOLOT, SA  -OLOT- CARTOLOT, SA  (SORTIDA AIGÜES SANITÀRIES)",457186.6,4671224.59
"PLANAS JUBANY, ALFONS ALFONS PLANAS JUBANY: INFILTRACIÓ EN EL TERRENY",447879.22,4623088.58
"INMOBILIARIA CATALANA TÉXTIL, SL ABOCAMENT PROCEDENT DEL TRACTAMENT DEL POLÍGON CATEX-MOLÍ",407428.98,4598800.85
"ESTEVA Y CIA, SL EDAR PALAMOS",512131.42,4636236.12
"RIUS, CB  -GRANJA MAS EL PLA I MAS CAN GORDI- RIUS CB (SORTIDA DEPURADORA)",465741.57,4664805.51
"UNECO, SA UNECO, SA  (SORTIDA RESIDUALS)",435805.93,4587345.62
"EDISTRIBUCION REDES DIGITALES SL - SE BUIXALLEU ENDESA DISTRIBUCIÓN, SL - SE BUIXALLEU (fossa sèptica)",464256.23,4620065.45
"EDISTRIBUCION REDES DIGITALES SL -SE CASTELL-PLATJA D'ARO- ENDESA DISTRIBUCIÓN, S.L (Abocament aigües sanitàries)",502845.35,4628353.17
"MARTÍNEZ SABIO, JUSTO MARTÍNEZ SABIO, JUSTO",464473.0,4610790.0
"RAVAGO PLÁSTICOS, SA RAVAGO PLASTICOS,SA (BASSA DE REG)",349822.63,4564156.24
"RAVAGO PLÁSTICOS, SA RAVAGO PLASTICOS, SA (PRETRACTAMENT)",349595.63,4564226.24
"LAMITOR, SA AA2003000347_x000D_",467971.23,4620055.43
"ALP PINTURAS, SA ALP REVENTON (RESIDUALS)",440406.11,4609795.62
"CRIVELLÉ MONSERRAT, SA EDAR DE REUS",342053.54,4554552.28
"TOMÀS FUENTES, DOLORS  -RESTAURANT LA CORBA- TOMAS FUENTES, DOLORS -RESTAURANT LA CORBA- (SORTIDA DEPURADORA)",430961.63,4679391.8
"PUNTA SOLERA, SL PUNTA SOLERA, SL (SORTIDA PRETRACTAMENT)",418504.95,4592796.76
"COMPAÑIA ESPAÑOLA DISTRIBUIDORA PETROLEOS, SA  (E.S.GASERANS I-II) E.S. GASERANS II (SORTIDA TRACTAMENT AIGUES POTENC. HIDROCARBURADES I SANITÀRIES)",466654.23,4619997.44
"COMPAÑIA ESPAÑOLA DISTRIBUIDORA PETROLEOS, SA  (E.S.GASERANS I-II) E.S. GASERANS I (SORTIDA TRACTAMENT AIGUES POTENC. HIDROCARBURADES I SANITÀRIES)",466716.23,4619918.44
"COMPAÑIA ESPAÑOLA DISTRIBUIDORA PETROLEOS, SA  (E.S.GASERANS I-II) E.S. GASERANS I (SORTIDA TRACTAMENT AIGUES RENTAT VEHICLES)",466713.23,4619919.44
"TECNICAS E INGENIERIA DE PROTECCION, SA TÉCNICAS E INGINIERIA DE PROTECCIÓN, SA (SORTIDA DEPURADORA)",390037.83,4582857.96
"SOREA, SDAD REG ABASTECIMIENTO AGUAS, SA (ALELLA) SOREA, SA - RIERA D'ALELLA  (SORTIDA REBUIG OSMOSI INVERSA)",441836.0,4592598.0
"NOGUÉS TEIXIDOR, MONTSERRAT NOGUÉS TEIXIDOR, MONTSERRAT",484583.0,4614691.0
EDAR MAÇANET DE LA SELVA EDAR MAÇANET DE LA SELVA (SORTIDA),478069.3,4626309.36
"ARTYMPRÈS SOLUCIONS GRAFIQUES, SA ARTYMPRÉ SOLUCIONS GRAFIQUES, SA (AIGÜES RESIDUALS)",419155.87,4582795.74
"COMERCIALIZACIÓN Y ELABORACIÓN DE AGUAS MINERALES, SL COMERCIALIZACIÓN Y ELABORACIÓN DE AGUAS MINERALES, SL  (SORTIDA PRETRACTAMENT)",463426.37,4639095.49
"ARIDS GARCIA PEDRERA GAR 1 SL ARIDS GARCIA CANTERES GRANITIQUES, SL (SORTIDA DEPURADORA)",448706.1,4606080.55
"TARRAGONA POWER, SL TARRAGONA POWER - MAR MEDITERRANI",349888.0,4551283.0
"SOCI GALPIER, SL SOCI GALPIER, SL (SORTIDA SANITÀRIES EDAR VACARISSES)",409538.03,4605440.85
"IBERQUITEX, SL IBERQUITEX, SL (SORTIDA SANITÀRIES I REFRIGERACIÓ)",417923.01,4600442.78
"EDISTRIBUCION REDES DIGITALES SL -SE LLANÇÀ- ENDESA DISTRIBUCIÓN, SL (fossa sèptica)",511756.83,4690075.2
"IMPRESS DISEÑO IBERIA, SA MASA - DECOR, SA_Abocament (Torrent del Joncar)",447981.16,4614309.57
FUNDACIÓ PRIVADA OMEGA EDAR SANT PERE DE RIBES_SITGES,397248.71,4566088.88
"RECKITT BENCKISER (GRANOLLERS), SL RECKITT BENCKISER (ESPAÑA), SL (SORTIDA RESIDUALS)",439906.09,4606795.62
"SUEZ IWS IBERICA S.L.U. ECOCAT, SA  (SORTIDA DEL TRACTAMENT)",409594.95,4594175.83
"ROSELL BIGORRA, MARIA TERESA (RESIDÈNCIA CASA PAGÈS MAS DE CARET) RESIDÈNCIA CASA DE PAGES MAS DE CARET: INFILTRACIÓ EL EL SÒL.",342555.7,4575522.31
"TOTAL CARE, SL TOTAL CARE, SL (RESIDUALS)",427109.99,4596534.7
"CENTRE DE GESTIÓ MEDIAMBIENTAL, SL CENTRE DE GESTIÓ MEDIAMBIENTAL (SORTIDA SANITÀRIES)",387281.95,4598876.01
CONSORCI DE LA COSTA BRAVA (EMISSARI SUBMARI SA TUNA) EMISSARI SUBMARÍ SA TUNA:  MAR TERRITORIAL,519640.0,4645979.0
"COMA COHI, ALFREDO MARIA ALFREDO COMA COHI (SORTIDA DEPURADORA) - riera de Rajadell",395884.12,4620115.97
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU (PK. 171,5, SORTIDA 25), SORTIDA DEPURADORA",409006.93,4592127.83
"AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU AUTOPISTAS CONCESIONARIA ESPAÑOLA, SAU  (PK 171,5): ABOCAMENT A LLERA",408996.93,4591997.83
"COMERCIAL GARROFA, SCCL COMERCIAL GARROFA SCCL(SORTIDA SANITÀRIES)",329120.49,4550796.37
"KRIS BIJOUX, SL KRIS BIJOUX SL(SORTIDA SANITÀRIES+PRETRACTAMENT PROCÉS)",379290.68,4565657.02
EDAR L'ESQUIROL EDAR SANTA MARIA DE CORCÓ  (SORTIDA AIGUA TRACTADA),447304.45,4653496.64
"INVERSIONS PASSEIG DE SANT JOAN, SL INVERSIONS PASSEIG DE SANT JOAN, SL (SORTIDA TRACTAMENT)",358352.79,4583764.2
"MULITERNO SOSA, JUDITH JUDITH MULITERNO SOSA_RESIDÈNCIA CANINA (SORTDIA FOSSA-FILTRE)",423188.23,4629001.78
FUNDACIO VEDRUNA CATALUNYA EDUCACIO -ESCOLA BEDRUNA GIRONA- ESCOLA VEDRUNA (SORTIDA DEPURADORA),484617.44,4643540.34
"ESPORC, SA ESPORC, SA (SORTIDA PRETRACTAMENT)",436227.3,4634829.69
AJUNTAMENT DE SAT FELIU DE BUIXALLEU - EDAR URB. CAN NOGUERA AJUNTAMENT DE SANT FELIU DE BUIXALLEU - URB. CAN NOGUERA (SORTIDA DEPURADORA),466463.0,4622039.0
"CAMPING LLUÇANES, S.A. CAMPING LLUÇANÉS (ABOC TORRENT DE BARTRONS)",425420.38,4647750.79
"HUURRE IBERICA, SA HUURRE IBERICA, SA  (SORTIDA AIGÜES SANITÀRIES)",490545.38,4634345.28
"FENCAMINS, SL FENCAMINS, SL",387658.0,4607139.0
CAPTACIÓ D'AIGUA DE MAR A LA CALA SANT FRANCESC CENTRE D'ESTUDIS AVANÇATS DE BLANES - Mar Mediterrània,483979.21,4614028.3
DIPUTACIÓ DE TARRAGONA - REFUGI DE LA MUSSARA Abocament REFUGI DE LA MUSSARA (DIPUTACIÓ DE TARRAGONA)  - infiltració al terreny,335055.64,4568776.36
