lat,lon,id
41.58624535,2.245839677,157
41.69248801,2.196624464,158
41.73076649,2.155126169,159
41.56570719,2.307018829,160
41.59858236,2.338023895,161
41.61636342,2.360494806,162
41.63219734,2.386482472,163
41.64675323,2.419467788,164
41.66044786,2.412369982,165
41.6031098,2.45296023,166
41.70799446,2.705096337,167
41.80486476,2.748343168,168
41.82585837,2.783224898,169
41.81007348,2.532473852,170
41.73060964,2.614221236,171
41.72730188,2.602895153,172
41.73565909,2.563564429,173
41.71596309,2.542755178,174
41.69753433,2.513225643,175
41.68437894,2.495009081,176
41.67968429,2.468882369,177
41.82605134,2.948429385,178
41.94430326,3.152375746,179
41.98489946,3.097267451,180
41.98101555,3.02278304,181
42.07320412,2.996491443,182
42.0849706,2.978937862,183
42.06731788,2.978066295,184
42.0967073,2.912220539,185
42.05423456,2.953508543,186
42.05879282,2.920168348,187
42.05354028,2.892981301,188
42.0554524,2.849116096,189
42.10504839,2.79017771,190
41.98606043,2.792321439,191
41.93968736,2.82049281,192
41.90829177,2.812703792,193
41.91752488,2.870449786,194
41.87367182,2.833798888,195
41.84493653,2.858355306,196
41.81686303,2.896872142,197
41.87625049,2.810173018,198
41.83510015,2.836521388,199
41.88593825,2.748025261,200
41.95011809,2.802071877,201
41.97226548,2.759074569,202
41.99184734,2.744102527,203
41.97402206,2.675836483,204
41.96682031,2.672368908,205
41.97518064,2.626766993,206
42.07025014,2.522672501,207
42.09824984,2.496127783,208
41.90145767,2.496802796,209
41.85112491,2.366906207,210
41.97110698,2.311402792,211
41.95583841,2.273904963,212
41.87784882,2.245045324,213
41.8634256,2.23909281,214
42.00862894,2.247883846,215
42.096762,2.228409487,216
42.11231406,2.208026527,217
42.22122476,2.16972692,218
42.23521215,2.116760658,219
42.299657,2.166936024,220
42.35393971,2.169744944,221
42.31929073,2.005475168,222
42.22173572,2.243600731,223
42.23902517,2.289142369,224
42.25368683,2.335616456,225
42.16601246,2.916518626,226
42.16795493,2.893667463,227
42.17507433,2.833012052,228
42.16027147,2.647648335,229
42.127685,2.682958353,230
42.15491003,2.607261997,231
42.20096688,2.704573488,232
42.26415294,2.46136413,233
42.1098039,2.449503067,234
42.21602572,2.381742943,235
42.24381755,2.923454889,236
42.43465863,2.860564926,237
41.47470883,2.189756593,238
41.52467143,2.136932259,239
41.74720203,2.263165384,240
41.8132869,2.715100982,241
41.66922323,2.468968362,242
41.93655497,3.028896471,243
41.9286004,2.208552057,244
42.31600596,2.167601258,245
42.36871161,2.978843332,246
42.15560075,2.456135283,247
42.21582036,2.471449021,248
41.69434025,2.736562047,249
41.7028177,2.726930724,250
41.72326283,2.570629958,251
41.70475932,2.52102323,252
41.85676452,3.080457182,253
41.87330496,2.357939982,254
41.92047963,2.265552155,255
42.13060637,2.206042153,256
42.21053947,2.624505185,257
42.21605501,2.52509388,258
42.23795225,2.960412036,259
42.2752223,2.977994349,260
41.78628081,2.240005715,261
42.02536816,3.15783012,262
42.20850654,3.086178135,263
41.98482716,2.580268469,264
41.98004639,2.527727772,265
42.02480089,3.071023689,266
41.98950961,3.04206542,267
42.31312052,3.072227758,268
42.20098478,2.711607399,269
42.02935896,3.096458317,270
42.12154378,2.322070285,271
42.06356088,2.249867877,272
41.99317957,2.285749972,273
41.77536392,2.518751459,274
41.82746485,2.47203326,275
42.31697867,2.587757739,276
42.29483601,3.019373587,277
41.93624216,2.276754085,278
41.48266386,2.11575345,279
41.51852776,2.103086292,280
41.50489289,2.205036041,281
41.58050632,2.085684558,282
41.63328608,2.063152062,283
41.66325884,2.050511344,284
41.5430489,2.146260866,285
41.58378718,2.173590517,286
41.56940937,2.271283632,287
41.66909033,2.21697064,288
41.71466738,2.189367673,289
41.66366565,2.287659709,290
41.79278956,2.235560627,291
41.79332993,2.23482562,292
41.59328104,2.325884806,293
41.60581913,2.345789968,294
41.63289275,2.394319208,295
41.669961,2.357348679,296
41.72021966,2.342012964,297
41.59967844,2.419889879,298
41.68652913,2.752293684,299
41.7393486,2.693604929,300
41.79860976,2.614687409,301
41.8523916,2.668581212,302
41.72858211,2.59503228,303
41.75260783,2.550353116,304
41.6922815,2.508031541,305
41.64781797,2.507498275,306
41.78860685,2.41382182,307
41.81884267,2.919593054,308
41.80709806,3.029712068,309
41.89722278,3.156639135,310
41.97708905,3.036800262,311
42.07900981,2.865734024,312
42.0410864,2.863182763,313
42.0881139,2.828851862,314
42.07163734,2.756066756,315
42.09724235,2.813026642,316
41.87106156,2.837304506,317
41.87683597,2.772555205,318
42.06210594,2.617485051,319
41.97089767,2.731921302,320
41.96221323,2.661881009,321
41.95021715,2.591880909,322
42.0533652,2.550869619,323
42.0255381,2.465136646,324
41.8975961,2.376073203,325
41.97762881,2.308704042,326
42.08709697,2.35754397,327
42.1950077,2.255348626,328
42.19784796,2.192012966,329
41.41102,2.27655,330
42.17844271,3.071195359,331
42.16471152,2.926186562,332
42.20317919,2.827662383,333
42.14045607,2.587147894,334
42.19635099,2.689648845,335
42.30743306,2.490059287,336
42.21878654,2.554096729,337
42.18853421,2.510355664,338
42.30789746,2.940111299,339
42.3895749,2.883593561,340
42.41120746,3.012351916,341
42.28563116,3.110935105,342
41.74251412,2.656925306,343
41.73325962,2.624679461,344
41.84468161,2.272540129,345
42.00519183,2.937766377,346
41.95054139,2.263455573,347
41.77466256,2.463843866,348
42.00374184,3.165976794,349
41.99754149,3.155818308,350
41.78594079,2.765888298,351
41.78598483,2.788600604,352
42.21348942,3.05256758,353
42.22292018,2.978892074,354
42.2104722,3.005333449,355
42.24580816,1.975835179,356
42.2677794,1.813529762,357
42.07286062,1.868937552,358
42.10566463,1.880645384,359
42.01231705,1.650854602,360
42.00755335,1.876231206,361
42.14050013,1.599825123,362
42.11432524,1.709276823,363
42.04232641,1.888774236,364
42.14338925,2.001205463,365
42.22516873,1.741324068,366
41.7875112,1.906289471,367
41.90624908,1.87976008,368
41.94024953,1.880040753,369
41.95270373,1.883325979,370
41.80306314,1.763600735,371
41.78761051,1.916770517,372
41.97127175,1.663110001,373
41.9710631,1.538714809,374
41.99761338,1.518826322,375
41.87433769,2.037771319,376
41.93259238,2.045651603,377
41.81084237,2.109506661,378
41.54658781,1.873806919,379
41.58629332,1.855700338,380
41.63924468,1.854764011,381
41.65367845,1.859738826,382
41.69432934,1.871233204,383
41.52500608,1.873311253,384
41.69603048,1.8450339,385
41.70451263,1.843139208,386
41.73361614,1.81206618,387
41.70313325,1.836182648,388
41.70168365,1.822250487,389
41.5413745,1.690278197,390
41.55113017,1.685729472,391
41.73136369,1.723955559,392
41.54170768,1.662424009,393
41.53568223,1.650366054,394
41.53343271,1.626049445,395
41.74339201,1.873866076,396
41.75960559,1.86048493,397
41.55624982,1.676051031,398
41.56340018,1.672422963,399
41.56640503,1.649726776,400
41.58026624,1.60590058,401
41.59907623,1.541041809,402
41.613312,1.529395544,403
41.53689987,1.955771757,404
41.58062137,1.635498557,405
41.68616561,1.776307868,406
41.55006143,1.965133883,407
41.68667926,1.763215299,408
41.56253739,1.971028503,409
41.60942405,1.638376262,410
41.6415226,1.886972253,411
41.55286585,1.784047864,412
41.67283871,1.753016296,413
41.65364327,1.731593099,414
41.57317991,1.919490309,415
41.57880996,1.764405093,416
41.53202043,1.791399227,417
41.31333018,2.118045753,418
41.44366132,1.985073932,419
41.46771152,1.969052344,420
41.49475508,1.923403637,421
41.46849057,1.911668623,422
41.46042119,1.8883364,423
41.45039449,1.865913103,424
41.43041688,1.829773322,425
41.43271852,1.799324646,426
41.4430322,1.78523184,427
41.45078478,1.776397,428
41.45982544,1.765797365,429
41.49466068,1.722525552,430
41.31018419,1.35499842,431
41.50225887,2.031993869,432
41.52167926,1.802901293,433
41.31932586,1.180452203,434
41.29828005,1.64573564,435
41.29181546,1.597322987,436
41.44190206,1.740938943,437
41.31352807,1.66363102,438
41.44381557,1.73655732,439
41.38804731,1.143810809,440
41.45828613,1.685867634,441
41.42368359,1.810783696,442
41.33064484,1.673690232,443
41.34053023,1.680430043,444
41.40397536,1.199801195,445
41.41808943,1.776142356,446
41.27051792,1.237270536,447
41.3401742,1.828787752,448
41.2894614,1.732605203,449
41.39904804,1.768684718,450
41.39988164,1.988360465,451
41.34623319,1.846031785,452
41.33659099,1.862684572,453
41.41334739,1.958621579,454
41.49638514,1.59030865,455
41.48239063,1.929694473,456
41.40676059,1.12851533,457
41.41142647,1.705050917,458
41.33754076,1.893031141,459
41.42765521,2.024415681,460
41.38262489,2.03463839,461
41.48600094,1.896594191,462
41.46970265,1.835151967,463
41.33246799,1.90959859,464
41.41386078,1.52695576,465
41.37960448,1.915756174,466
41.39522688,2.056159185,467
41.48585058,1.815733956,468
41.25921428,1.357144778,469
41.26171282,1.395207633,470
41.13773361,1.233912528,471
41.14888446,1.236208226,472
41.15800826,1.234233366,473
41.25457491,1.547002222,474
41.26452175,1.558046661,475
41.2824599,1.75007632,476
41.27374914,1.563910186,477
41.12387154,1.063082298,478
41.10314418,1.195942295,479
41.19870289,1.244393188,480
41.12306467,1.173780482,481
41.13413427,1.170879044,482
41.21390653,1.255242684,483
41.13242626,1.145848174,484
41.21812595,1.148624607,485
41.14588481,1.169687498,486
41.13890616,1.142206222,487
41.18563472,1.004142265,488
41.22646873,1.264434864,489
41.15154748,0.999121738,490
41.15694045,1.16591952,491
41.20306856,0.991492807,492
41.14260724,0.937121481,493
41.11245688,1.007225517,494
41.14871452,1.102140138,495
41.21928256,1.308786942,496
41.25758446,1.587874992,497
40.88950181,0.725305045,498
41.14851439,1.090036229,499
41.12933514,1.116534495,500
41.11832476,1.163536886,501
41.12907772,1.023152115,502
41.16043156,1.021344793,503
41.16289492,1.11917103,504
41.16978616,1.234782352,505
41.18153752,1.233601331,506
41.21562739,1.197183632,507
41.26082901,1.16128215,508
41.39276642,1.279118594,509
41.27848005,1.244856583,510
41.33986496,1.28311486,511
41.42016422,1.189799656,512
41.39789937,1.067123546,513
41.19124946,1.359710975,514
41.34293919,1.35937955,515
41.24176166,1.568075741,516
41.2706636,1.526713338,517
41.39210306,1.673309848,518
41.29680563,1.872912771,519
41.31618755,1.725149738,520
41.34025943,1.714269788,521
41.2984842,1.780982191,522
41.31293971,1.787650392,523
41.348722,2.046419123,524
41.38749451,2.070162026,525
41.4066306,2.012572099,526
41.4359,1.994751986,527
41.47290257,1.964623476,528
41.46147265,2.003048844,529
41.46879124,2.017714309,530
41.49176187,2.027802279,531
41.59306587,2.02279988,532
41.39265333,1.721920222,533
41.47441413,1.611648763,534
41.48301898,1.7340571,535
41.5120866,1.702176691,536
41.58770655,1.682375274,537
41.58705048,1.57266276,538
41.58937597,1.498587815,539
41.71722785,1.526155931,540
41.54059853,1.931345849,541
41.56869227,1.796810112,542
41.50872197,1.8144474,543
41.61299135,1.84477418,544
41.64647891,1.858994142,545
41.71485567,1.831608316,546
41.72705668,1.748477348,547
41.7686601,1.78696741,548
41.79659201,1.769840883,549
41.82324213,1.755346189,550
41.83226026,1.742933197,551
41.84439962,1.717340082,552
41.91806568,1.698359147,553
41.94345283,1.578750849,554
41.95351596,1.546998062,555
42.16660092,1.595734611,556
42.18123075,1.562889746,557
41.72046071,1.869030675,558
41.81350127,1.959156131,559
41.83711407,1.96751594,560
41.85022766,1.971677148,561
42.08268861,2.065630581,562
41.89326021,1.888737089,563
41.99458218,1.886976074,564
42.00242638,1.88683936,565
42.01943062,1.887419539,566
42.12133553,1.878613313,567
42.21473148,1.869047563,568
42.23178197,1.748229917,569
42.25700855,1.847172103,570
42.24449296,1.974976613,571
41.0194488,0.826797929,572
41.1680338,1.045342456,573
41.10197048,1.122502988,574
41.37094267,1.178146319,575
41.22103943,1.53215759,576
41.27427255,1.502365644,577
41.3803884,1.622331465,578
41.30092298,2.038445408,579
41.3919294,2.052733901,580
41.67128543,1.855068204,581
41.74808379,1.588307071,582
41.77086292,2.017485955,583
41.39894277,1.051461607,584
41.07181934,1.001541867,585
41.06284938,1.012179693,586
41.36087111,1.806721095,587
41.39953345,1.753045497,588
41.39555456,1.747911856,589
42.24242118,1.764735901,590
41.18975433,1.545218244,591
41.52002582,1.398410134,592
42.14600173,1.860608623,593
41.26699185,1.495599538,594
41.92748841,1.664900126,595
41.88278412,1.887168938,596
41.1070824,1.075677959,597
41.22972732,1.032246862,598
41.23023503,1.089391097,599
41.26306196,1.220141161,600
41.25641967,1.171802718,601
41.27778661,1.28560981,602
41.27695053,1.107095771,603
41.30579238,1.192967455,604
41.39064514,1.183673505,605
41.44256643,1.24304776,606
41.393506,1.11760878,607
41.28999624,1.360706924,608
41.3022259,1.393347566,609
41.29409964,1.57039928,610
41.28711601,1.641632356,611
41.2848243,1.613942058,612
41.38445539,1.63439943,613
41.35089974,1.672411466,614
41.43708103,1.606362969,615
41.39401154,1.613361245,616
41.41505657,1.518243414,617
41.31703451,1.804052098,618
41.33737993,2.099503405,619
41.38710614,2.023285749,620
41.35205634,1.977821013,621
41.38772397,1.945139599,622
41.43454613,2.06688437,623
41.41971359,2.013242554,624
41.51994718,2.036080082,625
41.46816847,1.947313614,626
41.47358977,1.831605062,627
41.43154631,1.812377724,628
41.44133366,1.74876997,629
41.44687258,1.717380749,630
41.52374469,1.692373807,631
41.56392265,1.661095363,632
41.57203042,1.627843647,633
41.59822259,1.525383289,634
41.52954127,1.937618415,635
41.50382582,1.914556036,636
41.50974231,1.917936461,637
41.53386514,1.910573391,638
41.57134395,1.864670614,639
41.59931564,1.850244216,640
41.62300538,1.865507434,641
41.64789092,1.804925832,642
41.66025016,1.863110232,643
41.68222345,1.837431677,644
41.69484806,1.793589286,645
41.71261639,1.804600089,646
41.757665,1.737404983,647
41.81351255,1.762525861,648
41.90935749,1.799185729,649
41.84677256,1.639474856,650
41.89931662,1.717116611,651
41.9465959,1.67763728,652
41.96274055,1.605476313,653
42.08185685,1.671321655,654
41.98464305,1.527013178,655
42.09976166,1.58316541,656
42.2255698,1.661275312,657
41.70163104,1.882446638,658
41.7948534,1.854618786,659
41.77245917,1.904798521,660
41.76032578,1.93556657,661
41.80229606,2.103508642,662
41.81276154,2.023837119,663
41.84049593,2.056638494,664
42.00012003,2.068307785,665
41.96583693,2.033767622,666
41.98270739,2.098353481,667
42.00784997,2.05416982,668
42.0414454,2.08524498,669
41.81557904,1.901442319,670
41.84807013,1.880775762,671
41.95172156,1.850062805,672
41.92589394,1.882918223,673
42.13002815,2.044449921,674
42.02098487,1.846185282,675
42.02894967,1.925835336,676
42.07885725,1.815300884,677
42.05590828,1.873624581,678
42.11238267,1.833114806,679
42.11411834,1.811132223,680
42.22920687,1.878465049,681
42.23742272,1.917028123,682
42.27808633,2.003482471,683
41.47543903,1.955889539,684
41.44177531,1.853898545,685
41.43440978,1.836652036,686
41.34305503,1.322071361,687
41.79455327,2.69889108,688
