lat,lon,id
42.24384026,2.974485877,1
42.3157291,2.918082731,2
42.26822136,2.159428511,3
42.34048065,2.833456276,4
42.26862575,2.595114444,5
42.2995834,2.358910779,6
42.31269234,2.364943343,7
42.31128777,2.148286389,8
42.318482,2.34814843,9
42.313615,2.110380325,10
42.28433857,3.094205081,11
42.36208477,3.144566226,12
42.30068913,3.086303725,13
42.40460401,2.876509078,14
42.34561903,2.409556207,15
42.25226007,2.862727306,16
42.06204974,2.904372314,17
42.02731461,2.831645593,18
42.01226398,2.822918828,19
42.24575744,3.103826248,20
42.16865363,3.031638272,21
42.1680021,2.978031548,22
42.17709404,2.879589448,23
42.16989084,2.869057277,24
42.0366939,2.240537214,25
42.17763445,2.79872719,26
42.18283586,2.782888726,27
42.190007,2.772315017,28
42.04850753,2.247413602,29
42.07588935,2.235682489,30
42.20219355,2.674672737,31
42.21110385,2.598120183,32
42.15019384,2.202283251,33
42.22204162,2.550555667,34
42.16653086,2.201199262,35
42.21599214,2.51014361,36
42.21694652,2.211997193,37
42.214472,2.462665928,38
42.20556103,2.173449282,39
42.03461442,3.059634219,40
42.22025923,2.442388048,41
42.21457964,2.662297052,42
42.22642645,2.261136653,43
42.22094384,2.607732566,44
42.2284996,2.278704976,45
42.23336839,2.608535335,46
42.2477361,2.604047029,47
42.24072523,2.660398069,48
42.17620647,2.73896609,49
42.23599121,2.961292998,50
42.17995505,2.491963791,51
42.22421587,2.94370874,52
42.17536311,2.488484978,53
42.07107878,2.301548792,54
42.21195785,2.484672209,55
42.20283274,2.490901277,56
42.14244523,2.439557605,57
42.010682,2.505585687,58
42.06926848,2.945600702,59
42.09599568,2.855164621,60
42.18135584,2.705543774,61
42.01784709,2.367008651,62
42.12483202,2.447616599,63
42.21107718,2.867213464,64
42.15561685,2.623072788,65
42.14683538,2.402622048,66
42.01180005,2.338139685,67
42.1447813,2.385072014,68
42.14295642,2.556386092,69
42.04284614,2.395703596,70
42.12069174,2.765538224,71
42.13590017,2.317525471,72
41.98407617,2.780060261,73
41.98535623,2.289342505,74
41.98403762,2.760782709,75
41.99081434,2.223555981,76
42.02148049,2.591425514,77
42.00569012,2.417092581,78
41.99003465,2.822980451,79
41.9665281,2.844069989,80
41.96452884,2.422723853,81
41.80608175,2.709889932,82
41.77037322,2.579922717,83
41.81166713,3.051561828,84
41.89849021,2.816232788,85
41.89784057,2.818859888,86
41.89195484,2.818001519,87
41.88866421,2.804886548,88
41.8146106,2.522827488,89
41.97497465,2.809004009,90
41.86588462,2.881049813,91
41.88646146,2.262442256,92
41.94756159,2.839737421,93
41.90224792,2.732208646,94
41.95451424,2.271292453,95
41.863256,3.131192579,96
41.7925554,2.806925576,97
41.96641884,2.293057057,98
41.78914756,2.73704786,99
41.96369429,3.093955579,100
41.92219956,2.713556268,101
41.9626245,3.14103184,102
41.79847186,2.827003521,103
41.77411908,2.393865767,104
41.87355932,2.405173552,105
41.84660289,2.512097299,106
41.96506126,2.399067207,107
41.96994153,2.230817981,108
41.78354112,2.927498889,109
41.94559965,2.309925895,110
41.76433329,2.751121399,111
41.80601397,2.899511029,112
41.93758462,2.791603168,113
41.77458983,2.66985544,114
41.61500665,2.244633487,115
41.63069769,2.244450333,116
41.68422036,2.460123319,117
41.71654253,2.524426202,118
41.71849694,2.176230063,119
41.71979873,2.272205036,120
41.72653844,2.572353647,121
41.72760247,2.511253211,122
41.72456536,2.420513318,123
41.74108827,2.619396201,124
41.73829741,2.569656921,125
41.74605147,2.402859942,126
41.73956534,2.559173358,127
41.55574519,2.281882436,128
41.58867362,2.320707431,129
41.60858369,2.080932475,130
41.60997605,2.178483358,131
41.63926395,2.159808689,132
41.60309214,2.608884134,133
41.5384686,2.061911202,134
41.5930646,2.405143025,135
41.68498869,2.355454792,136
41.73057886,2.924940053,137
41.67385177,2.480266775,138
41.58626942,2.155271042,139
41.5508618,2.058250562,140
41.57161619,2.209442417,141
41.60703488,2.134093162,142
41.59255156,2.039355292,143
41.48780319,2.192202051,144
41.50231748,2.120704448,145
41.48159907,2.147937376,146
41.47469026,2.099344152,147
41.46162053,2.18818118,148
41.47260038,2.086519643,149
41.52562371,2.090807836,150
41.60135735,2.076679779,151
41.67377634,2.057332975,152
41.52101708,2.173519676,153
41.4923859,2.193014708,154
41.53181179,2.221238805,155
41.54301405,2.234158449,156
