lat,long,pixel
41.45208333,1.772916669,117858425
41.45208333,1.777083336,117858426
41.45208333,1.864583337,117858447
41.45208333,1.868750004,117858448
41.45208333,1.87291667,117858449
41.45208333,1.977083338,117858474
41.45208333,1.997916671,117858479
41.45625,1.689583335,117843765
41.45625,1.693750002,117843766
41.45625,1.702083336,117843768
41.45625,1.706250002,117843769
41.45625,1.768750003,117843784
41.45625,1.86041667,117843806
41.45625,1.877083337,117843810
41.45625,1.881250004,117843811
41.45625,1.977083338,117843834
41.45625,2.002083338,117843840
41.46041667,1.660416669,117829118
41.46041667,1.664583335,117829119
41.46041667,1.668750002,117829120
41.46041667,1.672916669,117829121
41.46041667,1.677083335,117829122
41.46041667,1.681250002,117829123
41.46041667,1.685416669,117829124
41.46041667,1.756250003,117829141
41.46041667,1.760416669,117829142
41.46041667,1.764583336,117829143
41.46041667,1.852083337,117829164
41.46041667,1.856250003,117829165
41.46041667,1.88541667,117829172
41.46041667,1.889583337,117829173
41.46041667,1.893750004,117829174
41.46041667,1.977083338,117829194
41.46041667,2.002083338,117829200
41.46041667,2.006250005,117829201
41.46041667,2.010416671,117829202
41.46458333,1.656250002,117814477
41.46458333,1.752083336,117814500
41.46458333,1.84791667,117814523
41.46458333,1.89791667,117814535
41.46458333,1.902083337,117814536
41.46458333,1.906250004,117814537
41.46458333,1.972916671,117814553
41.46458333,2.014583338,117814563
41.46875,1.656250002,117799837
41.46875,1.747916669,117799859
41.46875,1.83541667,117799880
41.46875,1.839583337,117799881
41.46875,1.843750003,117799882
41.46875,1.910416671,117799898
41.46875,1.914583337,117799899
41.46875,1.918750004,117799900
41.46875,1.943750004,117799906
41.46875,1.947916671,117799907
41.46875,1.968750004,117799912
41.46875,2.018750005,117799924
41.46875,2.022916671,117799925
41.46875,2.027083338,117799926
41.47291667,1.485416667,117785156
41.47291667,1.614583335,117785187
41.47291667,1.647916668,117785195
41.47291667,1.652083335,117785196
41.47291667,1.743750003,117785218
41.47291667,1.831250003,117785239
41.47291667,1.922916671,117785261
41.47291667,1.939583337,117785265
41.47291667,1.952083338,117785268
41.47291667,1.956250004,117785269
41.47291667,1.960416671,117785270
41.47291667,1.964583338,117785271
41.47291667,2.031250005,117785287
41.47708333,1.489583334,117770517
41.47708333,1.493750001,117770518
41.47708333,1.610416668,117770546
41.47708333,1.618750002,117770548
41.47708333,1.622916668,117770549
41.47708333,1.627083335,117770550
41.47708333,1.631250002,117770551
41.47708333,1.635416668,117770552
41.47708333,1.639583335,117770553
41.47708333,1.643750002,117770554
41.47708333,1.739583336,117770577
41.47708333,1.927083337,117770622
41.47708333,1.931250004,117770623
41.47708333,1.935416671,117770624
41.47708333,2.031250005,117770647
41.48125,1.497916667,117755879
41.48125,1.502083334,117755880
41.48125,1.547916668,117755891
41.48125,1.552083334,117755892
41.48125,1.606250001,117755905
41.48125,1.735416669,117755936
41.48125,1.739583336,117755937
41.48125,1.935416671,117755984
41.48125,2.031250005,117756007
41.48541667,1.506250001,117741241
41.48541667,1.510416667,117741242
41.48541667,1.556250001,117741253
41.48541667,1.560416668,117741254
41.48541667,1.602083335,117741264
41.48541667,1.731250002,117741295
41.48541667,1.931250004,117741343
41.48541667,2.027083338,117741366
41.48958333,1.514583334,117726603
41.48958333,1.518750001,117726604
41.48958333,1.564583335,117726615
41.48958333,1.568750001,117726616
41.48958333,1.597916668,117726623
41.48958333,1.727083336,117726654
41.48958333,1.927083337,117726702
41.48958333,2.027083338,117726726
41.49375,1.522916667,117711965
41.49375,1.572916668,117711977
41.49375,1.577083335,117711978
41.49375,1.581250001,117711979
41.49375,1.593750001,117711982
41.49375,1.722916669,117712013
41.49375,1.922916671,117712061
41.49375,2.027083338,117712086
41.49791667,1.527083334,117697326
41.49791667,1.585416668,117697340
41.49791667,1.589583335,117697341
41.49791667,1.718750002,117697372
41.49791667,1.927083337,117697422
41.49791667,1.931250004,117697423
41.49791667,2.031250005,117697447
41.50208334,1.531250001,117682687
41.50208334,1.535416668,117682688
41.50208334,1.710416669,117682730
41.50208334,1.714583336,117682731
41.50208334,1.918750004,117682780
41.50208334,1.922916671,117682781
41.50208334,1.935416671,117682784
41.50208334,2.031250005,117682807
41.50625,1.535416668,117668048
41.50625,1.706250002,117668089
41.50625,1.914583337,117668139
41.50625,1.935416671,117668144
41.50625,2.035416672,117668168
41.51041667,1.539583334,117653409
41.51041667,1.543750001,117653410
41.51041667,1.702083336,117653448
41.51041667,1.706250002,117653449
41.51041667,1.814583336,117653475
41.51041667,1.818750003,117653476
41.51041667,1.82291667,117653477
41.51041667,1.827083337,117653478
41.51041667,1.831250003,117653479
41.51041667,1.918750004,117653500
41.51041667,1.939583337,117653505
41.51041667,2.035416672,117653528
41.51458334,1.547916668,117638771
41.51458334,1.697916669,117638807
41.51458334,1.83541667,117638840
41.51458334,1.839583337,117638841
41.51458334,1.843750003,117638842
41.51458334,1.84791667,117638843
41.51458334,1.918750004,117638860
41.51458334,1.939583337,117638865
41.51458334,2.035416672,117638888
41.51875,1.552083334,117624132
41.51875,1.556250001,117624133
41.51875,1.560416668,117624134
41.51875,1.564583335,117624135
41.51875,1.702083336,117624168
41.51875,1.852083337,117624204
41.51875,1.856250003,117624205
41.51875,1.914583337,117624219
41.51875,1.939583337,117624225
41.51875,2.035416672,117624248
41.52291667,1.568750001,117609496
41.52291667,1.572916668,117609497
41.52291667,1.577083335,117609498
41.52291667,1.581250001,117609499
41.52291667,1.693750002,117609526
41.52291667,1.697916669,117609527
41.52291667,1.843750003,117609562
41.52291667,1.84791667,117609563
41.52291667,1.852083337,117609564
41.52291667,1.86041667,117609566
41.52291667,1.864583337,117609567
41.52291667,1.868750004,117609568
41.52291667,1.87291667,117609569
41.52291667,1.877083337,117609570
41.52291667,1.881250004,117609571
41.52291667,1.889583337,117609573
41.52291667,1.914583337,117609579
41.52291667,1.935416671,117609584
41.52291667,2.035416672,117609608
41.52708334,1.585416668,117594860
41.52708334,1.589583335,117594861
41.52708334,1.593750001,117594862
41.52708334,1.597916668,117594863
41.52708334,1.602083335,117594864
41.52708334,1.606250001,117594865
41.52708334,1.693750002,117594886
41.52708334,1.83541667,117594920
41.52708334,1.839583337,117594921
41.52708334,1.868750004,117594928
41.52708334,1.88541667,117594932
41.52708334,1.893750004,117594934
41.52708334,1.89791667,117594935
41.52708334,1.902083337,117594936
41.52708334,1.910416671,117594938
41.52708334,1.939583337,117594945
41.52708334,2.035416672,117594968
41.53125,1.610416668,117580226
41.53125,1.614583335,117580227
41.53125,1.622916668,117580229
41.53125,1.627083335,117580230
41.53125,1.631250002,117580231
41.53125,1.635416668,117580232
41.53125,1.643750002,117580234
41.53125,1.647916668,117580235
41.53125,1.693750002,117580246
41.53125,1.818750003,117580276
41.53125,1.82291667,117580277
41.53125,1.827083337,117580278
41.53125,1.831250003,117580279
41.53125,1.864583337,117580287
41.53125,1.906250004,117580297
41.53125,1.910416671,117580298
41.53125,1.935416671,117580304
41.53125,1.943750004,117580306
41.53125,2.035416672,117580328
41.53541667,1.618750002,117565588
41.53541667,1.639583335,117565593
41.53541667,1.652083335,117565596
41.53541667,1.689583335,117565605
41.53541667,1.81041667,117565634
41.53541667,1.814583336,117565635
41.53541667,1.868750004,117565648
41.53541667,1.889583337,117565653
41.53541667,1.893750004,117565654
41.53541667,1.89791667,117565655
41.53541667,1.902083337,117565656
41.53541667,1.906250004,117565657
41.53541667,1.935416671,117565664
41.53541667,1.947916671,117565667
41.53541667,1.952083338,117565668
41.53541667,1.956250004,117565669
41.53541667,2.035416672,117565688
41.53958334,1.656250002,117550957
41.53958334,1.660416669,117550958
41.53958334,1.689583335,117550965
41.53958334,1.802083336,117550992
41.53958334,1.806250003,117550993
41.53958334,1.864583337,117551007
41.53958334,1.88541667,117551012
41.53958334,1.931250004,117551023
41.53958334,1.960416671,117551030
41.53958334,2.039583338,117551049
41.54375,1.664583335,117536319
41.54375,1.689583335,117536325
41.54375,1.793750003,117536350
41.54375,1.79791667,117536351
41.54375,1.86041667,117536366
41.54375,1.877083337,117536370
41.54375,1.881250004,117536371
41.54375,1.931250004,117536383
41.54375,1.960416671,117536390
41.54375,2.039583338,117536409
41.54791667,1.668750002,117521680
41.54791667,1.672916669,117521681
41.54791667,1.689583335,117521685
41.54791667,1.789583336,117521709
41.54791667,1.852083337,117521724
41.54791667,1.856250003,117521725
41.54791667,1.877083337,117521730
41.54791667,1.931250004,117521743
41.54791667,1.964583338,117521751
41.54791667,2.039583338,117521769
41.55208334,1.677083335,117507042
41.55208334,1.681250002,117507043
41.55208334,1.685416669,117507044
41.55208334,1.78541667,117507068
41.55208334,1.843750003,117507082
41.55208334,1.84791667,117507083
41.55208334,1.877083337,117507090
41.55208334,1.927083337,117507102
41.55208334,1.968750004,117507112
41.55208334,2.039583338,117507129
41.55625,1.677083335,117492402
41.55625,1.78541667,117492428
41.55625,1.827083337,117492438
41.55625,1.831250003,117492439
41.55625,1.83541667,117492440
41.55625,1.839583337,117492441
41.55625,1.877083337,117492450
41.55625,1.922916671,117492461
41.55625,1.968750004,117492472
41.55625,2.035416672,117492488
41.56041667,1.668750002,117477760
41.56041667,1.672916669,117477761
41.56041667,1.777083336,117477786
41.56041667,1.781250003,117477787
41.56041667,1.81041667,117477794
41.56041667,1.814583336,117477795
41.56041667,1.818750003,117477796
41.56041667,1.82291667,117477797
41.56041667,1.881250004,117477811
41.56041667,1.922916671,117477821
41.56041667,1.972916671,117477833
41.56041667,2.035416672,117477848
41.56458334,1.652083335,117463116
41.56458334,1.656250002,117463117
41.56458334,1.660416669,117463118
41.56458334,1.664583335,117463119
41.56458334,1.772916669,117463145
41.56458334,1.881250004,117463171
41.56458334,1.922916671,117463181
41.56458334,1.972916671,117463193
41.56458334,2.035416672,117463208
41.56875,1.660416669,117448478
41.56875,1.768750003,117448504
41.56875,1.868750004,117448528
41.56875,1.877083337,117448530
41.56875,1.881250004,117448531
41.56875,1.922916671,117448541
41.56875,1.972916671,117448553
41.56875,2.035416672,117448568
41.57291667,1.660416669,117433838
41.57291667,1.768750003,117433864
41.57291667,1.864583337,117433887
41.57291667,1.87291667,117433889
41.57291667,1.918750004,117433900
41.57291667,1.972916671,117433913
41.57291667,2.031250005,117433927
41.57708334,1.664583335,117419199
41.57708334,1.668750002,117419200
41.57708334,1.768750003,117419224
41.57708334,1.86041667,117419246
41.57708334,1.977083338,117419274
41.57708334,1.981250004,117419275
41.57708334,2.031250005,117419287
41.58125,1.672916669,117404561
41.58125,1.86041667,117404606
41.58125,1.985416671,117404636
41.58125,2.027083338,117404646
41.58541667,1.672916669,117389921
41.58541667,1.677083335,117389922
41.58541667,1.681250002,117389923
41.58541667,1.856250003,117389965
41.58541667,2.027083338,117390006
41.58958334,1.685416669,117375284
41.58958334,1.689583335,117375285
41.58958334,1.852083337,117375324
41.58958334,2.022916671,117375365
41.59375,1.693750002,117360646
41.59375,1.697916669,117360647
41.59375,1.852083337,117360684
41.59375,2.022916671,117360725
41.59791667,1.852083337,117346044
41.59791667,2.022916671,117346085
41.60208334,1.852083337,117331404
41.60208334,2.022916671,117331445
41.60625,1.852083337,117316764
41.60625,2.014583338,117316803
41.60625,2.018750005,117316804
41.61041667,1.84791667,117302123
41.61041667,2.010416671,117302162
41.61458334,1.84791667,117287483
41.61458334,2.010416671,117287522
41.61875,1.852083337,117272844
41.61875,2.006250005,117272881
41.62291667,1.856250003,117258205
41.62291667,1.86041667,117258206
41.62291667,1.864583337,117258207
41.62291667,2.002083338,117258240
41.62708334,1.86041667,117243566
41.62708334,2.002083338,117243600
41.63125,1.856250003,117228925
41.63125,1.997916671,117228959
41.63541667,1.852083337,117214284
41.63541667,1.918750004,117214300
41.63541667,1.922916671,117214301
41.63958334,1.78541667,117199628
41.63958334,1.789583336,117199629
41.63958334,1.793750003,117199630
41.63958334,1.856250003,117199645
41.63958334,1.86041667,117199646
41.63958334,1.864583337,117199647
41.63958334,1.868750004,117199648
41.63958334,1.87291667,117199649
41.63958334,1.88541667,117199652
41.63958334,1.89791667,117199655
41.63958334,1.902083337,117199656
41.63958334,1.906250004,117199657
41.63958334,1.910416671,117199658
41.63958334,1.914583337,117199659
41.64375,1.79791667,117184991
41.64375,1.802083336,117184992
41.64375,1.856250003,117185005
41.64375,1.86041667,117185006
41.64375,1.877083337,117185010
41.64375,1.881250004,117185011
41.64375,1.889583337,117185013
41.64375,1.893750004,117185014
41.64791667,1.806250003,117170353
41.64791667,1.827083337,117170358
41.64791667,1.831250003,117170359
41.64791667,1.83541667,117170360
41.64791667,1.839583337,117170361
41.64791667,1.843750003,117170362
41.64791667,1.84791667,117170363
41.64791667,1.852083337,117170364
41.64791667,1.86041667,117170366
41.65208334,1.731250002,117155695
41.65208334,1.81041667,117155714
41.65208334,1.814583336,117155715
41.65208334,1.818750003,117155716
41.65208334,1.82291667,117155717
41.65208334,1.86041667,117155726
41.65625,1.731250002,117141055
41.65625,1.86041667,117141086
41.66041667,1.735416669,117126416
41.66041667,1.739583336,117126417
41.66041667,1.864583337,117126447
41.66458334,1.743750003,117111778
41.66458334,1.86041667,117111806
41.66875,1.747916669,117097139
41.66875,1.856250003,117097165
41.67291667,1.747916669,117082499
41.67291667,1.752083336,117082500
41.67291667,1.856250003,117082525
41.67708334,1.756250003,117067861
41.67708334,1.760416669,117067862
41.67708334,1.852083337,117067884
41.68125,1.760416669,117053222
41.68125,1.839583337,117053241
41.68125,1.843750003,117053242
41.68125,1.84791667,117053243
41.68125,1.852083337,117053244
41.68541667,1.760416669,117038582
41.68541667,1.764583336,117038583
41.68541667,1.768750003,117038584
41.68541667,1.772916669,117038585
41.68541667,1.777083336,117038586
41.68541667,1.831250003,117038599
41.68541667,1.83541667,117038600
41.68541667,1.839583337,117038601
41.68958334,1.781250003,117023947
41.68958334,1.82291667,117023957
41.68958334,1.827083337,117023958
41.68958334,1.839583337,117023961
41.69375,1.78541667,117009308
41.69375,1.793750003,117009310
41.69375,1.79791667,117009311
41.69375,1.802083336,117009312
41.69375,1.806250003,117009313
41.69375,1.81041667,117009314
41.69375,1.814583336,117009315
41.69375,1.818750003,117009316
41.69375,1.843750003,117009322
41.69791667,1.789583336,116994669
41.69791667,1.843750003,116994682
41.70208334,1.843750003,116980042
