ID,NAME,LAT,LONG,ELEVATION
160,wSeros,41.46043353,0.407130303,97
161,wSetcases,42.42193946,2.252532623,2356
162,wSolsona,41.98765573,1.511648903,691
163,wTagamanent,41.74765415,2.302826152,1030
164,wTarragona,41.1038862,1.200967403,6
165,wTarrega,41.66727997,1.162939982,435
166,wTivissa,41.04342878,0.740315579,317
167,wTornabous,41.68835036,1.044756801,291
168,wTorredembarra,41.14662156,1.418496224,2
169,wTorresSegre,41.51918531,0.548047791,214
170,wTorresSegre2,41.52603202,0.527115324,142
171,wTorroja,41.21373013,0.809977123,330
172,wTremp,42.16252407,0.888133292,474
173,wUlldecona,40.62717597,0.369949079,211
174,wUlldemolins2,41.3200401,0.88561879,686
175,wUlldemolins,41.3190487,0.878733458,631
176,wVacarisses,41.59239847,1.914735119,345
177,wVallfogona,41.78438129,0.827961122,238
178,wVallirana,41.38076264,1.932935318,217
179,wVic,41.93582219,2.238562126,496
180,wVielha2,42.63850113,0.778762509,2239
181,wVielha,42.69888849,0.794105045,998
182,wVilarodona2,41.30891452,1.364801945,294
183,wVilarodona,41.30725303,1.362609678,285
184,wViladecans,41.29846393,2.038550692,2
185,wViladrau,41.84502747,2.388099793,776
186,wVilafranca,41.36615109,1.728885633,239
187,wVilanovaMeia,41.99544363,1.025554425,592
188,wVilanovaSau,41.97554454,2.398366828,425
189,wVilanovaSegria,41.71455288,0.628401915,222
190,wVilanovaValles,41.55050498,2.286530991,98
191,wVilassar,41.51171214,2.386767277,44
192,wVinebre,41.18431377,0.594328349,49
193,wVinyols,41.08086743,1.066150831,31
