ID,NAME,LAT,LONG,ELEVATION
1,hCardona,41.92066622,1.696075185,395
2,hCastellarHug,42.2597793,1.977477661,933
3,hColomers,42.07686002,2.991162733,18
4,hFogarsSelva,41.73895835,2.693885954,36
5,hGuixers,42.13594346,1.673105973,841
6,hDarniusBoadella,42.34058878,2.833225165,156
7,hFoix,41.25561732,1.651034658,101
8,hBaells,42.12201452,1.878559556,629
9,hSau,41.96862496,2.413554059,425
10,hSiurana,41.24964238,0.913800784,462
11,hAger,42.05176672,0.73911934,1481
12,hAitona,41.48697148,0.460210126,97
13,hAlbesa,41.76006848,0.671002705,261
14,hAlcanar,40.5571563,0.523268672,22
15,hAlcarras2,41.56509318,0.550269324,124
16,hAlcarras,41.57167006,0.551220041,132
17,hAlgerri2,41.81972281,0.588440568,302
18,hAlgerri,41.80012155,0.648597542,299
19,hAlguaire,41.74279068,0.535742689,371
20,hAlinya,42.17426207,1.427747271,1161
21,hAltAneu,42.64664121,0.983623976,2240
22,hAmposta,40.70575044,0.629030058,2
23,hAngles,41.96012025,2.63176987,150
24,hAnglesola,41.69007955,1.043695096,291
25,hArbucies1,41.842461,2.42659594,859
26,hArbucies2,41.8400619,2.418776362,18
27,hArres,42.77026914,0.732721176,2243
28,hArtes,41.79243991,1.935570375,281
29,hArtesa,41.91598819,1.045369955,361
30,hAsco,41.19638454,0.512204068,249
31,hBadalona2,41.46681186,2.244709968,78
32,hBadalona,41.47586554,2.251790958,120
33,hBanyoles,42.11366986,2.791581201,162
34,hBarcelona1,41.38381697,2.167668758,13
35,hBarcelona2,41.39395049,2.204608937,4
36,hBarcelona3,41.41858513,2.123895211,409
37,hBarcelona4,41.37920641,2.105421052,82
38,hBatea,41.08672929,0.318925381,382
39,hBegues,41.28853959,1.908476795,572
40,hBellvis,41.67342552,0.812897593,197
41,hBenissanet,41.06278121,0.634691922,32
42,hBerga,42.10721975,1.827465851,1139
43,hBlancafort,41.43651336,1.16048732,428
44,hBotarell2,41.13742466,1.024231866,148
45,hBotarell,41.15403566,0.997729671,229
46,hCabanes,42.3063787,2.954828468,31
47,hCabrils,41.51751699,2.377472408,79
48,hCaldes,41.61261678,2.168274635,176
49,hCaldes2,41.61280376,2.169220398,175
50,hCamarasa,41.91780346,0.8816943,669
51,hCanyelles,41.28800681,1.721948664,148
52,hCassa,41.87477182,2.927162998,181
53,hCastell,41.80901302,3.031746298,14
54,hCastellbisbal,41.47887927,1.975463497,145
55,hCastelldans,41.52913852,0.752983885,228
56,hCastellnouBages,41.83087346,1.847094854,506
57,hCastellnouSeana,41.65677414,0.951749892,263
58,hCastelloEmpuries,42.23817973,3.095372489,4
59,hCerdanyola,41.48405069,2.12742192,84
60,hCervera,41.6757222,1.295806637,557
61,hClariana,41.953766,1.585108748,692
62,hConstanti,41.17047513,1.169917801,108
63,hCruilles,41.92055578,2.917197854,344
64,hCunit,41.20185982,1.633426797,17
65,hDas,42.3878125,1.867668594,1097
66,hDeltebre,40.78771811,0.741662843,0
67,hDosrius,41.61991606,2.445148514,459
68,hMasroig,41.1222639,0.721353503,139
69,hMontmell,41.34235448,1.486292839,549
70,hPerello,40.87311862,0.715634565,173
71,hPoal,41.67299547,0.877358769,223
72,hPontSuert,42.39771913,0.743757573,823
73,hPontVilomara,41.67532853,1.875608327,283
74,hPratLlobregat,41.34045551,2.080219118,8
75,hVendrell,41.21541451,1.52033382,61
76,hAlamus,41.59522791,0.735070829,230
77,hHostaletsPierola,41.53139597,1.807717573,312
78,hPlansSio,41.68823407,1.203677258,428
79,hEspolla,42.38456053,3.007033775,84
80,hEspot,42.53523366,1.050531936,2552
81,hFalset2,41.15075835,0.823574307,349
82,hFalset,41.15348076,0.81988532,356
83,hFogarsMontclus2,41.77362214,2.437737571,1667
84,hFogarsMontclus,41.75503015,2.465722105,1216
85,hFontrubi,41.43266407,1.624227982,411
86,hFornells,41.91477887,2.819735293,96
87,hGandesa,41.06580941,0.430057842,349
88,hGimenells,41.65711122,0.391986377,260
89,hGirona2,41.96746381,2.811283666,81
90,hGirona,41.98222744,2.806858174,72
91,hGisclareny,42.26476292,1.762143999,1390
92,hGolmes,41.63635404,0.924519614,261
93,hGuardiolaBergueda2,42.22902649,1.876727733,717
94,hGuardiolaBergueda,42.23412339,1.874831612,787
95,hGurb,41.95226574,2.232755939,509
96,hHorta,40.95433376,0.309085875,503
97,hIsona,42.13932006,1.038997965,690
98,hAldea,40.76952965,0.616218846,64
99,hAmetllaMar,40.90912966,0.764308144,96
100,hEspluga,41.39315529,1.099095071,439
101,hBisbalEmporda,41.97742178,3.035354374,30
102,hBisbalPenedes,41.27319906,1.468812853,180
103,hComa,42.18524458,1.525707241,2294
104,hGranadella,41.36000487,0.667601735,505
105,hLlacuna,41.47945684,1.535278491,589
106,hPoblaSegur,42.23929637,0.964217276,514
107,hQuar,42.08077637,1.96202869,859
108,hSeuUrgell,42.3707942,1.432727825,848
109,hTallada,42.0541921,3.062020138,15
110,hVallBas,42.14573351,2.454570845,461
111,hVallBoi,42.46495692,0.871486227,2311
112,hLlosses,42.15085459,2.199147919,698
113,hVallsValira,42.51753185,1.365020712,2394
114,hLladorre,42.70042669,1.272091678,2400
115,hLladurs,42.0884068,1.4284066,775
116,hLleida1,41.59822741,0.648553652,165
117,hLleida2,41.59989495,0.645541422,161
118,hLleida3,41.68345424,0.460723172,290
119,hLloret,41.72346015,2.842813797,75
