x,y,longitude,latitude,flow_2022
8064,6420,41.39583333,1.75,3.215519983
8064,6468,41.39583333,1.95,196.8533234
8064,6469,41.39583333,1.954166667,196.8533234
8064,6470,41.39583333,1.958333333,196.8533234
8064,6471,41.39583333,1.9625,196.8533234
8064,6472,41.39583333,1.966666667,196.8533234
8064,6486,41.39583333,2.025,22366.53828
8063,6408,41.4,1.7,1.371312024
8063,6409,41.4,1.704166667,1.371312024
8063,6416,41.4,1.733333333,1.805760001
8063,6417,41.4,1.7375,4.067999929
8063,6418,41.4,1.741666667,4.067999929
8063,6419,41.4,1.745833333,4.067999929
8063,6420,41.4,1.75,17.83151942
8063,6421,41.4,1.754166667,17.83151942
8063,6422,41.4,1.758333333,17.83151942
8063,6423,41.4,1.7625,17.83151942
8063,6473,41.4,1.970833333,196.8533234
8063,6474,41.4,1.975,196.8533234
8063,6475,41.4,1.979166667,196.8533234
8063,6476,41.4,1.983333333,226.6004107
8063,6484,41.4,2.016666667,22366.53828
8063,6485,41.4,2.020833333,22366.53828
8063,6486,41.4,2.025,22366.53828
8062,6406,41.40416667,1.691666667,1.371312024
8062,6407,41.40416667,1.695833333,1.371312024
8062,6413,41.40416667,1.720833333,1.805760001
8062,6414,41.40416667,1.725,1.805760001
8062,6415,41.40416667,1.729166667,1.805760001
8062,6424,41.40416667,1.766666667,37.0465188
8062,6476,41.40416667,1.983333333,96.08400522
8062,6477,41.40416667,1.9875,374.3152408
8062,6478,41.40416667,1.991666667,374.3152408
8062,6479,41.40416667,1.995833333,374.3152408
8062,6480,41.40416667,2,374.3152408
8062,6483,41.40416667,2.0125,22366.53828
8061,6425,41.40833333,1.770833333,37.0465188
8061,6474,41.40833333,1.975,96.08400522
8061,6475,41.40833333,1.979166667,96.08400522
8061,6481,41.40833333,2.004166667,374.3152408
8061,6482,41.40833333,2.008333333,22366.53828
8060,6426,41.4125,1.775,37.0465188
8060,6461,41.4125,1.920833333,64.81325152
8060,6462,41.4125,1.925,64.81325152
8060,6472,41.4125,1.966666667,96.08400522
8060,6473,41.4125,1.970833333,96.08400522
8060,6482,41.4125,2.008333333,21866.56839
8059,6426,41.41666667,1.775,37.0465188
8059,6463,41.41666667,1.929166667,64.81325152
8059,6464,41.41666667,1.933333333,64.81325152
8059,6466,41.41666667,1.941666667,64.81325152
8059,6467,41.41666667,1.945833333,64.81325152
8059,6468,41.41666667,1.95,64.81325152
8059,6469,41.41666667,1.954166667,64.81325152
8059,6470,41.41666667,1.958333333,96.08400522
8059,6471,41.41666667,1.9625,96.08400522
8059,6481,41.41666667,2.004166667,21866.56839
8059,6482,41.41666667,2.008333333,201.7877107
8058,6427,41.42083333,1.779166667,114.7519763
8058,6428,41.42083333,1.783333333,114.7519763
8058,6465,41.42083333,1.9375,64.81325152
8058,6481,41.42083333,2.004166667,21867.02551
8058,6483,41.42083333,2.0125,193.9201265
8057,6429,41.425,1.7875,114.7519763
8057,6430,41.425,1.791666667,114.7519763
8057,6431,41.425,1.795833333,114.7519763
8057,6432,41.425,1.8,114.7519763
8057,6433,41.425,1.804166667,114.7519763
8057,6434,41.425,1.808333333,233.7312524
8057,6480,41.425,2,21867.02551
8057,6484,41.425,2.016666667,193.9201265
8056,6435,41.42916667,1.8125,2411.313112
8056,6436,41.42916667,1.816666667,2411.313112
8056,6437,41.42916667,1.820833333,2411.313112
8056,6480,41.42916667,2,21867.02551
8056,6485,41.42916667,2.020833333,193.9201265
8056,6486,41.42916667,2.025,183.2717581
8055,6432,41.43333333,1.8,2182.580264
8055,6434,41.43333333,1.808333333,2181.627848
8055,6438,41.43333333,1.825,2411.313112
8055,6439,41.43333333,1.829166667,2419.875316
8055,6479,41.43333333,1.995833333,21867.02551
8055,6487,41.43333333,2.029166667,183.2717581
8055,6488,41.43333333,2.033333333,183.2717581
8054,6432,41.4375,1.8,2169.484545
8054,6433,41.4375,1.804166667,2182.580264
8054,6440,41.4375,1.833333333,2419.875316
8054,6478,41.4375,1.991666667,21867.02551
8054,6489,41.4375,2.0375,183.2717581
8054,6490,41.4375,2.041666667,183.2717581
8054,6491,41.4375,2.045833333,183.2717581
8054,6492,41.4375,2.05,183.2717581
8054,6493,41.4375,2.054166667,183.2717581
8053,6419,41.44166667,1.745833333,112.5984224
8053,6420,41.44166667,1.75,168.4378776
8053,6421,41.44166667,1.754166667,168.4378776
8053,6422,41.44166667,1.758333333,168.4378776
8053,6423,41.44166667,1.7625,168.4378776
8053,6424,41.44166667,1.766666667,168.4378776
8053,6431,41.44166667,1.795833333,2169.484545
8053,6441,41.44166667,1.8375,2438.263
8053,6443,41.44166667,1.845833333,2438.263
8053,6472,41.44166667,1.966666667,39.65759829
8053,6473,41.44166667,1.970833333,39.65759829
8053,6477,41.44166667,1.9875,17176.7467
8053,6478,41.44166667,1.991666667,4453.159796
8053,6494,41.44166667,2.058333333,183.2717581
8052,6416,41.44583333,1.733333333,95.14162665
8052,6417,41.44583333,1.7375,95.14162665
8052,6418,41.44583333,1.741666667,112.5984224
8052,6425,41.44583333,1.770833333,168.4378776
8052,6426,41.44583333,1.775,168.9394296
8052,6428,41.44583333,1.783333333,2148.174237
8052,6429,41.44583333,1.7875,2169.484545
8052,6430,41.44583333,1.791666667,2169.484545
8052,6442,41.44583333,1.841666667,2438.263
8052,6444,41.44583333,1.85,2519.39339
8052,6474,41.44583333,1.975,39.65759829
8052,6476,41.44583333,1.983333333,17176.7467
8052,6479,41.44583333,1.995833333,4453.159796
8051,6411,41.45,1.7125,83.74525081
8051,6412,41.45,1.716666667,90.97595871
8051,6413,41.45,1.720833333,90.97595871
8051,6414,41.45,1.725,90.97595871
8051,6415,41.45,1.729166667,90.97595871
8051,6427,41.45,1.779166667,2148.174237
8051,6445,41.45,1.854166667,2507.602815
8051,6446,41.45,1.858333333,2507.602815
8051,6475,41.45,1.979166667,17176.7467
8051,6479,41.45,1.995833333,4453.159796
8050,6407,41.45416667,1.695833333,83.74525081
8050,6410,41.45416667,1.708333333,83.74525081
8050,6425,41.45416667,1.770833333,1986.561532
8050,6426,41.45416667,1.775,1981.622908
8050,6447,41.45416667,1.8625,2754.259195
8050,6448,41.45416667,1.866666667,2754.259195
8050,6449,41.45416667,1.870833333,2754.259195
8050,6474,41.45416667,1.975,17107.79766
8050,6479,41.45416667,1.995833333,4437.918835
8049,6405,41.45833333,1.6875,83.74525081
8049,6406,41.45833333,1.691666667,83.74525081
8049,6408,41.45833333,1.7,83.74525081
8049,6409,41.45833333,1.704166667,83.74525081
8049,6424,41.45833333,1.766666667,1986.561532
8049,6446,41.45833333,1.858333333,211.0820323
8049,6450,41.45833333,1.875,2754.259195
8049,6451,41.45833333,1.879166667,2754.259195
8049,6474,41.45833333,1.975,17107.79766
8049,6480,41.45833333,2,4437.918835
8048,6398,41.4625,1.658333333,32.61481154
8048,6399,41.4625,1.6625,60.28376315
8048,6400,41.4625,1.666666667,60.28376315
8048,6401,41.4625,1.670833333,60.28376315
8048,6402,41.4625,1.675,60.28376315
8048,6403,41.4625,1.679166667,60.28376315
8048,6404,41.4625,1.683333333,60.28376315
8048,6421,41.4625,1.754166667,1955.489355
8048,6422,41.4625,1.758333333,1955.489355
8048,6423,41.4625,1.7625,1955.489355
8048,6444,41.4625,1.85,211.0820323
8048,6445,41.4625,1.854166667,211.0820323
8048,6452,41.4625,1.883333333,2754.259195
8048,6453,41.4625,1.8875,2897.510611
8048,6454,41.4625,1.891666667,2897.510611
8048,6474,41.4625,1.975,17107.79766
8048,6480,41.4625,2,668.1600317
8048,6481,41.4625,2.004166667,3404.332935
8048,6482,41.4625,2.008333333,3404.332935
8047,6397,41.46666667,1.654166667,32.61481154
8047,6420,41.46666667,1.75,1955.489355
8047,6443,41.46666667,1.845833333,211.0820323
8047,6455,41.46666667,1.895833333,2897.510611
8047,6456,41.46666667,1.9,2897.510611
8047,6457,41.46666667,1.904166667,2897.510611
8047,6473,41.46666667,1.970833333,17107.79766
8047,6479,41.46666667,1.995833333,668.1600317
8047,6483,41.46666667,2.0125,3404.332935
8047,6488,41.46666667,2.033333333,518.3999884
8046,6383,41.47083333,1.595833333,5.939999968
8046,6384,41.47083333,1.6,5.939999968
8046,6397,41.47083333,1.654166667,32.61481154
8046,6419,41.47083333,1.745833333,1955.489355
8046,6440,41.47083333,1.833333333,180.3905934
8046,6441,41.47083333,1.8375,211.0820323
8046,6442,41.47083333,1.841666667,211.0820323
8046,6458,41.47083333,1.908333333,2912.329723
8046,6459,41.47083333,1.9125,2912.329723
8046,6460,41.47083333,1.916666667,2912.329723
8046,6466,41.47083333,1.941666667,17054.11562
8046,6467,41.47083333,1.945833333,17023.91946
8046,6472,41.47083333,1.966666667,16975.8293
8046,6479,41.47083333,1.995833333,668.1600317
8046,6484,41.47083333,2.016666667,3352.752133
8046,6485,41.47083333,2.020833333,3352.752133
8046,6486,41.47083333,2.025,3352.752133
8046,6487,41.47083333,2.029166667,518.3999884
8046,6489,41.47083333,2.0375,518.3999884
8045,6356,41.475,1.483333333,3.941999942
8045,6385,41.475,1.604166667,5.939999968
8045,6386,41.475,1.608333333,5.939999968
8045,6387,41.475,1.6125,32.61481154
8045,6395,41.475,1.645833333,32.61481154
8045,6396,41.475,1.65,32.61481154
8045,6418,41.475,1.741666667,1955.489355
8045,6439,41.475,1.829166667,153.0453544
8045,6461,41.475,1.920833333,2907.689395
8045,6465,41.475,1.9375,17054.11562
8045,6468,41.475,1.95,16992.60494
8045,6469,41.475,1.954166667,16973.59254
8045,6470,41.475,1.958333333,16973.59254
8045,6471,41.475,1.9625,16975.8293
8045,6487,41.475,2.029166667,2814.991064
8044,6357,41.47916667,1.4875,3.941999942
8044,6358,41.47916667,1.491666667,3.941999942
8044,6386,41.47916667,1.608333333,19.82908768
8044,6388,41.47916667,1.616666667,32.61481154
8044,6389,41.47916667,1.620833333,32.61481154
8044,6390,41.47916667,1.625,32.61481154
8044,6391,41.47916667,1.629166667,32.61481154
8044,6392,41.47916667,1.633333333,32.61481154
8044,6393,41.47916667,1.6375,32.61481154
8044,6394,41.47916667,1.641666667,32.61481154
8044,6410,41.47916667,1.708333333,52.2158424
8044,6411,41.47916667,1.7125,52.2158424
8044,6417,41.47916667,1.7375,1955.489355
8044,6462,41.47916667,1.925,3720.807
8044,6463,41.47916667,1.929166667,3720.807
8044,6464,41.47916667,1.933333333,17054.11562
8044,6487,41.47916667,2.029166667,2814.991064
8043,6359,41.48333333,1.495833333,3.941999942
8043,6360,41.48333333,1.5,3.941999942
8043,6371,41.48333333,1.545833333,12.3965278
8043,6372,41.48333333,1.55,12.3965278
8043,6385,41.48333333,1.604166667,19.82908768
8043,6412,41.48333333,1.716666667,52.2158424
8043,6416,41.48333333,1.733333333,1955.489355
8043,6417,41.48333333,1.7375,1955.489355
8043,6460,41.48333333,1.916666667,219.2958794
8043,6461,41.48333333,1.920833333,219.2958794
8043,6464,41.48333333,1.933333333,13373.82087
8043,6487,41.48333333,2.029166667,2814.991064
8042,6361,41.4875,1.504166667,3.941999942
8042,6362,41.4875,1.508333333,3.941999942
8042,6373,41.4875,1.554166667,12.3965278
8042,6374,41.4875,1.558333333,12.3965278
8042,6384,41.4875,1.6,19.82908768
8042,6412,41.4875,1.716666667,52.2158424
8042,6413,41.4875,1.720833333,52.2158424
8042,6415,41.4875,1.729166667,1889.023706
8042,6454,41.4875,1.891666667,219.2958794
8042,6455,41.4875,1.895833333,219.2958794
8042,6456,41.4875,1.9,219.2958794
8042,6457,41.4875,1.904166667,219.2958794
8042,6458,41.4875,1.908333333,219.2958794
8042,6459,41.4875,1.9125,219.2958794
8042,6463,41.4875,1.929166667,13373.82087
8042,6486,41.4875,2.025,2814.991064
8041,6362,41.49166667,1.508333333,1.943999916
8041,6363,41.49166667,1.5125,6.334559759
8041,6364,41.49166667,1.516666667,6.334559759
8041,6375,41.49166667,1.5625,12.3965278
8041,6376,41.49166667,1.566666667,12.3965278
8041,6383,41.49166667,1.595833333,19.82908768
8041,6414,41.49166667,1.725,1889.023706
8041,6462,41.49166667,1.925,13373.82087
8041,6486,41.49166667,2.025,2814.991064
8040,6361,41.49583333,1.504166667,1.943999916
8040,6365,41.49583333,1.520833333,6.334559759
8040,6377,41.49583333,1.570833333,12.3965278
8040,6378,41.49583333,1.575,12.3965278
8040,6379,41.49583333,1.579166667,12.3965278
8040,6382,41.49583333,1.591666667,19.82908768
8040,6413,41.49583333,1.720833333,1733.037106
8040,6461,41.49583333,1.920833333,13373.82087
8040,6486,41.49583333,2.025,2814.991064
8039,6360,41.5,1.5,1.943999916
8039,6366,41.5,1.525,6.334559759
8039,6380,41.5,1.583333333,12.3965278
8039,6381,41.5,1.5875,12.3965278
8039,6412,41.5,1.716666667,1663.03046
8039,6413,41.5,1.720833333,82.29600263
8039,6462,41.5,1.925,13373.82087
8039,6463,41.5,1.929166667,316.4958818
8039,6487,41.5,2.029166667,2814.991064
8038,6367,41.50416667,1.529166667,6.334559759
8038,6368,41.50416667,1.533333333,6.334559759
8038,6410,41.50416667,1.708333333,1663.03046
8038,6411,41.50416667,1.7125,1663.03046
8038,6414,41.50416667,1.725,82.29600263
8038,6460,41.50416667,1.916666667,13017.85116
8038,6461,41.50416667,1.920833333,13001.74699
8038,6464,41.50416667,1.933333333,316.4958818
8038,6487,41.50416667,2.029166667,2814.991064
8037,6368,41.50833333,1.533333333,6.334559759
8037,6409,41.50833333,1.704166667,1663.03046
8037,6415,41.50833333,1.729166667,82.29600263
8037,6459,41.50833333,1.9125,12068.65258
8037,6464,41.50833333,1.933333333,316.4958818
8037,6488,41.50833333,2.033333333,2802.648105
8036,6369,41.5125,1.5375,6.334559759
8036,6370,41.5125,1.541666667,6.334559759
8036,6408,41.5125,1.7,1678.018377
8036,6409,41.5125,1.704166667,1663.03046
8036,6416,41.5125,1.733333333,82.29600263
8036,6435,41.5125,1.8125,85.13395412
8036,6436,41.5125,1.816666667,85.13395412
8036,6437,41.5125,1.820833333,85.13395412
8036,6438,41.5125,1.825,85.13395412
8036,6439,41.5125,1.829166667,85.13395412
8036,6460,41.5125,1.916666667,11862.14032
8036,6465,41.5125,1.9375,316.4958818
8036,6488,41.5125,2.033333333,2775.772306
8035,6371,41.51666667,1.545833333,6.334559759
8035,6407,41.51666667,1.695833333,1678.018377
8035,6417,41.51666667,1.7375,82.29600263
8035,6440,41.51666667,1.833333333,85.13395412
8035,6441,41.51666667,1.8375,85.13395412
8035,6442,41.51666667,1.841666667,85.13395412
8035,6443,41.51666667,1.845833333,85.13395412
8035,6460,41.51666667,1.916666667,13670.5436
8035,6465,41.51666667,1.9375,315.4959457
8035,6488,41.51666667,2.033333333,2775.772306
8034,6372,41.52083333,1.55,6.334559759
8034,6373,41.52083333,1.554166667,6.334559759
8034,6374,41.52083333,1.558333333,6.334559759
8034,6375,41.52083333,1.5625,6.334559759
8034,6408,41.52083333,1.7,1688.159901
8034,6417,41.52083333,1.7375,82.29600263
8034,6444,41.52083333,1.85,85.13395412
8034,6445,41.52083333,1.854166667,137.6322478
8034,6459,41.52083333,1.9125,13670.5436
8034,6465,41.52083333,1.9375,315.4959457
8034,6488,41.52083333,2.033333333,2775.772306
8033,6376,41.525,1.566666667,19.08734327
8033,6377,41.525,1.570833333,19.08734327
8033,6378,41.525,1.575,19.08734327
8033,6379,41.525,1.579166667,19.08734327
8033,6406,41.525,1.691666667,1688.159901
8033,6407,41.525,1.695833333,1688.159901
8033,6417,41.525,1.7375,82.29600263
8033,6442,41.525,1.841666667,52.78507356
8033,6443,41.525,1.845833333,52.78507356
8033,6444,41.525,1.85,52.78507356
8033,6446,41.525,1.858333333,137.6322478
8033,6447,41.525,1.8625,137.6322478
8033,6448,41.525,1.866666667,330.6090643
8033,6449,41.525,1.870833333,330.6090643
8033,6450,41.525,1.875,330.6090643
8033,6451,41.525,1.879166667,330.6090643
8033,6453,41.525,1.8875,330.6090643
8033,6459,41.525,1.9125,13670.5436
8033,6464,41.525,1.933333333,315.4959457
8033,6488,41.525,2.033333333,735.0232325
8032,6380,41.52916667,1.583333333,19.08734327
8032,6381,41.52916667,1.5875,19.08734327
8032,6382,41.52916667,1.591666667,19.08734327
8032,6383,41.52916667,1.595833333,19.08734327
8032,6384,41.52916667,1.6,19.08734327
8032,6385,41.52916667,1.604166667,19.08734327
8032,6399,41.52916667,1.6625,12.66883179
8032,6406,41.52916667,1.691666667,1467.918306
8032,6418,41.52916667,1.741666667,82.29600263
8032,6440,41.52916667,1.833333333,52.78507356
8032,6441,41.52916667,1.8375,52.78507356
8032,6448,41.52916667,1.866666667,154.1598164
8032,6452,41.52916667,1.883333333,330.6090643
8032,6454,41.52916667,1.891666667,330.6090643
8032,6455,41.52916667,1.895833333,330.6090643
8032,6456,41.52916667,1.9,330.6090643
8032,6458,41.52916667,1.908333333,13670.5436
8032,6465,41.52916667,1.9375,315.4959457
8032,6488,41.52916667,2.033333333,735.0232325
8031,6386,41.53333333,1.608333333,19.08734327
8031,6387,41.53333333,1.6125,19.08734327
8031,6389,41.53333333,1.620833333,19.08734327
8031,6390,41.53333333,1.625,27.22665496
8031,6391,41.53333333,1.629166667,27.22665496
8031,6392,41.53333333,1.633333333,27.22665496
8031,6394,41.53333333,1.641666667,27.22665496
8031,6395,41.53333333,1.645833333,27.22665496
8031,6398,41.53333333,1.658333333,12.66883179
8031,6406,41.53333333,1.691666667,1467.918306
8031,6418,41.53333333,1.741666667,82.29600263
8031,6436,41.53333333,1.816666667,52.78507356
8031,6437,41.53333333,1.820833333,52.78507356
8031,6438,41.53333333,1.825,52.78507356
8031,6439,41.53333333,1.829166667,52.78507356
8031,6447,41.53333333,1.8625,154.1598164
8031,6457,41.53333333,1.904166667,330.6090643
8031,6458,41.53333333,1.908333333,13670.5436
8031,6464,41.53333333,1.933333333,146.0823826
8031,6466,41.53333333,1.941666667,170.8522233
8031,6488,41.53333333,2.033333333,735.0232325
8030,6388,41.5375,1.616666667,19.08734327
8030,6393,41.5375,1.6375,27.22665496
8030,6396,41.5375,1.65,87.660142
8030,6397,41.5375,1.654166667,12.66883179
8030,6405,41.5375,1.6875,1467.918306
8030,6434,41.5375,1.808333333,52.78507356
8030,6435,41.5375,1.8125,52.78507356
8030,6448,41.5375,1.866666667,154.1598164
8030,6453,41.5375,1.8875,13244.24582
8030,6454,41.5375,1.891666667,13244.24582
8030,6455,41.5375,1.895833333,13244.24582
8030,6456,41.5375,1.9,13265.48981
8030,6457,41.5375,1.904166667,13670.5436
8030,6464,41.5375,1.933333333,146.0823826
8030,6467,41.5375,1.945833333,170.8522233
8030,6468,41.5375,1.95,170.8522233
8030,6469,41.5375,1.954166667,146.5354829
8030,6486,41.5375,2.025,220.6398876
8030,6487,41.5375,2.029166667,220.6398876
8030,6488,41.5375,2.033333333,317.6682742
8029,6397,41.54166667,1.654166667,87.660142
8029,6398,41.54166667,1.658333333,87.660142
8029,6405,41.54166667,1.6875,1467.918306
8029,6432,41.54166667,1.8,52.78507356
8029,6433,41.54166667,1.804166667,52.78507356
8029,6447,41.54166667,1.8625,154.1598164
8029,6452,41.54166667,1.883333333,13244.24582
8029,6463,41.54166667,1.929166667,146.0823826
8029,6470,41.54166667,1.958333333,146.5354829
8029,6485,41.54166667,2.020833333,220.6398876
8029,6489,41.54166667,2.0375,317.6682742
8028,6399,41.54583333,1.6625,185.2198878
8028,6405,41.54583333,1.6875,1452.93039
8028,6430,41.54583333,1.791666667,52.78507356
8028,6431,41.54583333,1.795833333,52.78507356
8028,6446,41.54583333,1.858333333,154.1598164
8028,6450,41.54583333,1.875,13244.24582
8028,6451,41.54583333,1.879166667,13244.24582
8028,6463,41.54583333,1.929166667,122.2376388
8028,6470,41.54583333,1.958333333,146.5354829
8028,6484,41.54583333,2.016666667,220.6398876
8028,6489,41.54583333,2.0375,317.6682742
8027,6400,41.55,1.666666667,185.2198878
8027,6401,41.55,1.670833333,185.2198878
8027,6405,41.55,1.6875,1452.93039
8027,6429,41.55,1.7875,52.78507356
8027,6444,41.55,1.85,154.1598164
8027,6445,41.55,1.854166667,154.1598164
8027,6450,41.55,1.875,13101.07976
8027,6463,41.55,1.929166667,122.2376388
8027,6471,41.55,1.9625,146.5354829
8027,6483,41.55,2.0125,220.6398876
8027,6489,41.55,2.0375,317.6682742
8026,6402,41.55416667,1.675,185.2198878
8026,6403,41.55416667,1.679166667,1448.712234
8026,6404,41.55416667,1.683333333,1448.712234
8026,6428,41.55416667,1.783333333,52.78507356
8026,6442,41.55416667,1.841666667,154.1598164
8026,6443,41.55416667,1.845833333,154.1598164
8026,6450,41.55416667,1.875,13101.07976
8026,6462,41.55416667,1.925,122.2376388
8026,6472,41.55416667,1.966666667,37.84662074
8026,6481,41.55416667,2.004166667,220.6398876
8026,6482,41.55416667,2.008333333,220.6398876
8026,6489,41.55416667,2.0375,317.6682742
8025,6357,41.55833333,1.4875,20.34846034
8025,6358,41.55833333,1.491666667,20.34846034
8025,6359,41.55833333,1.495833333,20.34846034
8025,6360,41.55833333,1.5,20.34846034
8025,6361,41.55833333,1.504166667,20.34846034
8025,6362,41.55833333,1.508333333,20.34846034
8025,6363,41.55833333,1.5125,20.34846034
8025,6364,41.55833333,1.516666667,20.34846034
8025,6365,41.55833333,1.520833333,20.34846034
8025,6366,41.55833333,1.525,20.34846034
8025,6367,41.55833333,1.529166667,20.34846034
8025,6402,41.55833333,1.675,1331.143482
8025,6428,41.55833333,1.783333333,16.18891248
8025,6438,41.55833333,1.825,154.1598164
8025,6439,41.55833333,1.829166667,154.1598164
8025,6440,41.55833333,1.833333333,154.1598164
8025,6441,41.55833333,1.8375,154.1598164
8025,6450,41.55833333,1.875,13101.07976
8025,6461,41.55833333,1.920833333,122.2376388
8025,6472,41.55833333,1.966666667,37.84662074
8025,6480,41.55833333,2,220.6398876
8025,6488,41.55833333,2.033333333,317.6682742
8024,6367,41.5625,1.529166667,20.34846034
8024,6400,41.5625,1.666666667,1335.36423
8024,6401,41.5625,1.670833333,1331.076486
8024,6426,41.5625,1.775,16.18891248
8024,6427,41.5625,1.779166667,16.18891248
8024,6434,41.5625,1.808333333,154.1598164
8024,6435,41.5625,1.8125,154.1598164
8024,6436,41.5625,1.816666667,154.1598164
8024,6437,41.5625,1.820833333,154.1598164
8024,6451,41.5625,1.879166667,13113.08723
8024,6461,41.5625,1.920833333,122.2376388
8024,6473,41.5625,1.970833333,37.84662074
8024,6488,41.5625,2.033333333,317.6682742
8023,6368,41.56666667,1.533333333,20.34846034
8023,6393,41.56666667,1.6375,403.2029422
8023,6394,41.56666667,1.641666667,403.2029422
8023,6395,41.56666667,1.645833333,403.2029422
8023,6396,41.56666667,1.65,1275.873377
8023,6397,41.56666667,1.654166667,1275.873377
8023,6398,41.56666667,1.658333333,1335.36423
8023,6399,41.56666667,1.6625,1335.36423
8023,6425,41.56666667,1.770833333,16.18891248
8023,6451,41.56666667,1.879166667,13113.08723
8023,6461,41.56666667,1.920833333,122.2376388
8023,6473,41.56666667,1.970833333,26.28360051
8023,6488,41.56666667,2.033333333,317.6682742
8022,6369,41.57083333,1.5375,20.34846034
8022,6370,41.57083333,1.541666667,20.34846034
8022,6392,41.57083333,1.633333333,373.5287189
8022,6398,41.57083333,1.658333333,55.9262877
8022,6424,41.57083333,1.766666667,16.18891248
8022,6448,41.57083333,1.866666667,13113.08723
8022,6450,41.57083333,1.875,13113.08723
8022,6451,41.57083333,1.879166667,13113.08723
8022,6461,41.57083333,1.920833333,122.2376388
8022,6473,41.57083333,1.970833333,26.28360051
8022,6488,41.57083333,2.033333333,317.6682742
8021,6371,41.575,1.545833333,20.34846034
8021,6390,41.575,1.625,260.0567738
8021,6391,41.575,1.629166667,373.476866
8021,6392,41.575,1.633333333,98.56627427
8021,6398,41.575,1.658333333,55.9262877
8021,6424,41.575,1.766666667,16.18891248
8021,6447,41.575,1.8625,13155.57522
8021,6449,41.575,1.870833333,13113.08723
8021,6460,41.575,1.916666667,122.2376388
8021,6473,41.575,1.970833333,26.28360051
8021,6487,41.575,2.029166667,317.6682742
8020,6372,41.57916667,1.55,20.34846034
8020,6373,41.57916667,1.554166667,20.34846034
8020,6386,41.57916667,1.608333333,260.0567738
8020,6387,41.57916667,1.6125,260.0567738
8020,6388,41.57916667,1.616666667,260.0567738
8020,6389,41.57916667,1.620833333,260.0567738
8020,6392,41.57916667,1.633333333,98.56627427
