,lat,long,observation,prediction
0,41.5558653143059,1.4908297044701446,50.0,0.0
1,41.979484735909836,1.5317554202215504,50.0,0.0
2,42.035680386930125,1.5634678769876993,50.0,0.0
3,41.56884519461324,1.6357586207035608,4010.714285714286,0.0006766799893548748
4,41.930104869836235,1.634093535996796,50.0,0.0
5,41.931772755735636,1.6410656651847808,50.0,0.0
6,42.13579235197961,1.6732785305326605,50.0,0.0
7,41.516592669770496,1.6992815523489453,58.333333333333336,0.3559966222166883
8,41.51055161945581,1.7067121055513856,16.8842952167972,0.35599661170471975
9,41.844377396526944,1.7061655116803822,50.0,0.0
10,41.855366795145414,1.7175213183043037,50.0,0.0
11,41.4443175483057,1.7363272264483935,50.0,0.0
12,41.84037750171786,1.7483410603961869,50.0,0.0
13,41.45865147114436,1.7665093668006029,50.0,0.3105314443573668
14,41.80691717616379,1.7615965220248142,85.71428571428571,0.0
15,41.442604986856516,1.7838473260529975,50.0,0.2706376299033507
16,41.75249310090716,1.7787847862061381,50.0,0.0
17,41.42398523817715,1.8112643737505174,50.0,0.001301063094207109
18,41.68848465079713,1.826654318772405,75.0,0.0
19,41.46957843295304,1.8348617444157929,50.0,0.0
20,41.646322207320246,1.8425620037318753,50.0,0.0
21,42.059298532736925,1.8400227438581018,50.0,0.0
22,41.68141216974549,1.8469194421012405,57.142857142857146,0.0
23,41.44448732021798,1.8522016530445022,50.0,0.23075670970959367
24,41.654131142334705,1.859668017461369,50.0,0.0004146678675301593
25,41.88703076315054,1.8570660488011466,50.0,0.0
26,42.26792574310647,1.8514589376447217,50.0,0.0
27,42.14763220465013,1.8561414302445163,50.0,0.0
28,42.01818411117264,1.8588751051528942,50.0,0.0
29,42.216122131791934,1.8668036179718417,50.0,0.0002735826404237582
30,41.56089684498528,1.8796091050441703,50.0,0.0010933624883395876
31,42.21589231174035,1.869981996208744,50.0,0.0002735826404237582
32,41.73137151525203,1.8785632913262162,57.142857142857146,0.0006606004090969045
33,41.92769653409526,1.882777722182266,50.0,0.00010385323105919505
34,41.92226382486767,1.8844523436053278,50.0,0.00010385322929784347
35,41.738244512962396,1.8953753453344149,50.0,5.5654744240555434e-05
36,41.63913264342027,1.8992068995560507,50.0,0.0
37,41.83466611120886,1.8966935080039558,262.5,0.0
38,42.06741324827525,1.892901753519845,50.0,0.0
39,41.89384650781203,1.8964228719031984,50.0,0.0
40,41.81742897628292,1.9006375994502178,50.0,9.138163560084496e-05
41,41.79517095365538,1.9013430606183965,31.167262866812308,9.13816199721232e-05
42,42.23436235562881,1.8938421891010597,50.0,0.0005943886066972701
43,41.81557225137185,1.901439901128288,25.38523421458637,9.138163387526842e-05
44,42.04997024486723,1.899705889288649,50.0,0.0
45,41.53069086595104,1.9109724774319532,50.0,0.009363292272784342
46,41.53061893325055,1.910985670723498,1200.0,0.009363292272784342
47,42.015242836054846,1.9064521204429234,50.0,0.0
48,41.75999080402698,1.9108571615755747,50.0,0.0
49,41.51074555952923,1.9172984022125996,27.610265028127422,0.009363291032627417
50,41.50157729852501,1.9193322266274595,118.75,0.010397805424437063
51,41.47857785198697,1.9295117507857156,750.0,0.242940676108846
52,41.51223314252483,1.9377292527536514,50.0,0.04402280037119554
53,42.12943025059568,1.9415011016073613,50.0,0.0
54,41.41328262536897,1.9588463067937825,50.0,0.0
55,41.81097878720181,1.9535265442386085,50.0,0.0
56,41.4727713680437,1.9652961394082458,50.0,0.04738101802428847
57,41.79854748351876,1.9622507491500596,50.0,0.0
58,41.833547114362425,1.9681647651178187,50.0,0.0
59,41.39812618888158,1.983359990857516,50.0,0.0
60,41.35681036854319,1.9845411812386369,50.0,0.0
61,41.862386630309246,1.9853403212912368,50.0,0.0
62,42.029867968240424,1.9959933051519434,50.0,0.0
63,41.42771749914054,2.024151696740912,50.0,0.0
64,41.50753842935034,2.033498625400981,1557.142857142857,0.015571627198323114
65,41.95440171370608,2.034788167791691,50.0,0.0
66,41.351693655315394,2.046613785210573,178.6691510533493,0.08856695301241162
67,41.3566926220946,2.0465886558557376,1200.0,0.08856695596423685
68,41.999583114156316,2.0559000437525965,50.0,0.0
