,lat,long,observation,prediction
0,41.5558653143059,1.4908297044701446,50.0,0.0
1,41.979484735909836,1.5317554202215504,57.142857142857146,0.0
2,42.035680386930125,1.5634678769876993,50.0,0.0
3,41.56884519461324,1.6357586207035608,50.0,0.017352074685884015
4,41.930104869836235,1.634093535996796,50.0,0.0
5,41.931772755735636,1.6410656651847808,50.0,0.0
6,42.13579235197961,1.6732785305326605,50.0,0.0
7,41.516592669770496,1.6992815523489453,78.57142857142857,0.01427513682510045
8,41.844377396526944,1.7061655116803822,50.0,0.0
9,41.855366795145414,1.7175213183043037,50.0,0.0
10,41.4443175483057,1.7363272264483935,50.0,0.0
11,41.84037750171786,1.7483410603961869,50.0,0.0
12,41.45865147114436,1.7665093668006029,57.142857142857146,0.012393230914492018
13,41.80691717616379,1.7615965220248142,50.0,0.0
14,41.442604986856516,1.7838473260529975,50.0,0.010692290340805313
15,41.75249310090716,1.7787847862061381,50.0,0.0
16,41.42398523817715,1.8112643737505174,50.0,0.0
17,41.68848465079713,1.826654318772405,50.0,0.0
18,41.46957843295304,1.8348617444157929,50.0,0.0
19,41.646322207320246,1.8425620037318753,50.0,0.0
20,42.059298532736925,1.8400227438581018,50.0,0.0
21,41.68141216974549,1.8469194421012405,50.0,0.0
22,41.44448732021798,1.8522016530445022,68.75,0.009042165253336225
23,41.654131142334705,1.859668017461369,50.0,0.0
24,41.88703076315054,1.8570660488011466,50.0,0.0
25,42.26792574310647,1.8514589376447217,50.0,0.0
26,42.14763220465013,1.8561414302445163,50.0,0.0
27,42.01818411117264,1.8588751051528942,50.0,0.0
28,42.216122131791934,1.8668036179718417,50.0,0.0
29,41.56089684498528,1.8796091050441703,50.0,0.005242813640739598
30,42.21589231174035,1.869981996208744,50.0,0.0
31,41.73137151525203,1.8785632913262162,50.0,0.0
32,41.92769653409526,1.882777722182266,50.0,0.0
33,41.92226382486767,1.8844523436053278,50.0,0.0
34,41.738244512962396,1.8953753453344149,50.0,0.0
35,41.63913264342027,1.8992068995560507,50.0,0.0
36,41.83466611120886,1.8966935080039558,50.0,0.0
37,42.06741324827525,1.892901753519845,50.0,0.0
38,41.89384650781203,1.8964228719031984,50.0,0.0
39,41.81742897628292,1.9006375994502178,50.0,0.0
40,42.23436235562881,1.8938421891010597,50.0,0.0
41,42.04997024486723,1.899705889288649,50.0,0.0
42,41.53069086595104,1.9109724774319532,50.0,0.005311533252178041
43,42.015242836054846,1.9064521204429234,50.0,0.0
44,41.75999080402698,1.9108571615755747,50.0,0.0
45,41.50157729852501,1.9193322266274595,50.0,0.007997583321094761
46,41.51223314252483,1.9377292527536514,50.0,0.0
47,42.12943025059568,1.9415011016073613,50.0,0.0
48,41.41328262536897,1.9588463067937825,50.0,0.0
49,41.81097878720181,1.9535265442386085,50.0,0.0
50,41.4727713680437,1.9652961394082458,50.0,0.007998500519764277
51,41.79854748351876,1.9622507491500596,50.0,0.0
52,41.833547114362425,1.9681647651178187,50.0,0.0
53,41.39812618888158,1.983359990857516,50.0,0.0
54,41.35681036854319,1.9845411812386369,50.0,0.0
55,41.862386630309246,1.9853403212912368,50.0,0.0
56,42.029867968240424,1.9959933051519434,50.0,0.0
57,41.42771749914054,2.024151696740912,50.0,0.0
58,41.50753842935034,2.033498625400981,75.0,0.3653719077696013
59,41.95440171370608,2.034788167791691,50.0,0.0
60,41.351693655315394,2.046613785210573,52.38095238095238,0.01435686856206939
61,41.999583114156316,2.0559000437525965,50.0,0.0
