,lat,long,observation,prediction
0,41.979484735909836,1.5317554202215504,12061290.322580645,866373.5555954493
1,41.61208342780776,1.5471996188692752,9566666.666666666,0.0
2,41.52047931949597,1.5663408225776567,14166666.666666666,0.0
3,42.035680386930125,1.5634678769876993,2508333.333333333,18516.825178060895
4,41.56884519461324,1.6357586207035608,18122881.3559322,64640.030991988235
5,41.930104869836235,1.634093535996796,26549579.83193277,117810.53214724748
6,41.931772755735636,1.6410656651847808,6774074.074074074,117757.65705593287
7,41.933275860141165,1.6425052890642864,8784615.384615384,117697.5284087265
8,42.13579235197961,1.6732785305326605,6768750.0,0.0
9,41.516592669770496,1.6992815523489453,17593103.44827586,1425563.269707834
10,42.0996572045161,1.6887617927033154,2500000.0,0.0
11,42.21535181025522,1.6888665705045063,2500000.0,0.0
12,41.85960012742674,1.6983286981356207,16096875.0,0.0
13,41.844377396526944,1.7061655116803822,13892307.692307692,0.0
14,41.855366795145414,1.7175213183043037,6753333.333333333,92554.83182335176
15,41.85752186297036,1.719357673996759,7666666.666666667,92554.83182335176
16,41.93535700173572,1.7266672179393885,29280808.08080808,0.0
17,41.4443175483057,1.7363272264483935,11416393.44262295,0.0
18,41.84037750171786,1.7483410603961869,15750000.0,78480.45268969146
19,41.8419797422583,1.74908068878089,13327272.727272728,0.0
20,41.963780270186994,1.755292802381788,37456666.66666666,0.0
21,41.45865147114436,1.7665093668006029,17378260.86956522,1369554.016917661
22,41.82492535649761,1.7602741507811481,8300000.0,72166.87542504614
23,41.80691717616379,1.7615965220248142,8188785.046728972,71573.69947442246
24,41.80619808461626,1.7617307516346246,2500000.0,71573.69947442246
25,41.442604986856516,1.7838473260529975,18025142.85714286,1173940.4987036206
26,41.75249310090716,1.7787847862061381,21875308.64197531,0.0
27,41.42398523817715,1.8112643737505174,19303809.52380952,848762.8163806471
28,41.70628470978629,1.8224845152500762,21850000.0,0.0
29,41.68848465079713,1.826654318772405,9431818.181818182,226825.0969331428
30,41.46957843295304,1.8348617444157929,26303389.830508474,1798278.8619977955
31,41.646322207320246,1.8425620037318753,11197826.08695652,370.6397693474392
32,42.059298532736925,1.8400227438581018,34840310.07751938,0.0
33,41.68141216974549,1.8469194421012405,9616363.636363637,369353.704339222
34,41.44448732021798,1.8522016530445022,16435119.047619049,1125030.36605443
35,41.654131142334705,1.859668017461369,9157692.307692308,179925.7080932585
36,41.88703076315054,1.8570660488011466,27938679.24528302,0.0
37,42.26792574310647,1.8514589376447217,3557142.8571428573,0.0
38,42.14763220465013,1.8561414302445163,2676000.0,0.0
39,42.01818411117264,1.8588751051528942,24471875.0,0.0
40,41.93193830013318,1.8716914299111034,16977049.18032787,0.0
41,42.216122131791934,1.8668036179718417,5600000.0,13374.426109901693
42,41.56089684498528,1.8796091050441703,8726623.376623377,189831.80144426387
43,42.04811738326701,1.872126856536322,7321428.571428572,4.074565079026931
44,42.21589231174035,1.869981996208744,4761363.636363637,13374.426109901693
45,41.73137151525203,1.8785632913262162,30814835.164835166,77507.88923559422
46,41.73329155955119,1.8796481578468756,36802631.578947365,44721.936072882396
47,41.83622259640611,1.8779268744236166,5175000.0,2.4304579457769964
48,41.83243270465561,1.8808954186258153,9020000.0,2.428690492803794
49,41.92769653409526,1.882777722182266,7115384.615384615,2.6784172007922944
50,41.92226382486767,1.8844523436053278,6033707.865168539,2.6771265751854676
51,41.92425688613608,1.8856477608869446,11721739.130434783,2.6771265751854676
52,41.738244512962396,1.8953753453344149,9073643.410852714,44751.92154867769
53,41.63913264342027,1.8992068995560507,6152631.578947368,0.0
54,41.83466611120886,1.8966935080039558,15947368.421052633,0.0
55,42.06741324827525,1.892901753519845,20542857.14285714,0.0
56,41.89384650781203,1.8964228719031984,18860204.08163265,0.0
57,41.75919471776834,1.9000924374328976,6380000.0,44856.70025684485
58,41.81662162724118,1.9000373698603963,10815789.47368421,2.310640506673441
59,41.81742897628292,1.9006375994502178,5149056.603773585,2.3118808013515424
60,42.23436235562881,1.8938421891010597,4510810.810810811,29130.184371087886
61,41.79114599654744,1.9023986853889492,6845454.545454546,2.2971414392857574
62,41.52973781522897,1.90830346219667,11592307.692307692,17626.12151682366
63,42.04997024486723,1.899705889288649,19100900.9009009,0.0
64,41.68428689520363,1.9069803788069895,2500000.0,0.0
65,41.53069086595104,1.9109724774319532,6015000.0,183783.0484224318
66,42.015242836054846,1.9064521204429234,11290140.845070422,0.0
67,41.75999080402698,1.9108571615755747,10411764.705882354,121059.77370859517
68,42.080712355692505,1.9066463679612242,2500000.0,0.0
