Column1;Column2;Column3;Column4;Column5;Column6;Column7
050009000;Naftalè;50.0;50.0;50.0;0.0;6
050010000;Antracè;0.5;1.0;0.625;0.25;4
050010000;Benzo(b)fluorantè;0.5;2.0;1.25;0.8660254037844386;4
050010000;Coure;1800.0;2800.0;2266.6666666666665;450.1851470969102;6
050010000;Diuron;5.0;27.0;16.6;8.734987120768983;5
050010000;Fluorantè;0.5;1.8;1.075;0.5377421934967226;4
050010000;Naftalè;50.0;50.0;50.0;0.0;6
050011000;Antracè;0.5;0.5;0.5;;1
050011000;Benzo(b)fluorantè;0.5;0.5;0.5;;1
050011000;Coure;250.0;250.0;250.0;;1
050011000;Diuron;5.0;5.0;5.0;;1
050011000;Fluorantè;0.5;0.5;0.5;;1
050011000;Naftalè;50.0;50.0;50.0;;1
050013020;Coure;250.0;1700.0;837.5;369.9662146737185;12
050014000;Antracè;0.5;1.0;0.625;0.25;4
050014000;Benzo(b)fluorantè;0.5;1.0;0.625;0.25;4
050014000;Coure;1700.0;2700.0;2133.3333333333335;463.3213427705081;6
050014000;Diuron;5.0;5.0;5.0;0.0;5
050014000;Fluorantè;0.5;1.0;0.625;0.25;4
050014000;Naftalè;50.0;50.0;50.0;0.0;6
050014500;Antracè;0.5;1.0;0.6666666666666666;0.28867513459481287;3
050014500;Benzo(b)fluorantè;0.5;1.0;0.6666666666666666;0.28867513459481287;3
050014500;Coure;1800.0;3600.0;2350.0;637.9655163094633;6
050014500;Diuron;5.0;5.0;5.0;0.0;4
050014500;Fluorantè;0.5;1.0;0.6666666666666666;0.28867513459481287;3
050014500;Naftalè;50.0;50.0;50.0;0.0;6
060001000;Antracè;0.5;0.5;0.5;0.0;2
060001000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
060001000;Coure;800.0;4900.0;2850.0;2899.137802864845;2
060001000;Diuron;5.0;5.0;5.0;0.0;2
060001000;Fluorantè;0.5;0.5;0.5;0.0;2
060001000;Naftalè;50.0;50.0;50.0;0.0;2
060002000;Antracè;0.5;0.5;0.5;0.0;2
060002000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
060002000;Coure;1200.0;2600.0;1660.0;554.9774770204643;5
060002000;Diuron;5.0;5.0;5.0;0.0;2
060002000;Fluorantè;0.5;0.5;0.5;0.0;2
060002000;Naftalè;50.0;50.0;50.0;0.0;2
060003000;Antracè;0.5;0.5;0.5;0.0;2
060003000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
060003000;Coure;250.0;500.0;375.0;176.7766952966369;2
060003000;Diuron;5.0;5.0;5.0;0.0;2
060003000;Fluorantè;0.5;0.5;0.5;0.0;2
060003000;Naftalè;50.0;50.0;50.0;0.0;2
060004000;Antracè;0.5;0.5;0.5;;1
060004000;Benzo(b)fluorantè;0.5;0.5;0.5;;1
060004000;Coure;800.0;800.0;800.0;;1
060004000;Diuron;5.0;5.0;5.0;;1
060004000;Fluorantè;0.5;0.5;0.5;;1
060004000;Naftalè;50.0;50.0;50.0;;1
060006000;Antracè;0.5;0.5;0.5;0.0;2
060006000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
060006000;Coure;1000.0;1500.0;1250.0;353.5533905932738;2
060006000;Diuron;5.0;5.0;5.0;0.0;2
060006000;Fluorantè;0.5;0.5;0.5;0.0;2
060006000;Naftalè;50.0;50.0;50.0;0.0;2
070001000;Antracè;0.5;2.5;1.5;1.4142135623730951;2
070001000;Benzo(b)fluorantè;2.5;5.0;3.75;1.7677669529663689;2
070001000;Coure;1100.0;1500.0;1300.0;282.842712474619;2
070001000;Diuron;45.0;263.0;154.0;154.14927829866735;2
070001000;Fluorantè;0.5;2.5;1.5;1.4142135623730951;2
070001000;Naftalè;50.0;50.0;50.0;0.0;2
070001070;Antracè;0.5;5.0;1.5;1.9685019685029528;5
070001070;Benzo(b)fluorantè;0.5;5.0;1.7;1.9557607215607946;5
070001070;Coure;1800.0;17000.0;6633.333333333333;6774.855472013161;6
070001070;Diuron;21.0;142.0;73.16666666666667;43.411595993083075;6
070001070;Fluorantè;0.5;5.0;1.6199999999999999;1.9097120201747697;5
070001070;Naftalè;50.0;50.0;50.0;0.0;6
080001000;Antracè;1.0;1.0;1.0;;1
080001000;Benzo(b)fluorantè;1.0;1.0;1.0;;1
080001000;Coure;2700.0;2700.0;2700.0;;1
080001000;Diuron;5.0;5.0;5.0;;1
080001000;Fluorantè;1.0;1.0;1.0;;1
080001000;Naftalè;50.0;50.0;50.0;;1
080002000;Antracè;0.5;0.5;0.5;0.0;2
080002000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
080002000;Coure;1200.0;1400.0;1300.0;141.4213562373095;2
080002000;Diuron;5.0;5.0;5.0;0.0;2
080002000;Fluorantè;0.5;0.5;0.5;0.0;2
080002000;Naftalè;50.0;50.0;50.0;0.0;2
080003000;Antracè;1.0;1.0;1.0;;1
080003000;Benzo(b)fluorantè;1.0;1.0;1.0;;1
080003000;Coure;1200.0;1200.0;1200.0;;1
080003000;Diuron;5.0;5.0;5.0;;1
080003000;Fluorantè;1.0;1.0;1.0;;1
080003000;Naftalè;50.0;50.0;50.0;;1
080004000;Antracè;0.5;1.0;0.6666666666666666;0.28867513459481287;3
080004000;Benzo(b)fluorantè;0.5;1.0;0.6666666666666666;0.28867513459481287;3
080004000;Coure;2900.0;4400.0;3675.0;634.4288770224761;4
080004000;Diuron;5.0;12.0;6.75;3.5;4
080004000;Fluorantè;0.5;1.0;0.6666666666666666;0.28867513459481287;3
080004000;Naftalè;50.0;50.0;50.0;0.0;4
080005000;Antracè;0.5;1.0;0.625;0.25;4
080005000;Benzo(b)fluorantè;0.5;2.5;1.125;0.9464847243000456;4
080005000;Coure;1200.0;2100.0;1583.3333333333333;348.8074922742725;6
080005000;Diuron;41.0;84.0;59.0;15.427248620541514;6
080005000;Fluorantè;0.5;1.0;0.75;0.28867513459481287;4
080005000;Naftalè;50.0;50.0;50.0;0.0;6
080005070;Antracè;0.5;1.0;0.625;0.25;4
080005070;Benzo(b)fluorantè;0.5;2.5;1.125;0.9464847243000456;4
080005070;Coure;250.0;2200.0;1041.6666666666667;674.1043440496928;6
080005070;Diuron;43.0;125.0;69.66666666666667;32.29034943549956;6
080005070;Fluorantè;1.0;2.4;1.8;0.6055300708194984;4
080005070;Naftalè;50.0;50.0;50.0;0.0;6
080007000;Antracè;0.5;5.0;1.4166666666666667;1.7724747294860559;6
080007000;Benzo(b)fluorantè;0.5;50.0;8.916666666666666;20.12813122638728;6
080007000;Coure;1200.0;2900.0;2183.3333333333335;556.4770136013406;6
080007000;Diuron;10.0;36.0;25.5;10.114346246792227;6
080007000;Fluorantè;0.5;5.0;1.4166666666666667;1.7724747294860559;6
080007000;Naftalè;50.0;50.0;50.0;0.0;6
100001000;Antracè;0.5;0.5;0.5;0.0;2
100001000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
100001000;Coure;250.0;250.0;250.0;0.0;2
100001000;Diuron;5.0;5.0;5.0;0.0;2
100001000;Fluorantè;0.5;0.5;0.5;0.0;2
100001000;Naftalè;50.0;50.0;50.0;0.0;2
100002000;Antracè;0.5;0.5;0.5;0.0;2
100002000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
100002000;Coure;250.0;250.0;250.0;0.0;6
100002000;Diuron;5.0;5.0;5.0;0.0;2
100002000;Fluorantè;0.5;0.5;0.5;0.0;2
100002000;Naftalè;50.0;50.0;50.0;0.0;2
100004000;Antracè;0.5;0.5;0.5;0.0;2
100004000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
100004000;Coure;250.0;250.0;250.0;0.0;2
100004000;Diuron;5.0;5.0;5.0;0.0;4
100004000;Fluorantè;0.5;0.5;0.5;0.0;2
100004000;Naftalè;50.0;50.0;50.0;0.0;2
100005000;Antracè;0.5;1.0;0.75;0.3535533905932738;2
100005000;Benzo(b)fluorantè;0.5;1.0;0.75;0.3535533905932738;2
100005000;Coure;250.0;600.0;425.0;247.48737341529164;2
100005000;Diuron;5.0;5.0;5.0;0.0;2
100005000;Fluorantè;0.5;1.0;0.75;0.3535533905932738;2
100005000;Naftalè;50.0;50.0;50.0;0.0;2
100006000;Antracè;0.5;0.5;0.5;0.0;2
100006000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
100006000;Coure;250.0;250.0;250.0;0.0;2
100006000;Diuron;5.0;5.0;5.0;0.0;2
100006000;Fluorantè;0.5;0.5;0.5;0.0;2
100006000;Naftalè;50.0;50.0;50.0;0.0;2
100008000;Antracè;0.5;1.0;0.6428571428571429;0.24397501823713327;7
100008000;Benzo(b)fluorantè;0.5;1.0;0.6428571428571429;0.24397501823713327;7
100008000;Coure;250.0;700.0;350.0;180.27756377319946;7
100008000;Diuron;5.0;5.0;5.0;0.0;7
100008000;Fluorantè;0.5;2.3;0.9;0.6608075867199669;7
100008000;Naftalè;50.0;50.0;50.0;0.0;7
100009000;Antracè;0.5;0.5;0.5;0.0;2
100009000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
100009000;Coure;700.0;700.0;700.0;0.0;2
100009000;Fluorantè;0.5;0.5;0.5;0.0;2
100009000;Naftalè;50.0;50.0;50.0;0.0;2
100011000;Antracè;0.5;0.5;0.5;;1
100011000;Benzo(b)fluorantè;0.5;0.5;0.5;;1
100011000;Coure;250.0;250.0;250.0;0.0;2
100011000;Diuron;5.0;5.0;5.0;0.0;2
100011000;Fluorantè;0.5;0.5;0.5;;1
100011000;Naftalè;50.0;50.0;50.0;0.0;2
100012000;Antracè;0.5;1.0;0.5833333333333334;0.2041241452319315;6
100012000;Benzo(b)fluorantè;0.5;1.0;0.5833333333333334;0.2041241452319315;6
100012000;Coure;250.0;700.0;314.2857142857143;170.08401285415226;7
100012000;Diuron;5.0;5.0;5.0;0.0;6
100012000;Fluorantè;0.5;1.0;0.6666666666666666;0.25819888974716115;6
100012000;Naftalè;50.0;50.0;50.0;0.0;7
100013000;Antracè;0.5;1.0;0.6428571428571429;0.24397501823713327;7
100013000;Benzo(b)fluorantè;0.5;1.0;0.7142857142857143;0.2672612419124244;7
100013000;Coure;250.0;800.0;440.90909090909093;198.5172307611884;11
100013000;Diuron;5.0;5.0;5.0;0.0;7
100013000;Fluorantè;0.5;1.0;0.6428571428571429;0.24397501823713327;7
100013000;Naftalè;50.0;50.0;50.0;0.0;7
100013020;Coure;250.0;1800.0;432.14285714285717;444.0231901675784;14
100013021;Coure;250.0;1000.0;582.1428571428571;168.25706392434037;14
100014000;Antracè;0.5;0.5;0.5;0.0;2
100014000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
100014000;Coure;250.0;250.0;250.0;0.0;2
100014000;Diuron;5.0;5.0;5.0;0.0;2
100014000;Fluorantè;0.5;0.5;0.5;0.0;2
100014000;Naftalè;50.0;50.0;50.0;0.0;2
100016000;Antracè;0.5;2.0;1.25;1.0606601717798212;2
100016000;Benzo(b)fluorantè;0.5;2.0;1.25;1.0606601717798212;2
100016000;Coure;1800.0;3100.0;2450.0;919.2388155425118;2
100016000;Diuron;5.0;10.0;7.5;3.5355339059327378;2
100016000;Fluorantè;0.5;2.0;1.25;1.0606601717798212;2
100016000;Naftalè;50.0;50.0;50.0;0.0;2
100017000;Antracè;0.5;0.5;0.5;0.0;2
100017000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
100017000;Coure;1000.0;1300.0;1150.0;212.13203435596427;2
100017000;Diuron;5.0;5.0;5.0;0.0;2
100017000;Fluorantè;0.5;0.5;0.5;0.0;2
100017000;Naftalè;50.0;50.0;50.0;0.0;2
100017020;Coure;250.0;1500.0;535.7142857142857;346.0927907082432;14
100018000;Antracè;0.5;0.5;0.5;;1
100018000;Benzo(b)fluorantè;0.5;0.5;0.5;;1
100018000;Coure;600.0;900.0;750.0;212.13203435596427;2
100018000;Diuron;5.0;5.0;5.0;0.0;2
100018000;Fluorantè;0.5;0.5;0.5;;1
100018000;Naftalè;50.0;50.0;50.0;0.0;2
100019000;Antracè;0.5;0.5;0.5;0.0;2
100019000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
100019000;Coure;1300.0;2200.0;1750.0;636.3961030678928;2
100019000;Diuron;5.0;11.0;8.0;4.242640687119285;2
100019000;Fluorantè;0.5;1.3;0.9;0.5656854249492381;2
100019000;Naftalè;50.0;50.0;50.0;0.0;2
100021000;Antracè;0.5;0.5;0.5;0.0;2
100021000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
100021000;Coure;250.0;1600.0;518.75;374.5552918684592;16
100021000;Diuron;5.0;5.0;5.0;0.0;2
100021000;Fluorantè;0.5;0.5;0.5;0.0;2
100021000;Naftalè;50.0;50.0;50.0;0.0;2
100022000;Antracè;0.5;0.5;0.5;0.0;2
100022000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
100022000;Coure;250.0;700.0;475.0;318.1980515339464;2
100022000;Diuron;5.0;5.0;5.0;0.0;2
100022000;Fluorantè;0.5;0.5;0.5;0.0;2
100022000;Naftalè;50.0;50.0;50.0;0.0;2
100024000;Antracè;0.5;1.0;0.625;0.25;4
100024000;Benzo(b)fluorantè;0.5;1.0;0.625;0.25;4
100024000;Coure;1100.0;1300.0;1200.0;81.64965809277257;4
100024000;Diuron;5.0;5.0;5.0;0.0;4
100024000;Fluorantè;0.5;1.0;0.625;0.25;4
100024000;Naftalè;50.0;50.0;50.0;0.0;4
100025000;Antracè;0.5;1.0;0.625;0.25;4
100025000;Benzo(b)fluorantè;0.5;1.0;0.625;0.25;4
100025000;Coure;1500.0;2000.0;1650.0;238.04761428476166;4
100025000;Diuron;5.0;5.0;5.0;0.0;4
100025000;Fluorantè;0.5;1.0;0.625;0.25;4
100025000;Naftalè;50.0;50.0;50.0;0.0;4
100026000;Antracè;0.5;1.0;0.6666666666666666;0.28867513459481287;3
100026000;Benzo(b)fluorantè;0.5;1.0;0.6666666666666666;0.28867513459481287;3
100026000;Coure;1400.0;9600.0;6300.0;4327.817001676481;3
100026000;Diuron;5.0;5.0;5.0;0.0;3
100026000;Fluorantè;0.5;1.0;0.6666666666666666;0.28867513459481287;3
100026000;Naftalè;50.0;50.0;50.0;0.0;3
100027000;Antracè;0.5;0.5;0.5;;1
100027000;Benzo(b)fluorantè;0.5;0.5;0.5;;1
100027000;Coure;600.0;700.0;650.0;70.71067811865476;2
100027000;Diuron;5.0;5.0;5.0;0.0;2
100027000;Fluorantè;0.5;0.5;0.5;;1
100027000;Naftalè;50.0;50.0;50.0;0.0;2
100027021;Antracè;0.5;1.0;0.6388888888888888;0.2304442994812384;18
100027021;Benzo(b)fluorantè;0.5;1.0;0.6666666666666666;0.24253562503633294;18
100027021;Coure;250.0;1300.0;665.0;302.22856460493256;20
100027021;Diuron;5.0;5.0;5.0;0.0;20
100027021;Fluorantè;0.5;1.0;0.6666666666666666;0.24253562503633302;18
100027021;Naftalè;50.0;50.0;50.0;0.0;20
100028000;Antracè;0.5;0.5;0.5;0.0;2
100028000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
100028000;Coure;1800.0;2300.0;2050.0;353.5533905932738;2
100028000;Diuron;5.0;5.0;5.0;0.0;2
100028000;Fluorantè;0.5;0.5;0.5;0.0;2
100028000;Naftalè;50.0;50.0;50.0;0.0;2
100031000;Antracè;0.5;0.5;0.5;;1
100031000;Benzo(b)fluorantè;0.5;0.5;0.5;;1
100031000;Coure;1000.0;1000.0;1000.0;;1
100031000;Diuron;5.0;5.0;5.0;;1
100031000;Fluorantè;0.5;0.5;0.5;;1
100031000;Naftalè;50.0;50.0;50.0;;1
100032000;Antracè;0.5;1.0;0.6666666666666666;0.2581988897471611;6
100032000;Benzo(b)fluorantè;0.5;1.0;0.75;0.2738612787525831;6
100032000;Coure;1200.0;4700.0;2200.0;1144.5523142259597;7
100032000;Diuron;5.0;22.0;12.0;6.418722614352485;6
100032000;Fluorantè;0.5;1.0;0.6666666666666666;0.2581988897471611;6
100032000;Naftalè;50.0;50.0;50.0;0.0;6
100033000;Antracè;0.5;0.5;0.5;0.0;2
100033000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
100033000;Coure;3500.0;4600.0;4050.0;777.8174593052023;2
100033000;Diuron;5.0;13.0;9.0;5.656854249492381;2
100033000;Fluorantè;0.5;0.5;0.5;0.0;2
100033000;Naftalè;50.0;50.0;50.0;0.0;2
100034000;Antracè;0.5;0.5;0.5;0.0;2
100034000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
100034000;Coure;1200.0;1400.0;1300.0;141.4213562373095;2
100034000;Diuron;5.0;5.0;5.0;0.0;2
100034000;Fluorantè;0.5;0.5;0.5;0.0;2
100034000;Naftalè;50.0;50.0;50.0;0.0;2
100035000;Antracè;0.5;0.5;0.5;0.0;2
100035000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
100035000;Coure;2300.0;2500.0;2400.0;141.4213562373095;2
100035000;Diuron;5.0;5.0;5.0;0.0;2
100035000;Fluorantè;0.5;0.5;0.5;0.0;2
100035000;Naftalè;50.0;50.0;50.0;0.0;2
100036000;Antracè;0.5;0.5;0.5;0.0;2
100036000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
100036000;Coure;1300.0;1500.0;1400.0;141.4213562373095;2
100036000;Diuron;5.0;5.0;5.0;0.0;2
100036000;Fluorantè;0.5;0.5;0.5;0.0;2
100036000;Naftalè;50.0;50.0;50.0;0.0;2
100038000;Antracè;0.5;0.5;0.5;0.0;2
100038000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
100038000;Coure;800.0;4700.0;2750.0;2757.7164466275353;2
100038000;Diuron;5.0;5.0;5.0;0.0;2
100038000;Fluorantè;0.5;0.5;0.5;0.0;2
100038000;Naftalè;50.0;50.0;50.0;0.0;2
100040000;Antracè;0.5;0.5;0.5;;1
100040000;Benzo(b)fluorantè;0.5;0.5;0.5;;1
100040000;Coure;1300.0;1300.0;1300.0;;1
100040000;Diuron;5.0;5.0;5.0;;1
100040000;Fluorantè;0.5;0.5;0.5;;1
100040000;Naftalè;50.0;50.0;50.0;;1
100040020;Coure;600.0;2000.0;942.8571428571429;339.03547741358125;14
100041000;Antracè;0.5;0.5;0.5;0.0;2
100041000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
100041000;Coure;1700.0;2100.0;1900.0;282.842712474619;2
100041000;Diuron;5.0;5.0;5.0;0.0;2
100041000;Fluorantè;0.5;0.5;0.5;0.0;2
100041000;Naftalè;50.0;50.0;50.0;0.0;2
100043000;Antracè;0.5;0.5;0.5;0.0;2
100043000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
100043000;Coure;250.0;2300.0;875.0;473.63839934419735;16
100043000;Diuron;5.0;5.0;5.0;0.0;2
100043000;Fluorantè;0.5;0.5;0.5;0.0;2
100043000;Naftalè;50.0;50.0;50.0;0.0;2
100044000;Antracè;0.5;5.0;1.5;1.632993161855452;7
100044000;Benzo(b)fluorantè;0.5;5.0;1.5;1.632993161855452;7
100044000;Coure;1900.0;4000.0;2657.1428571428573;896.0229588895269;7
100044000;Diuron;23.0;5000.0;816.1428571428571;1847.4964527319512;7
100044000;Fluorantè;0.5;23.1;4.085714285714286;8.401473793612757;7
100044000;Naftalè;50.0;50.0;50.0;0.0;7
100045000;Antracè;0.5;0.5;0.5;0.0;2
100045000;Benzo(b)fluorantè;0.5;0.5;0.5;0.0;2
100045000;Coure;900.0;2700.0;1566.6666666666667;986.5765724632495;3
100045000;Diuron;5.0;5.0;5.0;0.0;2
100045000;Fluorantè;0.5;0.5;0.5;0.0;2
100045000;Naftalè;50.0;50.0;50.0;0.0;3
100047000;Antracè;1.0;1.0;1.0;;1
100047000;Benzo(b)fluorantè;1.0;1.0;1.0;;1
100047000;Coure;250.0;1500.0;542.8571428571429;463.167150739136;7
100047000;Diuron;5.0;5.0;5.0;;1
100047000;Fluorantè;1.0;1.0;1.0;;1
100047000;Naftalè;50.0;50.0;50.0;;1
100048000;Antracè;0.5;1.0;0.6052631578947368;0.20942695414584778;19
100048000;Benzo(b)fluorantè;0.5;1.0;0.631578947368421;0.2262069641794321;19
100048000;Coure;250.0;1700.0;447.5;363.99645747264026;20
100048000;Diuron;5.0;5.0;5.0;0.0;20
100048000;Fluorantè;0.5;1.0;0.6052631578947368;0.20942695414584778;19
100048000;Naftalè;50.0;50.0;50.0;0.0;20
100049000;Antracè;1.0;1.0;1.0;;1
100049000;Benzo(b)fluorantè;1.0;1.0;1.0;;1
100049000;Coure;250.0;250.0;250.0;;1
100049000;Diuron;5.0;5.0;5.0;;1
100049000;Fluorantè;1.0;1.0;1.0;;1
100049000;Naftalè;50.0;50.0;50.0;;1
100050000;Antracè;4.0;4.0;4.0;;1
100050000;Benzo(b)fluorantè;16.0;16.0;16.0;;1
100050000;Coure;250.0;1600.0;650.0;644.2049363362563;4
100050000;Diuron;5.0;5.0;5.0;;1
100050000;Fluorantè;4.0;4.0;4.0;;1
100050000;Naftalè;50.0;50.0;50.0;;1
100052000;Antracè;1.0;1.0;1.0;;1
100052000;Benzo(b)fluorantè;1.0;1.0;1.0;;1
100052000;Coure;500.0;500.0;500.0;;1
100052000;Diuron;5.0;5.0;5.0;;1
100052000;Fluorantè;1.0;1.0;1.0;;1
100052000;Naftalè;50.0;50.0;50.0;;1
100053000;Antracè;1.0;1.0;1.0;;1
100053000;Benzo(b)fluorantè;1.0;1.0;1.0;;1
100053000;Coure;2200.0;2200.0;2200.0;;1
100053000;Diuron;30.0;30.0;30.0;;1
100053000;Fluorantè;1.0;1.0;1.0;;1
100053000;Naftalè;50.0;50.0;50.0;;1
100053070;Antracè;0.5;1.0;0.5833333333333334;0.2041241452319315;6
100053070;Benzo(b)fluorantè;0.5;1.0;0.5833333333333334;0.2041241452319315;6
100053070;Coure;1000.0;3000.0;1814.2857142857142;779.8046153333783;7
100053070;Diuron;12.0;136.0;43.0;44.30951741255295;7
100053070;Fluorantè;0.5;1.6;0.7666666666666666;0.45460605656619524;6
100053070;Naftalè;50.0;50.0;50.0;0.0;7
100054000;Antracè;1.0;1.0;1.0;;1
100054000;Benzo(b)fluorantè;1.0;1.0;1.0;;1
100054000;Coure;600.0;600.0;600.0;;1
100054000;Diuron;5.0;5.0;5.0;;1
100054000;Fluorantè;1.0;1.0;1.0;;1
100054000;Naftalè;50.0;50.0;50.0;;1
100058000;Antracè;0.5;5.0;0.825;1.0036118981485138;20
100058000;Benzo(b)fluorantè;0.5;10.0;1.125;2.1080984197537886;20
100058000;Coure;250.0;5500.0;1015.0;1126.136852485663;20
100058000;Diuron;5.0;11.0;5.3;1.3416407864998738;20
100058000;Fluorantè;0.5;5.0;0.825;1.0036118981485138;20
