pixel_number,Crom dissolt,Dimoxistrobina,Famoxadona,Ipconazol,Metconazol,Penconazol,Procloraz,Tebuconazol,Tetraconazol,2-etilhelix,Aclonifè,Etilbenzè,Fluorurs,Metolaclor,Seleni,Terbutilazina,Toluè,Tricloroetilè,Alaclor,Aldrin,Antracè,Atrazina,Benzo(b)fluorantè,Bifenox,Cibutrina,Cipermetrina,Cloroalcans,Clorpirifòs,Compostos de tributilestany,Diclorometà,Diclorvós,Dicofol,Dieldrin,Diuron,Endosulfan,Endrin,Fluorantè,Heptaclor,Isodrin,Isoproturon,Naftalè,Pentaclorobenzè,Quinoxifeno,Simazina,Terbutrina,Trifluralina,Niquel dissolt,Clofenvinfós,Plom dissolt,DBO 5 dies,Nitrogen Total,Amoni,Amoniac,Nitrats,Nitrogen orgànic,Fòsfor total,Fosfats,Nitrogen Kjeldahl,Fòsfor orgànic,1.2-Dicloroetà,p.p-DDT,Èter difenílic polibromat,PFOS,Clotrimazol,Fluconazol,Imazalil,Miconazol,Tetraclorur de carboni,Trimetoprim,1.1.1-Tricloroetà
114813443,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,147504.89236790605,123287.67123287673,43150.68493150685,0.0,0.0,80136.98630136988,30821.917808219183,0.0,123287.67123287673,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
114828026,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,8881278.538812786,6529680.365296803,2267250.126839168,0.0,652968.0365296804,3609462.2019279557,1724243.7214611871,0.0,6299632.717887632,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
114828040,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,54658866.057838656,29047391.725473914,9483675.799086759,0.0,0.0,19563715.926387157,7491332.354859752,0.0,29047391.725473914,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
114828087,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1459950.5327245053,625936.0730593606,563342.4657534246,0.0,0.0,62593.60730593603,165839.04109589042,0.0,625936.0730593606,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
114828141,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4343199.608610567,3630136.9863013695,1270547.9452054794,0.0,0.0,2359589.04109589,907534.2465753424,0.0,3630136.9863013695,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
114828220,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,102061677.41069031,52913465.35636291,20500363.22125363,0.0,1062179.868969625,31350922.266139656,16423059.360730596,0.0,51811619.01925749,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
114828257,116.66095890410958,0,0,0,0,0,0,0,0,0,0,2.149058219178082,14794.520547945203,0,59.794520547945204,0.0,8.482962328767124,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.08845890410958902,0,0,0.07258561643835616,0,0,0,0.6995034246575341,0.0,0,0.008013698630136986,0,0.0,151.33561643835617,0.021729452054794516,27.277397260273975,59392695.44937214,64499974.25069523,55392857.14285714,0.0,281994.052408075,8825123.055430012,24946517.05042262,0.12282534246575343,63970416.788108416,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.8793493150684931,0.0
114842675,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2283105.02283105,2283105.02283105,792744.7995941147,0.0,228310.50228310504,1262049.7209538305,602882.4200913241,0.0,2171431.407583879,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
114857398,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2390774.180157742,2168949.7716894983,753107.5596144091,0.0,216894.97716894982,1198947.234906139,542237.4429223746,0.0,2168949.7716894983,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
114857506,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,791095.8904109589,16484018.26484018,14598825.831702543,0.0,0.0,1885192.4331376378,4121004.566210045,0.0,16484018.26484018,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
114886600,286058.71702572313,0,0,0,0,0,0,0,0,0,0,0.0,4918302.601187846,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,2671.2933124999995,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,648938.9034407714,0.0,54002.153196726955,320461083.8,532659620.045,516679831.44364995,0.0,0.0,15979788.60135,59446641.800000004,55285376.87400001,159797886.01349998,4161264.926000001,0.0,0,0,0,102548080.85713415,0,916863.154674252,0,0.0,60158574.68730695,0.0
114886646,258741.1949882362,0,0,0,0,0,0,0,0,0,0,0.0,6184132.605991314,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,3358.8075833333332,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,448971.64413380105,0.0,53450.764416547354,307543923.11232865,446200580.82219183,138359874.1188064,0.0,294167634.48419917,13673072.219186304,65183253.986408666,60485597.44023677,140445816.99108425,4552679.377222123,0.0,0,0,0,130002399.03210616,0,1154097.2085040316,0,0.0,70518525.39010146,0.0
114886820,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,649283.9352428394,589041.095890411,204528.15829528158,0.0,58904.109589041094,325608.82800608827,155543.66438356164,0.0,560229.3031566408,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
114901444,299335.0842116604,0,0,0,0,0,0,0,0,0,0,7.260916427768264,4707178.893135723,0,1172.4155251141553,0.0,41.57222037374504,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,2439.406408105023,0,0,0.2651925353881279,0,0,0,3.9582784746575346,0.0,0,0.0031425570776255733,0,0.0,329426.789718635,0.2054537944520548,38948.50174141107,615622377.7986393,464517479.7014291,144000418.70744306,0.0,306581536.60294324,13935524.391042873,35523778.65109116,33037114.145514775,278014188.6788858,2486664.505576381,0.0,0,0,0,93579608.01855421,0,837592.0122131803,0,0.0,54897338.463478565,0.0
114916103,2692.1004566210045,0,0,0,0,0,0,0,0,0,0,153.71390410958904,3564307.4581430745,0,0.0,0.0,0.0,0.0,0,0,1.0755821917808217,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,3.6041438356164384,0,0,0,23.57474885844748,0.0,0,0.0,0,0.0,7881.312785388126,0.13837899543378995,1169.931506849315,86986301.369863,75929223.74429224,27422247.59005581,0.0,21746575.34246575,26760400.811770674,20585582.19178082,0.1320890410958904,85550327.57593806,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,35.38099315068492,0.0
114930746,210862.87237028565,0,0,0,0,0,0,0,0,0,0,0.0,3625435.450650711,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,1969.0942708333332,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,478353.2646552412,0.0,39806.684640265994,236221938.33333334,392640149.7083333,380860945.2170833,0.0,0.0,11779204.491249999,43819988.333333336,40752589.150000006,117792044.91249998,3067399.1833333336,0.0,0,0,0,75591413.92517383,0,675848.6522461377,0,0.0,44344776.44366704,0.0
114959760,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4223744.292237443,3935761.726857617,1372716.894977169,0.0,0.0,2563044.831880448,1133371.3850837138,0.0,3935761.726857617,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
114959994,4979035.109580574,0,0,0,0,0,0,0,0,0,0,2.9002175039193303,118208518.2003846,0,153.95738203957396,0.003493136438129462,1.3830518760248067,0.16728310502283103,0,0,7.27567107522831,0.0,0.0,0,0,0,81.3904109589041,0.0,0,0.0,0.0,0.0,0,64199.316572488584,0,0,0.17089489345509898,0,0,0,0.3923093105022832,0.01159751540334855,0,0.0,0,0.0,8581858.178777087,0.002495506849315068,1021645.2462386709,8273940959.570773,9017169949.568562,2627188609.023789,0.0,6373544837.948128,244747004.87975094,945499103.626761,772088138.9756274,3675929306.550475,58114160.998165496,0.1014721461187215,0,0,0,2464536336.0417695,0,22059036.07192325,0,0.0016124238013698648,1445790036.1813116,0.0
114988995,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,684931.506849315,456621.00456621003,158548.95991882295,0.0,45662.100456621,252409.9441907661,120576.48401826485,0.0,434286.2815167758,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
114989078,1135.5,0,0,0,0,0,0,0,0,0,0,20.917499999999997,143999.99999999997,0,582.0,0.0,82.56750000000001,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.8610000000000001,0,0,0.7065,0,0,0,6.8084999999999996,0.0,0,0.078,0,0.0,1473.0000000000002,0.2115,265.5,25046423.135464232,24054435.7469015,9997907.153729072,0.0,5.268,14056523.32517243,8816813.279987281,1.1955000000000002,25347444.865442533,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,8.559,0.0
114989182,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,50000000.0,56250000.0,18750000.0,0.0,5625000.0,31875000.0,12500000.0,0.0,37500000.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115003790,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4109589.0410958906,4109589.0410958906,1426940.6392694062,0.0,410958.9041095891,2271689.4977168953,1027397.2602739726,0.0,2568493.150684932,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115032923,75.51369863013697,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,3.9383561643835616,0,0,0,0.0,0.0,0,0.0,0,0.0,217.97945205479448,0.0,65.75342465753424,1648116.4383561641,759380.5836807624,280631.6590563166,0.0,0.0,478748.92462444585,205107.20667063724,0.0,759380.5836807624,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115047680,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,17865772.450532727,11843436.07305936,4126902.587519027,0.0,1526731.3546423132,6487823.439878234,3060639.6356799253,0.0,10766875.95129376,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115047807,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,825446.2432544624,748858.4474885846,260020.29426686963,0.0,74885.84474885845,413952.3084728564,197745.43378995432,0.0,712229.5016875124,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115062385,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,22865410.958904106,16551369.8630137,5123043.052837574,0.0,1655136.9863013702,9773189.823874757,3678082.191780821,0.0,14712328.767123284,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115062505,1256684.1823355511,0,0,0,0,0,0,0,0,0,0,0.0,30035810.987763852,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,16313.445416666664,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,2180617.4448787947,0.0,259605.85897067116,1857316985.3333328,2050355663.4166663,635610255.6591665,0.0,1353234737.8549998,61510669.90249998,209823347.06666663,195135712.77199998,615106699.0249997,14687634.294666665,0.0,0,0,0,626255646.2139826,0,5605352.89662928,0,0.0,367385198.7400754,0.0
115076823,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,61250000.0,30000000.0,9750000.0,0.0,0.0,20250000.0,7500000.0,0.0,30000000.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115076873,133175.61506747451,0,0,0,0,0,0,0,0,0,0,0.0,3183009.4295543525,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,1728.798020833333,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,231088.34624533876,0.0,27511.422861458206,196826963.6666666,217284008.52083328,67358042.64145832,0.0,143407445.62375,6518520.255624999,22235780.23333333,20679275.617,65185202.55624998,1556504.616333333,0.0,0,0,0,66366699.005491614,0,594020.6220241339,0,0.0,38933210.50477886,0.0
115076874,388.7671232876712,0,0,0,0,0,0,0,0,0,0,2.044041095890411,47089.04109589042,0,311.1643835616439,0.0030136986301369864,1.4333904109589042,0.2866780821917808,0,0,0.07534246575342467,2.7631849315068497,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,12.009965753424659,0,0,0.5726027397260275,0,0,0,2.383082191780822,0.0,0,0.11113013698630138,0,0.0,1057.8082191780823,0.03164383561643836,64.41780821917808,9041095.890410962,2.001095890410959,1399217.2211350296,0.0,0.34393835616438356,0.0,2605593.607305936,0.09380136986301368,8789954.337899543,0.0,0.4712671232876713,0,0,0,0.0,0,0.0,0,0.0806164383561644,0.0,0.0
115077101,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2450657.894736842,937500.0,0.0,245065.78947368418,1268092.1052631575,625000.0,0.0,2500000.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115077114,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,31250000.0,28125000.0,0.0,0.0,3125000.0,12500000.0,0.0,31250000.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115091501,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,76643835.61643836,49315068.49315068,18493150.684931505,0.0,4931506.849315069,25890410.958904106,12328767.12328767,0.0,47374429.22374428,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115091589,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115091678,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115091750,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,6368911.719939116,2968036.529680365,2671232.8767123283,0.0,0.0,296803.65296803636,723458.9041095889,0.0,2968036.529680365,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115091751,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,78205680.90249799,70696340.82787374,21518887.50518888,0.0,7069634.082787372,42107819.23989749,18400777.489818584,0.0,63632610.35007611,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115091753,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,1255707.7625570777,0.0,0.0,880707762.5570775,648193197.9215871,451867579.90867585,0.0,38620689.65517242,157704928.35773894,190292955.7231543,12557077.62557078,1161957762.5570776,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115106189,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3170921.5442092153,2876712.328767123,998858.4474885846,0.0,287671.23287671234,1590182.6484018264,759631.8493150686,0.0,2736003.573555688,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
