pixel_number,Crom dissolt,Dimoxistrobina,Famoxadona,Ipconazol,Metconazol,Penconazol,Procloraz,Tebuconazol,Tetraconazol,2-etilhelix,Aclonifè,Etilbenzè,Fluorurs,Metolaclor,Seleni,Terbutilazina,Toluè,Tricloroetilè,Alaclor,Aldrin,Antracè,Atrazina,Benzo(b)fluorantè,Bifenox,Cibutrina,Cipermetrina,Cloroalcans,Clorpirifòs,Compostos de tributilestany,Diclorometà,Diclorvós,Dicofol,Dieldrin,Diuron,Endosulfan,Endrin,Fluorantè,Heptaclor,Isodrin,Isoproturon,Naftalè,Pentaclorobenzè,Quinoxifeno,Simazina,Terbutrina,Trifluralina,Niquel dissolt,Clofenvinfós,Plom dissolt,DBO 5 dies,Nitrogen Total,Amoni,Amoniac,Nitrats,Nitrogen orgànic,Fòsfor total,Fosfats,Nitrogen Kjeldahl,Fòsfor orgànic,1.2-Dicloroetà,p.p-DDT,Èter difenílic polibromat,PFOS,Clotrimazol,Fluconazol,Imazalil,Miconazol,Tetraclorur de carboni,Trimetoprim,1.1.1-Tricloroetà
115779620,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,36605715.916503586,7359589.04109589,2801369.8630136983,0.0,5593607.305936073,996575.3424657536,3058737.1935075405,0.0,8421232.87671233,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115794333,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,16442481.320049813,12778538.812785389,8214846.524606798,0.0,583333.3333333334,3980358.9548452566,4315204.765981736,0.0,12493212.725828866,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115794448,476964.09473586635,0,0,0,0,0,0,0,0,0,0,0.0,11399843.81024949,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,6191.6333749999985,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,1050089.4413569518,0.0,98531.2580937785,1198820087.0557072,986128215.6220034,305699746.84282106,0.0,650844622.3105222,29583846.4686601,102229259.59371279,95073211.42215289,457597409.0369691,7156048.171559895,0.0,0,0,0,237690154.4304788,0,2127465.3628941574,0,0.0,139438015.6920188,0.0
115794505,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,33629599.78511953,5110780.226325194,2396014.9439601493,0.0,511078.0226325194,2211989.4598155473,2086535.8509194127,0.0,4759976.176295415,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115808937,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,20091324.200913243,20091324.200913247,6278538.81278539,0.0,0.0,13812785.388127856,5022831.050228311,0.0,20091324.200913243,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115823775,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,23437500.0,36328125.0,14062500.0,0.0,3632812.5,18632812.5,7500000.0,0.0,32812500.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115838142,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,6164383.561643835,6421232.876712329,2311643.835616438,0.0,0.0,4109589.04109589,2183219.178082192,0.0,6421232.876712329,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115838271,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,19121004.566210043,15981735.159817351,5593607.305936073,0.0,0.0,10388127.853881277,4423515.98173516,0.0,15981735.159817351,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115838359,14949914.045717357,0,0,0,0,0,0,0,0,0,0,0.0,357315544.2491158,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,194069.92639583335,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,26562892.83954964,0.0,3088353.726361979,23062813318.89105,24884606775.286148,7736122439.2253065,0.0,16373191233.524958,775293102.5358874,2565461169.6599665,2365668374.085139,8040521032.966014,178061060.41501048,0.0,0,0,0,7450136011.216472,0,66683057.82665205,0,0.0,4370530973.522176,0.0
115838383,21.60388127853881,0,0,0,0,0,0,0,0,0,0,0.39797374429223736,2739.72602739726,0,11.073059360730594,0.0,1.5709189497716896,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.016381278538812785,0,0,0.013441780821917807,0,0,0,0.1295376712328767,0.0,0,0.0014840182648401827,0,0.0,28.025114155251142,0.004023972602739726,5.051369863013699,285388.1278538813,412589.69341161125,149489.019352033,0.0,0.10022831050228309,263100.5738312677,114155.25114155251,0.022745433789954337,342465.7534246575,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.16284246575342465,0.0
115838415,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,7613117.476131175,6538242.00913242,2356354.6423135465,0.0,653824.2009132422,3528063.165905632,1749429.223744292,0.0,6152582.004279442,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115838437,1076047.657530787,0,0,0,0,0,0,0,0,0,0,0.0,30080053.58987349,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,15593.13904002207,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,1965446.5353014749,0.0,259988.25712627452,1873030527.2383554,2058861810.5157757,638247161.2598904,0.0,1358848794.9404118,61765854.315473266,210902653.7295147,196139467.96844864,621728852.4556506,14763185.761066027,0.0,0,0,0,627178117.7059509,0,5613609.553923823,0,0.0,348164513.3992267,0.0
115852763,181556.50705780523,0,0,0,0,0,0,0,0,0,0,0.0,3121561.3710687477,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,1695.4235416666663,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,411870.2685506146,0.0,34274.230164839195,203391092.66666672,338069823.8166666,327927729.1021666,0.0,0.0,10142094.714499997,37729752.666666664,35088669.98,101420947.14499998,2641082.686666667,0.0,0,0,0,65085488.59998018,0,581917.1446458271,0,0.0,38181604.12437773,0.0
115852888,236452.3328138661,0,0,0,0,0,0,0,0,0,0,0.0,4065403.5494076447,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,2208.0555416666666,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,536404.271010013,0.0,44637.46196271183,274021291.9579909,447275662.4665296,429637757.8893373,0.0,0.0,17637904.577192236,51159982.601174176,45698157.59600001,139073109.698863,3439646.270666667,0.0,0,0,0,84764880.42863561,0,757866.8954678726,0,0.0,49726278.127339184,0.0
115852941,16695.262557077625,0,0,0,0,0,0,0,0,0,0,26.266267123287673,180821.91780821918,0,730.8219178082192,0.0,103.6806506849315,552.5114155251142,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,1.0811643835616438,0,0,126.45793378995432,0,0,0,134.12026255707764,0.0,0,0.09794520547945207,0,0.0,15310.844748858448,0.26558219178082193,10579.96575342466,818721478.1204337,64902152.64187867,43770384.86627529,0.0,6.615068493150685,21131761.1605349,71200708.14037588,1.5011986301369864,66525794.22908773,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,10.747602739726029,0.0
115867412,479766.6438472397,0,0,0,0,0,0,0,0,0,0,0.0,8248787.37110765,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,4480.190083333333,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,1088375.2923274506,0.0,90570.32790015773,537464966.1333334,893356164.3533331,866555479.4227332,0.0,0.0,26800684.93059999,99701614.13333334,92722501.14400001,268006849.306,6979112.989333334,0.0,0,0,0,171989684.83585313,0,1537727.5097885008,0,0.0,100895640.50504853,0.0
115896636,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,513698.63013698626,261986.30136986298,95890.41095890409,0.0,0.0,166095.8904109589,75831.7025440313,0.0,261986.30136986298,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115896780,207.59132420091325,0,0,0,0,0,0,0,0,0,0,6.974315068493149,161719.9391171994,0,0.0,0.0,0.0,1.2842465753424654,0,0,0.04880136986301369,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.6772260273972601,0,0,0,1.6689497716894974,0.0,0,0.0,0,0.0,432.84817351598167,0.006278538812785388,87.07191780821917,2625570.7762557077,2011986.3013698629,1094146.372399797,0.0,570776.2557077626,347063.6732623033,663527.3972602739,0.005993150684931506,1726598.173515982,0.0,0.0,0,0,0,0.0,0,0.0,0,6.763698630136986,1.605308219178082,0.0
115896801,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1781666666.6666667,1505508333.3333333,445416666.6666667,0.0,2227083333.3333335,0.0,222708333.33333334,0.0,2380009722.222222,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115896841,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1196428.5714285714,956250.0,350000.00000000006,0.0,0.0,606249.9999999999,276785.71428571426,0.0,956250.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115896917,895342.4657534246,0,0,0,0,0,0,0,0,0,0,4707.488584474886,108447488.5844749,0,716621.0045662102,6.940639269406393,3301.1415525114157,660.2283105022831,0,0,173.51598173515984,6363.698630136986,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,27659.315068493157,0,0,1318.7214611872148,0,0,0,5488.310502283104,0.0,0,255.93607305936072,0,0.0,2436164.3835616442,72.87671232876714,148356.16438356167,20824709474.885845,6162799.223744293,3226672765.8186555,0.0,393486.16438356164,1532391.5525114154,6002977644.596653,216.02739726027394,20245762452.43531,0.0,1085.3424657534247,0,0,0,0.0,0,0.0,0,185.662100456621,0.0,0.0
115897001,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,30013392.857142854,17958333.333333332,14995833.333333334,0.0,0.0,2962500.0,3863095.2380952383,0.0,17958333.333333332,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115911330,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,17109589.04109589,19248287.671232875,5957803.326810177,0.0,1924828.7671232875,11365655.57729941,4277397.2602739725,0.0,17109589.04109589,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115911373,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,9548611.111111112,7291666.666666667,2777777.7777777775,0.0,0.0,4513888.888888889,2083333.3333333333,0.0,7291666.666666667,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115911637,337443.3557690379,0,0,0,0,0,0,0,0,0,0,0.0,8489663.760371223,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,4531.851472909291,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,616354.5543871814,0.0,73377.95719187385,417512266.5999999,608711621.3308121,188700602.61255172,0.0,401749670.078336,18261348.63992436,88764197.51177028,82550703.68594636,182980656.4279786,6213493.825823921,0.0,0,0,0,178469112.18477532,0,1584360.7941863777,0,0.0,91968377.3301033,0.0
115925972,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4420091.324200913,3867579.9086757996,1657534.2465753425,0.0,0.0,2210045.6621004567,1105022.8310502283,0.0,3867579.9086757996,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115926016,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3349315.06849315,573630.1369863014,516267.12328767125,0.0,0.0,57363.013698630144,199315.06849315064,0.0,573630.1369863014,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115940524,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,17808.219178082192,11352.7397260274,4155.251141552511,0.0,0.0,7197.488584474887,3286.04044357469,0.0,11352.7397260274,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115955252,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,6849315.068493151,6849315.068493151,6164383.561643836,0.0,0.0,684931.5068493146,1712328.7671232878,0.0,6849315.068493151,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115955348,2737761.5631863372,0,0,0,0,0,0,0,0,0,0,0.0,65434808.520151325,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,35539.815375,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,6258198.276317523,0.0,565566.8721372513,4103512508.9657784,4484437192.885217,1392980723.8583443,0.0,2956923353.2403164,134533115.78655648,459676441.37295353,426429749.7234222,1354759277.368464,32096862.882408123,0.0,0,0,0,1364335336.621002,0,12211596.1386305,0,0.0,800370602.3615621,0.0
115955458,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,9132420.0913242,8276255.707762557,3044140.030441401,0.0,0.0,5232115.677321156,2334993.7733499375,0.0,8276255.707762557,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115969974,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,7848173.515981737,7705479.452054795,2283105.02283105,0.0,0.0,5422374.429223745,1751245.3300124535,0.0,7705479.452054795,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115970170,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,35353881.278538816,6382110.920852359,5743899.828767125,0.0,0.0,638211.0920852355,2214524.060414471,0.0,6382110.920852359,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115984446,1090086.1156102163,0,0,0,0,0,0,0,0,0,0,0.0,26053976.797896627,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,14150.779166666667,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,1891533.95382285,0.0,225190.02496637602,1611093293.3333323,1778540919.1666663,551347684.9416666,0.0,1173837006.6499999,53356227.57499999,182007158.66666666,169266657.56,533562275.74999994,12740501.106666667,0.0,0,0,0,543233211.9368426,0,4862253.740120324,0,0.0,318681105.2900818,0.0
115984629,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,148320205.47945204,30158675.79908676,10269263.698630137,0.0,0.0,19889412.10045662,11600028.538812786,0.0,30158675.79908676,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115984699,16.613013698630137,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.8664383561643837,0,0,0,0.0,0.0,0,0.0,0,0.0,47.955479452054796,0.0,14.465753424657533,362585.61643835617,1102566.0115147904,903691.0197869102,0.0,0.0,198874.9917278803,296265.1379789557,0.0,1102566.0115147904,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115984747,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,23333333.333333332,22604166.666666668,6805555.555555555,0.0,2260416.6666666665,13538194.444444446,5833333.333333333,0.0,20416666.666666668,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115984750,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115984757,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,273157.2080887149,218321.91780821918,79908.67579908676,0.0,0.0,138413.24200913243,63193.08545335942,0.0,218321.91780821918,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115999223,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,20297619.047619045,19379851.598173518,7023116.438356165,0.0,937500.0,11419235.159817351,6121167.645140248,0.0,18338184.93150685,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115999326,10.06849315068493,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.5251141552511415,0,0,0,0.0,0.0,0,0.0,0,0.0,29.063926940639274,0.0,8.76712328767123,219748.85844748854,101250.74449076834,37417.55454084221,0.0,0.0,63833.18994992611,27347.62755608497,0.0,101250.74449076834,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
115999383,141814.2165364904,0,0,0,0,0,0,0,0,0,0,0.0,2438258.9607088175,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,1324.2993333333334,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,321712.8396867792,0.0,26771.682144504317,158869262.93333334,264067137.97333327,256145123.83413327,0.0,0.0,7922014.139199998,29470798.933333334,27407843.008,79220141.392,2062955.925333334,0.0,0,0,0,50838428.89069319,0,454536.85629028385,0,0.0,29823741.17431709,0.0
115999445,4458.333333333333,0,0,0,0,0,0,0,0,0,0,254.5625,4166666.6666666665,0,0.0,0.0,0.0,0.0,0,0,1.7812499999999998,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,5.968750000000001,0,0,0,39.04166666666666,0.0,0,0.0,0,0.0,13052.083333333334,0.22916666666666666,1937.5,83333333.33333333,31250000.0,20833333.333333332,0.0,20833333.333333332,0.0,4166666.6666666665,20833333.333333332,52083333.333333336,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,58.59374999999999,0.0
115999464,13574.657288730994,0,0,0,0,0,0,0,0,0,0,0.0,324445.74880399584,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,176.21724999999995,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,23554.951123077,0.0,2804.25314109072,20062671.19999999,22147868.049999997,6865839.095499999,0.0,14617592.912999997,664436.0414999999,2266504.2399999998,2107848.9432,6644360.414999999,158655.29679999998,0.0,0,0,0,6764790.941100304,0,60548.82015998895,0,0.0,3968481.6885180003,0.0
116013914,662073.0577640164,0,0,0,0,0,0,0,0,0,0,0.0,15824104.02121307,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,8594.595874999999,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,1148839.2070482557,0.0,136771.0736541065,978511190.7999996,1080211928.0749998,334865697.70325,0.0,712939872.5294999,32406357.842249993,110543593.15999997,102805541.63879998,324063578.42249995,7738051.521199998,0.0,0,0,0,329937303.6273011,0,2953131.0923485514,0,0.0,193553675.08090058,0.0
116013945,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2000000.0,2000000.0,694444.4444444444,0.0,200000.0,1105555.5555555557,500000.0,0.0,2000000.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
116013990,10.06849315068493,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.5251141552511415,0,0,0,0.0,0.0,0,0.0,0,0.0,29.063926940639274,0.0,8.76712328767123,739184741.2480973,123571570.37919396,47526002.02942667,0.0,119330289.19330287,63833.18994992611,109616388.72344647,0.0,219279332.93627158,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
116014003,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,324857305.93607306,157945205.47945204,123664573.82039572,0.0,15125000.0,19155631.659056332,22996765.601217657,0.0,380295632.82987934,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
116014088,1648261.44315943,0,0,0,0,0,0,0,0,0,0,9.713767932100454,37145965.05095656,0,1818.1004566210047,0.03680350286447511,24.685237655827304,31.992082191780813,0,0,8.450013610228313,0.014011150684931507,0.0,0,0,0,0.0,0.27944852498630146,0,0.0,0.0,1.1703561643835616,0,18996.700472347864,0,0,5.533472082191782,0,0,0,24.62362610410959,0.43520728891324206,0,0.01245435616438357,0,0.0,2687502.6779301716,0.3638228794520548,328447.62421202764,2339031242.4179597,2557376298.2941203,792786652.4711775,0.0,1687868356.8741198,76721288.94882362,261487935.95213595,243183780.43548647,789781987.9150511,18304155.51664952,0.0,0,0,0,765292599.420082,0,6849814.632190266,0,0.0,404058388.2327674,0.0
116028399,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3424657.534246575,2069063.9269406393,761035.0076103503,0.0,0.0,1308028.919330289,583748.4433374844,0.0,2069063.9269406393,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0
